,pred_str,text
21,deabes britsch cha els sognannti sprach zu textentcin gsprochnigsi ächtziti texkommentier,deep speech cha als sognannti sprachzutextengine gsprochnigs e ächtzit e text konvertiere
22,wen genau d flage zom erst mol ghesse worde esch lohtsech nöme loh fesct elle,wenn genau dflagge zom erschte mol gheisse worde esch loht sech nöme loh feschtstelle
23,au emene ufdrengleche zignos seit der endleche odmein,au emene ufdrengleche zitgnoss seit er ändlech emol dmeinig
24,dotrfabe hett er sech zom khönig lo usrüege,dodrufabe heter sech zom könig lo usrüefe
25,enerhaub vo chorze ziitschwelle di betroffene stelle ah wärede his rote ond möcheblotere,innerhalb fo chorzer zit schwälle die betroffene stelle ah wätrde heiss rot ond möche blottere
26,mer händ jetzt se chröftige nordweschtströmmig wod spörigi es bes es mettelmer um ine brengt,mer händ jetzt e chräftigi nordweschtströmig wo dstörige jetzt bes e mettelmeerruum inebrenge
27,de urat ond autforalttregione bliebe sonnig,de jura ond au dvoralperegione bliebe sonnig
28,jehrlech versuechen öberhontet dristusig geisst de barocksal fode schreftzbibliothek,jährlechbsueche öber hondertdrigtuusig gäscht de barocksaal fode stiftsbibliothek
29,uigure aberau kalse stane tatare oder ki ghise,uigure aber au kasachstane tatare ond kirgise
30,ich befo ene gschlage ond der ankasiert worde globt ond belont,ich be fo ehne gschlage ond dranglasiert worde globt ond belohnt
31,de technokhark esch es paradis för starshegonternähme ond jungi töftler wo ehre entwecklig ond dorchbproch verhälcfe änd,de technopark esch es paradis för startuponternähme ond jongi töftler wo erere entwecklig zom dorchbroch verhälfe wänd
32,es segi für si aber e grosse cance velli fo ene amtzkollege zträffe wen au e chortze sit,es seigi för sie aber e grossi chance velli fo erne amtskollege zträffe  wenn au e chorzer zit
33,sondern lorsrwätte fo jugendleche wo jetzt grossi parteie es schwetze brenge,sondern losträtte fo jugendleche wo jetzt grossi parteie es schwetze brenge
34,sserref begleitet ds nationaltihunöcht dord wm ond seigt exsplusivbelder fode schwizer liechtathlete ond echtatlette,srf begleitet snationalteam hutnöch dor dwm ond zeigt exklusiv belder fode schwizer liechtatlethinne und liechtathlete
35,ond es warted nider of dech,ond es wartet niemert of dech
36,ich ha mini härztsättig keit ed estelle wenn du brüehlsch als wärdi s härz broche,ich chan mini härztätigkeit ned ihstelle wenn du brüellsch als wär dis härz broche
37,er est mer emmer alles wäg,er esst mer emmer alles weg
38,es send bärne chraftwäch sälbergseg od abschaffig beschlosse hend,es send dbärner chraftwärch sälber gsi wo dabschaffig beschlosse händ
39,osserdem het er sie ahgschou ond het de prozäss osachlech gfüehrt,osserdem häter sie ahgschroue ond het de prozäss onsachlech gfüehrt
40,e dem familiedrama werden stüritriber potriziert wo bescholdigg wird bestächigscälder ahgnohtzah,idem familiedrama werd en stüritrieber portraitiert wo bescholdigt werd bestechigsgälder ahgno zha
41,die meishtes zen ond dialög sendi provisiert worde,die meiste szene ond dialög send improvisiert worde
42,i be das stöck ha nach minere lune ameprovisiere,ich be das stöck grad nach minere lune am improvisiere
43,er het nie glehrt drede het nie glached ond t absoluti sexsuelli ond finanzelliglichgöldigkeit zeigt,er het nie glert rede het nie glachet ond het absoluti sexuelli ond finanzielle glichgöltigkeit zeigt
44,er esch nöme welop will sies scfrötli leto het,er esch nöme velo gfahre well sis födli weh do het
45,sme het sech ddnase grebe,sam het sech dnase grebe
46,genaue so haneh outen de ersti gseh han,genau eso hani gluegt woni de ersti gseh han
47,er het d handusgscteckt ond em schin fode lampe hannigsi dass zwöi fo sine chnöchel ufgschöft send gsi ond blüetet händ,er het dhand usgstreckt ond em schien fode lampe hani gseh dass zwei fo sine chnöchel ufgschörft send gsi ond blüetet händ
48,usglent hanies ned gstolle,usglehnt hanis ned gstohle
49,we abe störmt ond schneit esch de fröelig nöme wit,wens aber störmt ond schneit esch de früehlig nöme wit
50,si dandeet jede modeför zat,sie tanzt met jedem wo deför zahlt
51,me wärde wahrschienlech alli unholfe si,mer wärde wahrschindlech alli onbeholfe si
52,d sunga bliibt üs erhartä und zwaar bis mitti nami,d sunnä blibt üs erhautä und zwar bis mitti nami
53,o dr hutkontaktt mit dänä öl isch gsundheitliech unbedänklich,o dr hutkontakt mit denä öl isch gsundheitlech unbedänklech
54,ert wärdä bsunders dachbaukä und beschtandteilä für bärghüttä produziert,dert wärdä bsunders dachbaukä und beschtandteilä für bärghüttä produziert
55,är isch einä vodä mitbegründer vom jungä dütschwizer schpiufium,är sich einä vodä mitbegründer vom jungä dütschschwizer schpiufium
56,aus frou het  sich d mülechkeit vorä habilitation müssä erkämpfä,aus frou hetsi sech d müglechkeit vorä habilitation müesse erkämpfä
57,d baarbiudig isch fürnä reiä vo tier aartä sehr gründlech ungersuecht wordä,d paarbiudig isch fürne reihe vo tierartä sehr gründlech ungersuecht wordä
58,schnäu ischer i di damäligi volkszenä intägriert wordä und isch zumen bekantä fingerpickin gi tarischt wordä,schnäu ischer idi damaligi folkszenä integriert wordä und isch zumene bekanntä fingerpickinggitarrischt wordä
59,lut im wirtschafts etsiker thomas beschorner wärdä ungernämä zuenämet zu politischä aktörä,lutem wirtschaftsethiker thomas beschorner wärdä ungernähmä zuenähmend zu politischä akteurä
60,är isch gwäut wordä trotz dä defizit wo ihm si ahgluschtet wordä,är isch gwäut wordä trotz dä defizit wo ihm si aaglaschtet wordä
61,d grossmueter unds rotchäppli ie schnatpi mer bedi,d grossmueter und s rotchäppli die schnappimer beidi
62,dassi di besser cha gsehe,dassi di besser cha gseh
63,lanwirtschaftsflächä prägäs lanertzbiut vom schwizer mittu land,landwirtschaftsflächä prägä s landschaftsbiud vom schwizer mittuland
64,breigblättrigs chnabächrutt dia orchideä isch in schwiz gschützt,breitblättrigs chnabächrut  die orchideä isch ir schwiz gschützt
65,wo obstbönm schtö chöi regulmässig gartävögu wider garterotschwanz oder dr schpächt beobachtet wärdä,wo obschtböim schtö chöi regumässig gartävögu wi dr gartärotschwanz oder dr schpächt beobachtet wärdä
66,ä knaugäudä schmätterling flatteret öber dwisä,ä knaugäubä schmätterling flatteret überd wisä
67,die trisg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech blegä,die drissg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech pflegä
68,es sig im inträssä vor wüssäschaft wemä thodä vor komplämentärmedizin wüssäschaftleich erforscht würdä,es sig im inträssä vor wüssäschaft we methodä vor komplementärmedizin wüssäschaftlech erforscht würdä
69,ab nüünzähdrüäsächzg isch d verwändig vo radium verbutä wordä,ab nünzähdrüäsächzg isch d verwändig vo radium verbottä wordä
70,in laseingeles gsäichä jogendlechi im duschnit vier aukohoowärbigä am taag,in los angeles gsächä jugendlechi im durchschnitt vier aukohouwärbigä am tag
71,d lindä isch bis i mereri meter höchig mit chnouä bülä und wucherigä überseit,d lindä isch bis i mehreri meter hööchi mit chnouä bülä und wucherigä ubersäit
72,drawehrspiler baier isch blitz schnäu fürä gschossä und het ber chopfbau voändet,dr abwehrschpiler beier isch blitzschnäu fürägschossä und het per chopfbau vouändet
73,ä schtürmischä herbsht bringt viu gwitter und chaus lufft,ä schtürmische herbscht bringt viu gwitter und chauti luft
74,die dänischi regierig wo d miti nofnber bir ireis vo schweädä nach dänemark wider gränzkontrouä ifüehrä,die dänischi regierig wott mitti novämber bir iireis vo schwede nach dänemark wider gränzkontrouä iifüehrä
75,so sig öbbin china mit dr asiatischä infrastruktur in wessmenbänk ä gägenentwurft zum iwff entschtandä,so sig öppä in chinä mit dr asiatischä infraschtruktur investmentbank ä gägäentwurf zum iwf entschtandä
76,handlet sech drbi um me us numä nachheifä ungerricgt,handlet sechs drbi um me aus numä nachhiufeungerricht
77,snoubordä het si hüäh punkt und jahrtuusig wändi erreicht mittlerwilä nähme d zahlä vo s nouborgtfahrer tendenziel abb,s snowboardä het si höhepunkt umd jahrtuusigwändi erreicht mittlerwilä nämä d zahlä vo snowboardfahrer tendenziell ab
78,und i schobpt nu ronalldo,und wi schtopptmä dr ronaldo
79,am sunntig und am mäntig zit wiis sunnig,am sunntig und am mäntig zitwiis sunnig
80,si schef bezeichnet dä as guetä fründ,si chef bezeichnet är aus guetä fründ
81,umä söt ändlech mit dersubvenzionierig vo vossilä brönnschtocff ufhörä,und mä sött ändlech mit dr subventionierig vo fossilä brönnschtoffä ufhörä
82,es isch aber chuumts erwartä dass d nasä di rund füfeäzwänzg milliardä ussoller zuesätzslich bechunt wo si fürd projeckt kalkuliert het,es isch aber chuum d erwartä dass d nasa die rund füfäzwänzg milliardä usdollar zuesätzlech bechunnt wosi für das projekt kalkuliert het
83,im betreb machte der puernapp ufem betribs eigena ette,im betriib machter dr powernap ufm betriibseigene wc
84,nobädit hie t iisdicki sächshundert bissibähundert meter,no betreit hie d iisdicki sächshundert bis sibähundert meter
85,si wärnerssoziauamt isch am mäntig vormitag fürne schtellignahm nid erreichbar gsi,s bärner soziauamt isch am mäntigvormittag fürnä schtellignahm nid erreichbar gsi
86,gopla het sech no angeri onabhängigi schtudios aagruegt,coppola hetsech no angeri unabhängigi schtudios aagluegt
87,dänä heisi sich ä neii exischtinzmüss ufboue,dänä hetsisech ä nöii exischtänz müesse ufbouä
88,sie het sech für iri voreilig bemerkigschämt,si hetsech für iri voreiligi bemerkig gschämt
89,bring di hägs eifach um und pressier drmit het si gseit,bring die häx eifach um und pressier drmit hetsi gseit
90,si het säch ni dervo ehout,si hetsech nie drvo erhout
91,g weni im nächschtä kampf het dr siida gseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und ja isch s parä ostt gäud,und ja i schparä o s trinkgäud
93,du heschnä gän und du gshpürter,du heschnä gärn und das gschpürter
94,du tanz isch so liecht wienä fäderä,du tanzisch so liecht winä fäderä
95,dr staudans sötti in dr flussbiegig eiche ank entstoh,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir hän vill mis vertrauliche dokumänt zue,mir hän viel mit vertrauliche dokumänt z due
97,secge gets in zwiösche öberal,zecke gits inzwüsche überall
98,aber dr vogel und au d koljote und bäre sind im rezänte lekerbisse färn blibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für ganz grossi mererszüge sind die relativ kine aguarie ganz sicherer problematisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,iantwort isch nid bekannt worde,ei antwort isch nid bekannt worde
101,noch zwei olümpische metalie und zwei wältmeistertitel het dr gündepfäig sini laufbahn beändet,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,dr vorschlag isc vo de rumänische eite unterstützt wordä,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,er datus isch es wiiter ufwärts gange,vo dört us isch es wiiter ufwärts gangä
104,in luzärn hämer am zilig morge hochäbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nur d briesterzförtere wird nüd ändere,aber nur d priester z fördere wird nüd ändere
106,vo däne händ säcgd achtzig kommunun prozänt en grosse wunst nochere partnerschaft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wo au immer de polanzgi mit sim nöiie wärk bressänt isch chunns zu kontorverse,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,drum stöhnd theme wie nochaltigkeit und sälbsttbestimmig vo de lokale afrikanische bevölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich be überzügt drfods uns de junge mänsche ihri aahliege au unterbreite wähn,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,trotzdäm het sich bim thema zuewandligt instellig gänderet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,s erste molsiitersessonn nündzähsebenachzig achteachtzig gn wieder alli vier sbiis kkristallkugele in schwiz,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartisch bis mir du sind,du wartisch bis mir do sind
113,si het em eifach türtegnolt,si het em eifach d tür zuegknallt
114,am zistig und mittwuch nur zum teilsunnig allgemein schwieh und gwitterhafft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunderti höeischricke sitze uf em feld fast usschliesslich uf enander si pare sich lege ior,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,ä bispiel dr cefre ferpotzi us züri het im oktober zweituusigundnünzäh für d jungi sfp kandidiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,veliichtin wäge däm im schribegrat im bruode hollzbibasel fascht mehr kantonsflacke z gseh als schwiizer fahne,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,noch jedem faul rüeft d mängi soft us dr schizrichter het geid sit zum reagiere,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,si sölle unter wasser mangel gletter ha wum bättesiit zr muetter gottes,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die erste elektrische glettisehämmr kheistermer start gha,die erste elektrische glättiise händ no kei termostat kah
121,wo si si er nöuit iihohle ramme si iar gtohlls fahrzüg mehchfach mi wollur wuchht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä curgele isch nurchnäbe ihm in de pfoste vome fvohbahdach gschlage die anderi het in wiiter fehlt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mit enander gredet hämer,mitänander gredet hänmr
124,wens aber sptüwmt uünd schtneit isch d fwüllig nüme wit,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewusste rächtsbruch vo däre art tolerich nit,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,ä um arsiefest,är umarmt si fest
127,irea madru verstoht sis handwärk,ihre maa do verstoht sis handwärk
128,das wa ich mier het leishte will ich i momänt hart berschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,sie isch an ds bt vur grossmotter ganga und het gseit grossmuater was hesch duu för grossi ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,alei mit dr eigena forschig und r entwigligschaffend farmamultis das nit,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,dr sunnawind d stetigi strom vu gladena teili wo d sunna ins ahlent loht wird in söttigna fels o sunnasturm,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,dia ernähen sich vorerst vu hoygümper und glina eidexsa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,binera wariation vmefiider fählt dia schwarz sprenklig und fläckig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,sgefieder  algemaein stumpf schwarz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr uisscoms sind der warta höhr als bi dä andera aabütter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,z gspröch het dr mich ielssahli gfüaht,ds gspröch het dr michael sahli gfüahrt
137,wia langi distuck acht han het dr jäger tenkt und sini bücx agleit,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschi schucht am glichnaiga fluss koschi isch bei drugend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,als restlichtverstärker hend sich wissi bettüöecch bewährt wo in fallrichtig vu da al usgleit werden,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,und fert gits iin island gnuag rund dopiat so viel wia hünd und katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,nisaffeckt zuda bennelugsstata  in theater uder kis gregend plaz awiisertringgelt,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma könnt aneh dass dstruktur vu notersam grettet und in ierer gsamtheit bewahrt sig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,d schwengerhosa as starkstu wigs,d schwingerhosa as starks stuck schwiz
144,sit däg stönd banser an der nasch nul mol dr prachtmeiler vu woschinkn parat,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,warm hend sie eigentlich dütschland im aug,warum hend sie eigentlich dütschland im aug
146,das ghöri zune gab würdia klima politik,das ghöri zu nara glaubwürdiga klimapolitik
147,miar sind zohkunft und wendmitbestimma seit dr simonkustinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,dr marsiell dobler vu dr ftp ligt aber überraschend dütlich hinter am ronnaldriino brüchel vu dr svup zrucg,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,d khadetta spüler het aber numa gmeint miar müend s lowenia sowiso schloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,scho afangs sason segtss zil für arzional gsii dr meistertiittel noch zweituusigundzwölfwieder zgwuünna,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au i viar wiitera fell sind d labor untersuachig a no uussteen,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wen d maschina vorsichtig het dr jensen hin zuagfüagt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am sunntig und am mentig sunnigi abschnitt d äba au gwölgt,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d gelder sind prezise wie moderni produktfotografia mit alta rekusita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d müahah hegedsich aber uuszahlt hüt sind sini schohh sicher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,gegenüber dkassasturz üsseret sie sich uf grund vum laufenda verfahra nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,mit dr ahvu stüürvorlaag hend dr bundesrot ud s paiament über d parteigrenza ussa könna öüberzüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,di offana sandala vur lita saison wirdi no mol so richtig uusträga,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr ältischti sohn leon flörtet heftig mit ira und sie erligt bald im scharl,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no niea hani so mini glust uf di lüt gha,no nia han i so wenig lust uf di wia hüt kah
161,ei oder zwei moohl hani gertner gseh wo im rega gschafft hend wobi ihri mämaschina gspuckt und gorbst hend,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i han mer zauto aagluagt,i han mer ds auto aagluagt
163,es isch gsi als het dimas denk mol vum socgel gschtopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,wenn du pressiarsch erreich da vor sunna ufgang dstrosss,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i han di er dia da teia mossotiart,i han diar dia dateia mol sortiart
166,sie spüt was du spürsh,sie spürt was du spürsch
167,stufe esch en absolute zaale gechronnologisch vuo öp milione bes öppe millione johr,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,aber ar hed aned eersproch,aber är hed au ned wedersproche
169,s bekannt isc debii spiel esch s sozial kreditsistem wo en chiart brobt wird,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,s schlächt i esc dass entem schnell chade nemmt ond eso sini aktivität verlüert,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,ti alli rechtige esch dankerode vo ise ond wälderum gäh,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,die chemi esch truktor ändlet scharch dere vo fluegsettin,di chemischi struktur ähnled starch dere vo fluoxetin
173,druondart esch mundans einzige profile tapperenne en dchland,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esch eine fode metpegräder vom jonge dütshschwiizer spelfel,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,i de vereinige staate werd traditionöl ah wienachte oder neujor tronke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,wie h h hed oderdesse eri dommheit igseh,d liane hed onderdesse ehri dommheit igseh
177,en zöe h heists früeligs fäschtsächsi lüte,en zöri heisst s früehligsfäst sächsilüüte
178,getter pflanzter sälber ah sine hof esch zemmech gross nach bulgarische mastäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,debiediversität ide schwiiz gohts ned guet vell zeer ond pflanzerarte send gfördet,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,so loegt mer au of de rechtigi meiziitponkt ond meint nor drene wenn d biinti ned pflüged,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,för e longedenke lid sie bispelswis zwösch okome eis ond nol kome achtmilisi ver,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de nebtun esch däplanet wo am e wäg esch vode sonne,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es mönd alli teilezil konnjtiv erföllt sii om s hauptspiel zerfölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,wenn genau d fhahne sehr schmolkend worde esch woht sech nödme feststelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,sie speicheret vell wissi bluegkchörperli ond bluee wärtli wo sich an uusschötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nach sinere promotion hed er wald ahgfange sech em auten sport zue z wäde,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,es esch allerdengs nor es zwösche höch,es esch allerdengs nor es zwöschehöch
188,i grosse tal vo mettel ond südauropa dorl om sonnags ond trochnigs wärtter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esch ramadan ond sie wet inne öppwis biete,es esch ramadan ond sie wett ehne öppis biete
190,das bedütet glichziitig au nei zom wäg vode schwiiz of urnersee,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wisst uf de früeh barocksche meistere caravaggio wo sogar en öurter gsi seg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,fel vo sine kolege segeda s gstorbe seit de tr,vell vo sine kollege seged a aids gstorbe seit de tree
193,di beid blackbloxe send borge ond selled em iran ondersuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,d amarikaner hend s nachem storzum diktator sadam husshein ned gschafft för rloch ond stabilität sorge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sni woo fode aggression e aiti esch relativ höch,s niveau vode aggression en haiti esch relativ höch
196,de nahost exsbearter klärt was bes zom ändie vom dono tramps siner asziit noch appliere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marsell dobler ode fdplid aber öberraschend dütleche henderem rolandrii no böchel vo d svup,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om d johr tuusigändi hetsd nouborde sine höeponkt grecht mettlerwile nähmed zahle aber scho weder ab,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,du machsch es paa n parad,du machsch es bad för ehn parat
200,du rürsch enes mktli,du rüehrsch wienes meitli
201,mängische esch tchatz omewenner uffacht wängsch schloft si mnges spotz sie sech mängish spilt sie sogarr jag d staupfuseli oder rotz met de tote flügen uvem fänster sems,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,förde emol di ubs ceftpeter kurer chönnd sosini kariere zänggo,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,odme sell ändlech met d subventionierig vo hossile brönnstoff uöre,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,er glaubt dass be de verwandig halg emmer alli rotebruet körperli verdröckt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,bibt das so chönd di globali erfärmig omd drü komma vüf grad oder me zuenäh warnted unb,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,nach langem hin ond här henmer üss gsrede sech ängdgöltig vom verein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de elgrecko het vell rerigiösi belder ond portres us gmolt,de el greco hed vell religiösi belder ond portraits usgmolt
208,en familiehdrama werden störi trieber botretiert wo bescholdige dwerd bestächigsgälder ahgnolz hä,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,spwrächer betoned dasses ned drom ging scholdigi z nehme sonder d ufklärig vor atztribe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ech mache die gäht sälber ond vertrauf fe si,ech mache die grät sälber ond verchaufe sie
211,sie schnortd emmer wenme sie streichlet hed,sie schnurrt emmer wemmer si gstreichlet hed
212,eh loge s auto ah,ech lueges em auto ah
