,pred_str,text
22,len inaglage zom mestemoessoresch loht sech nöme lofesctstelle,wenn genau dflagge zom erschte mol gheisse worde esch loht sech nöme loh feschtstelle
23,au emöno ufngle chetignos bseit erändlche mot einig,au emene ufdrengleche zitgnoss seit er ändlech emol dmeinig
24,dotrfabe heter secht zom kföniosserüefe,dodrufabe heter sech zom könig lo usrüefe
25,enner abfochore zitscheledi betrofene stele a wärde heiz rot ond möche blotere,innerhalb fo chorzer zit schwälle die betroffene stelle ah wätrde heiss rot ond möche blottere
26,mer händ jetz echäftige norwestström wod störigi esbesesmettelmeruminebrent,mer händ jetzt e chräftigi nordweschtströmig wo dstörige jetzt bes e mettelmeerruum inebrenge
27,deurna ond autforalperegioneblibesonnig,de jura ond au dvoralperegione bliebe sonnig
28,ielechfsuöberhontet istusig geisct de barocsal vo de steftzbibliotek,jährlechbsueche öber hondertdrigtuusig gäscht de barocksaal fode stiftsbibliothek
29,oiguure aber aukalsa stane tatare oderkeise,uigure aber au kasachstane tatare ond kirgise
30,ich beföene lage ond dranglasiert worde globt ond beliant,ich be fo ehne gschlage ond dranglasiert worde globt ond belohnt
31,de technocark esch es paradis verstrdabonternäma ond jongi töftler wo ere entwecklig zom dochbochverhälvewänd,de technopark esch es paradis för startuponternähme ond jongi töftler wo erere entwecklig zom dorchbroch verhälfe wänd
32,es se eförsie abere grossi schanse felli vo inne anzkolege räfe wen au i chorze ziit,es seigi för sie aber e grossi chance velli fo erne amtskollege zträffe  wenn au e chorzer zit
33,sond en losträte fogenleche wo ets grossipae es schwetze brenge,sondern losträtte fo jugendleche wo jetzt grossi parteie es schwetze brenge
34,esserfteitet smatinaltin hu nöcht dortdwm ond seit xsplosivbelder vode schwiz elictatletine ond echtatlete,srf begleitet snationalteam hutnöch dor dwm ond zeigt exklusiv belder fode schwizer liechtatlethinne und liechtathlete
35,end es war et nemer ofdeech,ond es wartet niemert of dech
36,ich amini härzzätikeine estelewentubrüersch as wärdi särzbroche,ich chan mini härztätigkeit ned ihstelle wenn du brüellsch als wär dis härz broche
37,erise emmer allesäg,er esst mer emmer alles weg
38,es send dbärne chraftwächsälbe gsie wo daschaftbeschlosse hend,es send dbärner chraftwärch sälber gsi wo dabschaffig beschlosse händ
39,osserdem heter sie agsto ond het deprozaz onsachlefert,osserdem häter sie ahgschroue ond het de prozäss onsachlech gfüehrt
40,edem familiedrama werden stüritriperpoteretie wo bestoldigwerd bestächigs older agnatau,idem familiedrama werd en stüritrieber portraitiert wo bescholdigt werd bestechigsgälder ahgno zha
41,die maessene ondtialök siend i provisiert forde,die meiste szene ond dialög send improvisiert worde
42,i be da stöckret nach minelunamiowisiere,ich be das stöck grad nach minere lune am improvisiere
43,erstfcrszeetmrsllulrrtlrälr,er het nie glert rede het nie glachet ond het absoluti sexuelli ond finanzielle glichgöltigkeit zeigt
44,er esch neme wellfarwerl sis schföe weto het,er esch nöme velo gfahre well sis födli weh do het
45,sem hetsdenase grebe,sam het sech dnase grebe
46,kenao haniglegtvoni dersctigse han,genau eso hani gluegt woni de ersti gseh han
47,erhet dhantusgseckt ond em schin vode lanpahenigsehdas szweif fo sinesmöchelufgschöffzsengi ond plotet hand,er het dhand usgstreckt ond em schien fode lampe hani gseh dass zwei fo sine chnöchel ufgschörft send gsi ond blüetet händ
48,usglehnt hani sgstole,usglehnt hanis ned gstohle
49,wens aberstört oschneit esch de fröelignömme wit,wens aber störmt ond schneit esch de früehlig nöme wit
50,si tans met etudörzalt,sie tanzt met jedem wo deför zahlt
51,me wärde warselech ali om behoffese,mer wärde wahrschindlech alli onbeholfe si
52,unbblibis er haute und swarbismittinami,d sunnä blibt üs erhautä und zwar bis mitti nami
53,oder hutz kontakt mit dena öl isch gsondhedlech und bedänklech,o dr hutkontakt mit denä öl isch gsundheitlech unbedänklech
54,dert wädä bsunders tachbauk und de schtandteile für bärg höttä produziert,dert wärdä bsunders dachbaukä und beschtandteilä für bärghüttä produziert
55,är isch eine voa mitbegründer vom jungä dütschwiter schpiufium,är sich einä vodä mitbegründer vom jungä dütschschwizer schpiufium
56,aus frou hetisech dnüglechkeit o habiitationmüse eräpfe,aus frou hetsi sech d müglechkeit vorä habilitation müesse erkämpfä
57,d barbeuz isch fürnereie votierartäs seegrüntlech ungersuecht wordä,d paarbiudig isch fürne reihe vo tierartä sehr gründlech ungersuecht wordä
58,nau scher ididamelik volktzen in däkriertwordä und isch zumene bekante fingerpickinkitarischt wordä,schnäu ischer idi damaligi folkszenä integriert wordä und isch zumene bekanntä fingerpickinggitarrischt wordä
59,lutem wirtschaftsediker tomas beschabrnner wärdä ungernäme zuenäm s zupolitischaktörä,lutem wirtschaftsethiker thomas beschorner wärdä ungernähmä zuenähmend zu politischä akteurä
60,är isch gwäut wordä trotzde deizit wo ihm si aakaschtet wordä,är isch gwäut wordä trotz dä defizit wo ihm si aaglaschtet wordä
61,d gros mue ondserotchäp die sch nappin erbeidi,d grossmueter und s rotchäppli die schnappimer beidi
62,das i di besech agsee,dassi di besser cha gseh
63,landwirtschafts fläche ägäs landschaftsbiut vom schwizermittuland,landwirtschaftsflächä prägä s landschaftsbiud vom schwizer mittuland
64,breit blättrigs chnabechuut dia orchia ischer schwiz gschöttzt,breitblättrigs chnabächrut  die orchideä isch ir schwiz gschützt
65,wo obspöm stöh cho iregumässig gartävöku wi dr garterort scwanz oder d schpächt beobachtä zwärdä,wo obschtböim schtö chöi regumässig gartävögu wi dr gartärotschwanz oder dr schpächt beobachtet wärdä
66,e knau gaube schmätereng flattere übertwisä,ä knaugäubä schmätterling flatteret überd wisä
67,die trisg kuadratmeter grossi landwirtschaf chöimer nechnaturscho zlerbuech plegä,die drissg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech pflegä
68,es si mitträsse vorwüsseschaft we metode vor komplementärmetizin wüsseschaftlech erforscht würdä,es sig im inträssä vor wüssäschaft we methodä vor komplementärmedizin wüssäschaftlech erforscht würdä
69,abnüz hätdrüesächtzg isch d verwändig veradiä ond verbotä wordä,ab nünzähdrüäsächzg isch d verwändig vo radium verbottä wordä
70,in lasainscheles gsächa jogendlechienturcschnet vier aukohouwärbig am tag,in los angeles gsächä jugendlechi im durchschnitt vier aukohouwärbigä am tag
71,d lindä isch bis i mreri meter höchi mit chnouä bülä und wucherigä überseit,d lindä isch bis i mehreri meter hööchi mit chnouä bülä und wucherigä ubersäit
72,dr aberspielr baie isch blitsschnau füregschossä und het perchofstbaufou ändet,dr abwehrschpiler beier isch blitzschnäu fürägschossä und het per chopfbau vouändet
73,ä sctörmischä herbhbring tlg witter und chauti lofft,ä schtürmische herbscht bringt viu gwitter und chauti luft
74,die dänischi rägierig wo dmitti no fämberber ireis vo schweedä nach dänemarkfö gränkontroue ifüerä,die dänischi regierig wott mitti novämber bir iireis vo schwede nach dänemark wider gränzkontrouä iifüehrä
75,sosiga bin china miterasiaischä infrastruktur inwestmentbänk ägägenentwurch zum ihvf ent sctandä,so sig öppä in chinä mit dr asiatischä infraschtruktur investmentbank ä gägäentwurf zum iwf entschtandä
76,handelet sechs drbi um me aus nomanachheilvangerricht,handlet sechs drbi um me aus numä nachhiufeungerricht
77,s nouborähöpunkt undiartuusig wändi reikt mittlerwillenäbedzala vos noubortfahrre tendenzeel ab,s snowboardä het si höhepunkt umd jahrtuusigwändi erreicht mittlerwilä nämä d zahlä vo snowboardfahrer tendenziell ab
78,und wistobt ideranalgaou,und wi schtopptmä dr ronaldo
79,am suntig und amäntig zitwiis sunnig,am sunntig und am mäntig zitwiis sunnig
80,se scheftbesechte där aus got befründ,si chef bezeichnet är aus guetä fründ
81,umä söt ändlech mitdersubentionierig vo assilä bröndsctoffä ufhör,und mä sött ändlech mit dr subventionierig vo fossilä brönnschtoffä ufhörä
82,es esch aber chuumz erwartä dass d nas hä di rundfüfezwänzg milliard ustoller zuesätzlech bechunt wo si für das bro jektkalkulegt het,es isch aber chuum d erwartä dass d nasa die rund füfäzwänzg milliardä usdollar zuesätzlech bechunnt wosi für das projekt kalkuliert het
83,im betrieb machter dr parnab ufem betriebs eigenä weze,im betriib machter dr powernap ufm betriibseigene wc
84,no betreit hiet iticki sächsunder bissibahountertmeter,no betreit hie d iisdicki sächshundert bis sibähundert meter
85,s ärners sotziauamt isch am mäntig vormittag förne stellignam nid ereichbarsi,s bärner soziauamt isch am mäntigvormittag fürnä schtellignahm nid erreichbar gsi
86,kopola het se angeri onabhängigisctudios aaglegt,coppola hetsech no angeri unabhängigi schtudios aagluegt
87,dne het isech ernei exischtänzmüsse ufbue,dänä hetsisech ä nöii exischtänz müesse ufbouä
88,hetsech för ievoreligibemerki gschämt,si hetsech für iri voreiligi bemerkig gschämt
89,bring hägseivach um und bresierder mit he sseit,bring die häx eifach um und pressier drmit hetsi gseit
90,zi etzsäch niederfa erhat,si hetsech nie drvo erhout
91,vüelech g wini im närchschtä kampf hedagseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und ja isch barostringgäut,und ja i schparä o s trinkgäud
93,du heschne gä undtas gscpörter,du heschnä gärn und das gschpürter
94,du gans esch sollitwinä fäderä,du tanzisch so liecht winä fäderä
95,dr stadan sitti r fusbiegieichergeläng ensto,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir hän villmit seraulichedaumändt strue,mir hän viel mit vertrauliche dokumänt z due
97,zeegetsin ösche übal,zecke gits inzwüsche überall
98,aer drfogel und aud coiote und bäre sind im rezänte ccrbissefärn blibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für gano sim eretüger sind di relatif kine akuarie ganzsiche problematisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,ei antwort isch nid bekant wader,ei antwort isch nid bekannt worde
101,noch zwi ollupischemetalie und zwei weltmisterzitel hedt dr gündepfenigsi laufband beändet,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,dr vorstag isc vo dr romänische elite understützt warde,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,vo de örtus isches witer ufwärz gange,vo dört us isch es wiiter ufwärts gangä
104,in luzärn ha m rm sistig moe hochnäbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nur d fwiestut swörtere wird nüt ändere,aber nur d priester z fördere wird nüd ändere
106,vordäne händ säcgse achti communün prozänt eross undstnochera partnerschafft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wo au immer depolanzki mit  neus te wär pressänt isch chun zu konzorwerse,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,drum stöntheme wi nochaltikeit und seilbesbestimig vo de lokale arffrikanische bevölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich  überzzüktevor dass us de junge mensche ihri ahlieg au un derbreite wern,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,drotztäm het sich bim tema zwuanderikt istelli anderet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,s erste molsiter sesor nün zessebeneachtzig achachzig gönn wiedr alli viersbitk bestalkoogele ind schwii,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartisc bisme dossind,du wartisch bis mir do sind
113,si het em älfacht dür züegalt,si het em eifach d tür zuegknallt
114,am zistg un mitwuch no zum teilsunnig gemein schwiel und gwitterhaft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunderdi höischrekkessittze uf em flt fast ussislich uffenander si pare sich lege ie,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,bispil der schffri frpozi uszüri het imoktobuzweidusigunnünze für de jungi essfaup händigiart,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,vellicht sind wägedäm im schrebergarte im bre dr holz bebasel fast merkantonsflacke zsgseh as chwi zerfane,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,bietd enm faulrüieftd mängi soford us dr schitzrichtr het geit sit zum rergiere,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,si sölle unterwassermangel glete ha drum bät de sitz fudrmueter gotus,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die erelektricheg letise hänner kei thermer stat gha,die erste elektrische glättiise händ no kei termostat kah
121,wo si si ernuet ihhole ramzi agstols farzüg mrfacht mit vollerwucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä kugele isch nuchnäbe ihm in de pfoste voevorbaudach gschlage die adri het en wit verfelt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mitenandergidet hamor,mitänander gredet hänmr
124,wens aber stümt schneit isch dr frelig nöne wit,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,a bewus derächtsbuch vo särä art thollörierich nit,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,är um arm zifet,är umarmt si fest
127,ihramatovesotsis handwäg,ihre maa do verstoht sis handwärk
128,daskalichmür he leiste eich im ommänt hart treschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,sie e sch hand s bet vur grosoter känga und het gseit grossmuetr was hest ufür grossi ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,a lin het dr eigna forschig und entwicgligschaff en farmamultis das nit,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,sunna wind dr stetigi strom pvo gladnateili wozna ins alenttlot wird insitignafelm sunnesturm,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,diehrn herend sech vorest vo choigümper und klina eidexa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,binerabadiationvfumgeviederfältie schwartzsprenklig undläckig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,sgefieder i algeme stumpf schwarz gsie,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr swiskom sint derwartiga höhr als bi da andera abüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,zs gspröch het dr mid hel saigfrt,ds gspröch het dr michael sahli gfüahrt
137,wia langidi stuck suacht han het driegerdengt und sii böcsa aagleit,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschi schlucht am glichnamia fluskoschi ischbe druggend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,als reästlichtverstärker hend sich wissi bettüacher wewärtwo infalrichtig uda aaal uusgleit werden,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,unddfert gitsihn iisland gnuag rund opplet soviel wia hünund katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,neissaffeckt labeneugsstata in dater udr kinossklegend platz awis ertrinkgald,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma könt aane das strktur vo noterdaa grettet und d innierer gsamntheit bewarzig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,d schwingerhöza as starkstuck schwizz,d schwingerhosa as starks stuck schwiz
144,sit tgstönt d banander neschnelmol dr nrachtmella vofoschingte narat,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,war um henssi eiendlich dütstandim aug,warum hend sie eigentlich dütschland im aug
146,das ghör i zsoneraglaub wöria kliaporitig,das ghöri zu nara glaubwürdiga klimapolitik
147,miarsi zuakonuft und wend mit bestimma seiterseon gföstinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,d arssel doblur vo dr ftpit aberüberascht end dütlich int teram ronal drinobüchel vu dr spaptzrug,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,dr kadeta spiler het abeumagmenz wiarmün zlowenia soisoschloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,scho afangssansegt z zi vr arzenalgsider meister titel nochzweitusigunzwölfiderzgwöa,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au bevrbewitrafel sind dlaboruntersachigana uusstehen,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wen d maschinavorsechtighet deri anzen hn zogföckt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am suntig ud amentig sunnigi abschnittt dr neba aubewölgt,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d bilde sind prezisse wi emoderni prduktvotografia mi erikusita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d möa hegend sech abeuszalt hüütz sind sini schoficher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,keganüber kanta sturtz üseet si sich uf grund vum laufenda verfara nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,mit dr ahafau stüürvorlage hend dbundasroht unds arlament über d parteigrenza usa könna überzüüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,dia offanasaala vor letsctaseo werdinomol sorichtig ustrega,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr ltischti son lehon förterthäftigmitiera und sie aigd balt sinm starm,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no nie hanisamiderlustuftiwia hüt ga,no nia han i so wenig lust uf di wia hüt kah
161,ei udr zweimol hani gärtenedgseh wo im regagschaft hend wobiri meschina gspuckt um gorpst hen,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i hanmer zauto aagiuag,i han mer ds auto aagluagt
163,e isch gsie als hetimas denkmol vums sockkl gsopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,wen upressiarsc ereichs no vorsunna ufgang dstas,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i hangerdia datijamosertirt,i han diar dia dateia mol sortiart
166,sie spüd was dufbusch,sie spürt was du spürsch
167,stuf esch en absorute zalegeochroorogesch vo epemilion bes ebmilioneor,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,aberär hed aned nedersproche,aber är hed au ned wedersproche
169,s bekant eschdebiell esch satzialkedizistem wo inchi inartbrobt werd,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,schläe drauist dass enzüm schnell schadenemt ond esosini acktivitäb verlüert,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,di ali rechtie esch dankerode vo bise e wälderum gäh,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,die chemisch istrugur ändlet chacht ere vofogsettin,di chemischi struktur ähnled starch dere vo fluoxetin
173,d rundfart esch mendans einzige profie etabberenne entütand,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esch eine vodemtpegrönder vom jonged tütscwüiersprefelln,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,i deverät de state wed swaderü zönl a wienachte oder nai vortronke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,lie aned onderdesse eri tomhet iegseh,d liane hed onderdesse ehri dommheit igseh
177,söri heiss rüehligs fäst zächsilite,en zöri heisst s früehligsfäst sächsilüüte
178,fu etr pflanter saubera si ust zemlech gross nach belgarisch emarstaäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de biodi wersität ide schwiz gonet guet fel dierum flanze arte send gfördet,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,solog mer auf dtetigi meiziponkt onm meit nordenne wen bintli ne pflüted,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,för es longerenke litsi bispelsrist wörscheno kom eis ond no kom aisiwer,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de nptunestäplaned vo am witischde wäkesch vode sonne,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es mend alli teiltziel konükti verfözi om shaupt zildbefölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,wenigen autao sersch mol kest worteeschlotsech nömme fest stelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,si schäeicher et vel wissi bluekhörppeli ond plue bätli sichanusthötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nachsie e bromotion hed er baldagfange sech e auterensport zuewände,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,esch alerdinge nores zwöschehöch,es esch allerdengs nor es zwöschehöch
188,e grosshet tau vometelond züdaropatem sonnigs ond trochenig ätter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esch ramadan a si wet ine öpbasbiete,es esch ramadan ond sie wett ehne öppis biete
190,das berlüde glücht zitig auneitzom wäg vo de schwiz om de urnerseh,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wiss uf de freebarocke meistere garda waco wos sogal en mörteiseg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,vell vosekolliege sege da asgstorbeseitded tre,vell vo sine kollege seged a aids gstorbe seit de tree
193,die beide blacbocse send borge ondseled emiralwondezuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,damee kamer hends nachem stortzem diktator sadem hussen gschaft  för rue ond staberitesworge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sni mo vode agresiorn en heiti esch elatehöch,s niveau vode aggression en haiti esch relativ höch
196,de naostexsperderklärt was bes zom ändi vom dolentramsiner ab nochabpassiere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marsel dobler vode ftplidaberrastnd dütlech hend erm roandri nobechel odsfup,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om jor tusigwändi hedses neborde sinehöpfunktvereicht meterwehr enäme zahlaba weder abb,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,dus paz ver enparad,du machsch es bad för ehn parat
200,duresch wenes weitli,du rüehrsch wienes meitli
201,mängeesch d chas ome wener uffacht mäng s schlof zi mängspotzi sech mängi spel zi sogar jagt e staubpfuseli oder rotzz metde tote flügenufvm fänster sems,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,förde hmorigi ubsschft btdr kurer chönd zosinikari sänggo,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,omme sel ändlech meteuent sönierig vo hosshilobrönstof ufre,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,ärglaubt das bede verwandig vohalg emmer alli rotet okörperli vertröckt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,blibt das so chönd dgobalie erfermig ond drükomor fet grad adermezu enä wartt unep,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,na chlange nd här hemrüs enttchedet dech ängöltig vom verein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,d elgreko het vellegösi beldert ond borter esusgmalt,de el greco hed vell religiösi belder ond portraits usgmolt
208,em familie drama werde stürizöberportretiert woo besholdig edwerd bestächigsgälder agnaa,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,sprächer betonet das es ned dromgjijeng schroldigitzs nenne see d ufkcärig voraz tribe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ich mache di gräsale nd pvrufesi,ech mache die grät sälber ond verchaufe sie
211,sie schnortem weemesegstreichlet hed,sie schnurrt emmer wemmer si gstreichlet hed
212,ech loge s enm atoa,ech lueges em auto ah
213,s brelwenech enegradskizierta esch häslech alse ehret,es länged wenn dus grob skizziersch
214,är hets besets immer befört,är hets bes jetzt emmer gspört
215,onderss heder sech em abbflausbat,onderdesse heder sech em applaus badet
216,iss biispil amason isch as glauabüterdezue überegange selber komputertschibzentwerfe unds produzierre sit de buchman,eis biispil amazon isch als cloudabüter dezue überegange selber computerchips zentwerfe und zproduziere seit de buchmann
217,einzelni bruke werded au wesnlich wiiter tranzperziert,einzelni brocke werded au wesentlich wiiter transportiert
218,grund gedanke vo de weglig isch dass dt dwaffeglichheit zwüschetde pateie ehargwart bliiebt,grundgedanke vo dere reglig isch dass demit dwaffeglichheit zwüsched de parteie eher gwahrt bliibt
219,si sind mit dichtvuchnüpft de franze als audicke kuast voziert,sie sind mit dicht vochnüpfte franse als au dicke quaschte voziert
220,frosschlürch werdetie au allskaulkuappe bezeichne,bi de froschlürch werded die au als kaulquappe bezeichnet
