,pred_str,text
116,bi spil der scheffri ferpoi uszüri het imorgtobuzweitusigund nüze für de jungi swaupetanditiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,vellicht zin wäge däm im schrebergarte im bruode holz bebasel fast me kantonsflacke zgseh als chwizer fahne,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,r jed n faul rüieft d mängi soford us der schizrichter het gheit zit zum rargiere,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,si sölle undder wasser mangel glitte har drumd bät de sit zuder mueter gortuss,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die erelekterischigletise händer gheit hermer stat ghah,die erste elektrische glättiise händ no kei termostat kah
121,wo si si er noed ihholle ramei a gstohles fahrzüg mehrfacht mit volleur wucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä kugele isch nuchnäbe imm in de pfoste vo be vorbäldach gschlage die adri het en wit verfelt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mit de nantr gded hmo,mitänander gredet hänmr
124,wens aber stürmt schneit isch dr früelig mene wit,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewus de rächtzoch o särä aart tfollurierich nit,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,är um arm sifät,är umarmt si fest
127,i ramado fud ot sis handreg,ihre maa do verstoht sis handwärk
128,das chalch mür het leischte  ich im am mänt hard derschafffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,si isch ands bet vur grosoter ginga und hed gseit grossmoter was hest ufer grossi ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,a lei met dr eigna forschig und entwikligschaffend arma multüs das nit,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,suna wind dr stetigi strum po glaena teili wo zuna ins allen tlot wir in sötignafält m suna stur,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,diar erend sech vora isch d vo houi gümper und glina eidexsa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,bienera baiationvumgefie der feltie schwarzsprenkglig und lekig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,s gefieder  algemae stumpf schwarz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr swiscomp sind terwartiga höhr als bi da andera aabüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,s gspröch het dr mi heil sai gfüehrt,ds gspröch het dr michael sahli gfüahrt
137,wia langi distucgssuacht han het dr egerdenkt und sii bücxsa agleite,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschisch lucht am glichnamie flus koschi i s bi drugend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,al s rehstlicht verstärker hend sich wiissi bdüache bewerdwo in valrichtig uda al usgleit werde,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,und d fehrt gitsihn iisland gnuag drund opplet zu viel wia hünz und katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,neissaffrecktala benelugsstata in dater uder kinosglegemd platz awiisertringgeld,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma könt aane dass strktur vo noterdan grettet und dinnier gsamt heit bewarzig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,d schwingerhusa as stargstuck schwiz,d schwingerhosa as starks stuck schwiz
144,si täg stönd bantander neschnel mol dr practmila vo aschingtin parat,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,war um hend si eiedlich dütstandim aug,warum hend sie eigentlich dütschland im aug
146,das ghöri zuner aglaub wüga climpolitig,das ghöri zu nara glaubwürdiga klimapolitik
147,miar set zuakonuft undwend mit bestimma seiter simon ghöstinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,d arssiel dobler vu der fdpwi daber überrast end dütlich interam ronnal drino büchel vu der svopazrugg,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,dr kadeta spieler het abe oma gen z wjaer münd zlowenia sowi sot schloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,scho afang säsonsigt zzi ver arzinal gsi der meistertitel noch zweitusigundswölfiderzgwe,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au bevoe wiitera vell sind dlabor untersachi gano usstehen,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wen d maschina vorsichtig het der jensend hinzohgfekt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am suntig onda mentig sunnigi abschnitt dr neba aube wölg,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d bilder sind prezisewi moderni produktvotografiami aerikusita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d müa hegend sich aber uszalt hüüt sind sini schoficher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,gega nüber kaa sturtz üstöt si sich uf grund vum laufenda verfahra nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,mit der ahafau stüürvorlag hend d undesrot und s parlament überd darteigrenza ussa könna überzüüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,dia offenasaala vur letsta sion werdi nomol sorichtig usd rega,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr eltischti son lehond flöhrtet häftig mitiera und si e egt balt sinem sarm,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,nonie han i onihe glusctufti wia h t gar,no nia han i so wenig lust uf di wia hüt kah
161,ei odr zweimol hani gärtenenr gse wou im m räga gschaft hend wobiri mäaschina gspuckt und gorbst hend,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i hanmer zauto aagluahg,i han mer ds auto aagluagt
163,eshisch gsi als het i mas denkmol vum socki gopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,we o pressiersch ereicht no vor sunna ufgang gstaus,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i hand werdia da teia m osertiert,i han diar dia dateia mol sortiart
166,siis sbüt was dus bus,sie spürt was du spürsch
167,stuf esh in absorute zale geu chonorogisch vo eppe milione bis bemilione or,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,aber är hed äned weder sproche,aber är hed au ned wedersproche
169,s bekat isch de biel isch sozialkedizistem wo in chinarbrobt wierd,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,schläce dreuisch dass enzümschnel schadernemt ond eswuzini aktivi tä verlürt,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,i alli rehtice esch danckerode vo wise t wälde rom gäh,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,die chemisch üstrugur änd ert schakht dere vo foogsetiin,di chemischi struktur ähnled starch dere vo fluoxetin
173,d rondwart esch moondans einzige brofiet aberenne en tütand,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esch ein vode mepe grönder vom jonge tüt schwier speveln,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,i de feräingte state werd swalizoel awienachte oder nolor tronke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,di a ned onderdesse eri dommheit iigseh,d liane hed onderdesse ehri dommheit igseh
177,söri heist rüeli gs fäst zächsilite,en zöri heisst s früehligsfäst sächsilüüte
178,gueterpflanzzer saubera si s zemlech gros nach bulgarisch e marstäub,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de büöhdi wersität ide schwiiz gosned guet vel tdierum flanzeate sind gfördet,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,so log mer auf deetgimeizi ponkt ond meit nor denne wend bienglined pflüted,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,ur es longmeränke li i bispel sis dwörscher n kome is ond nocome al wi siwer,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de neptuni stäplaned oa wit isc de wäg esch vode sonde,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es mend alli teilziel connücktiverfözi onm shauptziel verfölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,wen gern autfao se hr sch mol gest worte ni schlotsiech nöm me feststelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,si sh beicher et viel wissi blueghörpeli ond blue ätli s sich han uschötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nachsie promation hed er baldagfange sech em auter enstpor zue wände,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,isch allerig nores zwüsche hch,es esch allerdengs nor es zwöschehöch
188,e grosse täl vomet lond züdaropadtom sonnigs ond trochnigswäter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esch ramadan ond si wet inne öbasbiete,es esch ramadan ond sie wett ehne öppis biete
190,das beldüder glicht zitig au neit zom wä vo de schwiz omde urnnerseh,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wiess uf de früebarocki meisteret garawaggio wo segar en mörtesiseg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,vhel vo si kolliegsege de azgstorbeseited tree,vell vo sine kollege seged a aids gstorbe seit de tree
193,di bide blackboks esend borge ond seled emirallondezuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,damere kaner hend s nachemstortzom diktator sadam hussen gschaft  för rue ond shabelitäsworge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sni mofvode ageresion en heiti isch elateghöüch,s niveau vode aggression en haiti esch relativ höch
196,de na ostexperde klät was bes zom ändiv om gane klamt siner ade noch apassiere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marsal dobler vode ft plid abeberrasten tütlich hend ermroan d ri nobichel vodsfp,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om tjohrtusigwänti hetss noborde sine höponktereicht meterwiere näme zahlabe weder ab,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,du s bat verenparad,du machsch es bad för ehn parat
200,dur esch wenes weitli,du rüehrsch wienes meitli
201,mängeeschd chatz omme wennerufwacht mäng s schloftzi mängi spotzsi sich mängi spilt zisogar ja d staupfuseli oder rotzs mit de dote flügen ufem wänstersems,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,vörd  molgiubies sheftbhetr hurer chönd zo sini kari zänggoh,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,onme sel ändlech mitd waen sönierig vo vo sile brönstof ufure,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,är glauft dass bede verwandig voehalg immer alli rote bu chörperli vertröckt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,blibt das so c hönd diglobali erwärmig ond d rü komma fet grad oder met zuenäh wartd unepp,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,na ch langeond här henmerüs entchede dech ängöltig vom vorein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de elgregco het vele ösi belder ond borter es usgmalt,de el greco hed vell religiösi belder ond portraits usgmolt
208,em vamilie dramo werden stürid ude bortretiert bo bescholdigedwrt bestächigsgälder algnaza,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,esh perächer betoned dass es ned dromgieing scholdigitznenne soend ufchärig voraztribe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ich moche dig grät ad ondaupfe si,ech mache die grät sälber ond verchaufe sie
211,sie sch nord demmeame si gstreichet hed,sie schnurrt emmer wemmer si gstreichlet hed
212,ech loeges em duahr,ech lueges em auto ah
213,s belvor nech ene grad skizier ta esch häslach ase ihret,es länged wenn dus grob skizziersch
214,är hets be setz immer gsfört,är hets bes jetzt emmer gspört
215,onderess heder sech em aplausaret,onderdesse heder sech em applaus badet
216,is biispil amerson isch as clauabüter dezue übere gange selber komputertschibz entwerfe undz produzierre seit de buchman,eis biispil amazon isch als cloudabüter dezue überegange selber computerchips zentwerfe und zproduziere seit de buchmann
217,einzelni broce werded au wsnetlich witer tranzpeoziert,einzelni brocke werded au wesentlich wiiter transportiert
