,pred_str,text
63,landwürtschafts flächä ägä s landschaftsbiut vom schwizer mittu land,landwirtschaftsflächä prägä s landschaftsbiud vom schwizer mittuland
64,breit blättrigs cnabe chut die orcheseä ischi schwiz gschüttzt,breitblättrigs chnabächrut  die orchideä isch ir schwiz gschützt
65,wo obsctpö im stö cha i regumässig gartävögu wider garterortschanz oder de schpächt beobachtetz wärdä,wo obschtböim schtö chöi regumässig gartävögu wi dr gartärotschwanz oder dr schpächt beobachtet wärdä
66,e knau gaube schmätterbin schlatteret überdwisä,ä knaugäubä schmätterling flatteret überd wisä
67,die drisg kuadratmetr grossi landwitchaft chöimer niechnaturschu z lehrbuechflegä,die drissg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech pflegä
68,es sim inträsse vor wüsseschaftz wemethode vor komplementärmetizin wüsseschaftlech erforscht würdä,es sig im inträssä vor wüssäschaft we methodä vor komplementärmedizin wüssäschaftlech erforscht würdä
69,ab nün zät rüesächzg isch d verwändigsradi und verbotä wordä,ab nünzähdrüäsächzg isch d verwändig vo radium verbottä wordä
70,in losainscheles gsächä jogendlechi en durchschnid viier aukoh wärbigä am tag,in los angeles gsächä jugendlechi im durchschnitt vier aukohouwärbigä am tag
71,d lindä isch bis i mereri meter höchi mit chnouä bülä und wucherigä überseit,d lindä isch bis i mehreri meter hööchi mit chnouä bülä und wucherigä ubersäit
72,dr aberspieler beae isch blitzt schnau füre gschossä und het perchotzbau vo ändet,dr abwehrschpiler beier isch blitzschnäu fürägschossä und het per chopfbau vouändet
73,sch türnischä herbc bring du gwitter und chauti luft,ä schtürmische herbscht bringt viu gwitter und chauti luft
74,die dänischi regierig wo dmitti no fämber bir iires vo schwedä nach dänemark wee grn kontrouä iifüerä,die dänischi regierig wott mitti novämber bir iireis vo schwede nach dänemark wider gränzkontrouä iifüehrä
75,so sigb in china mit dr asiatischä infrastruktur in westment bänk ä gägenentwurcht zum ihwf entstandä,so sig öppä in chinä mit dr asiatischä infraschtruktur investmentbank ä gägäentwurf zum iwf entschtandä
76,handlet sech drbii um meh aus momanachheva ungerricht,handlet sechs drbi um me aus numä nachhiufeungerricht
77,s noubordä het  höpunkt und jartusig wändi er reicht mittlerwile nämmet zahla vos noubortfahrre tendenzell ab,s snowboardä het si höhepunkt umd jahrtuusigwändi erreicht mittlerwilä nämä d zahlä vo snowboardfahrer tendenziell ab
78,und i schtopbteber rannalgo,und wi schtopptmä dr ronaldo
79,am sunntig und aäntig zitwiis sunni,am sunntig und am mäntig zitwiis sunnig
80,si scheft bezech där aus gr befründ,si chef bezeichnet är aus guetä fründ
81,ume söt ändlech mit dr subventionierig vo ssilä brönd schtoffä ufhör,und mä sött ändlech mit dr subventionierig vo fossilä brönnschtoffä ufhörä
82,es isch aber chumz erwarte dass d nas hät i rundfüvezwänzg milliarde ustoller zuesätzlech bechunt wo si für das projekt kalkulert het,es isch aber chuum d erwartä dass d nasa die rund füfäzwänzg milliardä usdollar zuesätzlech bechunnt wosi für das projekt kalkuliert het
83,im betriebg machtet dr purnäb ufem betriebs eigenä wc,im betriib machter dr powernap ufm betriibseigene wc
84,no betrei hiet isticki sächshundert bissibähundertmeter,no betreit hie d iisdicki sächshundert bis sibähundert meter
85,s bärners soziauamt isch am mäntig vormittag fürne stellignam nid ereichbar si,s bärner soziauamt isch am mäntigvormittag fürnä schtellignahm nid erreichbar gsi
86,dkopla het s o angeri unnabhängigi sctudioss ahglögt,coppola hetsech no angeri unabhängigi schtudios aagluegt
87,däne het si sich ä nöii exischtänzmüsse ufbue,dänä hetsisech ä nöii exischtänz müesse ufbouä
88,i het sech für ide vor eligibemerki gschämt,si hetsech für iri voreiligi bemerkig gschämt
89,brin häkseifäch um und bresierdermit hets gseit,bring die häx eifach um und pressier drmit hetsi gseit
90,si het sech ni e der va erhat,si hetsech nie drvo erhout
91,vilech gwini im nächschte kampf hets e da gseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und a ich pa os tringgäut,und ja i schparä o s trinkgäud
93,du heschnä gär und as gschwmücter,du heschnä gärn und das gschpürter
94,du gans isch so lit wine fädere,du tanzisch so liecht winä fäderä
95,dr staudam sötti i dr frusbiegigeichergelenk entsto,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir händ villmi urauliche dumänd ztue,mir hän viel mit vertrauliche dokumänt z due
97,dzegge getsind esche übeahl,zecke gits inzwüsche überall
98,aber dr forel und au d koaote und bäre sind im rezänte egkrbisse färm blibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für gankkosimerezüger sind ie relatifvkine auguarie ganzsiche problematisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,ei antwort isch nid bekant bade,ei antwort isch nid bekannt worde
101,noch zwei ollubbische mitalie und zwei weltmeister titel het dr gündebfrenig sii laufban beämdet,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,dr vorschag isch  dr rumänische elite unterstützt warde,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,vo de örtus isch e s witer ufbärz gange,vo dört us isch es wiiter ufwärts gangä
104,in luzärn häm ond bistig mobe hochnäbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nur dz bieshter zfördere wird nüt ändere,aber nur d priester z fördere wird nüd ändere
106,vo däne händ säcke achtig komminünt prozänt e oss unschnoch ere partnerschafft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wor au immer de polanzgi mit de nöuste wärg presänt isch chunzstu kontorverse,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,drum stöndtheme wie nurchaltigkeit und eibsbesimmig vo de lokale affrekanische bevölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich d über zügtervor dass uns de junge mensche ehri ahliege au unterbreite wen,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,drotzdäm het sich bim tema zubandrigt iistellig ganderet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,s ersta mol zitursaser nünd zessebene achtzig achachzig gönd wider alli fiehrsbidg be stahlghogele int schwit,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartisch bis metosind,du wartisch bis mir do sind
113,si het ihm älfachtür züegnalt,si het em eifach d tür zuegknallt
114,am zistg und mitwuch nud zum teisunnig singemein schwüel und gwetterhabft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunder di höschreke sitze ufem fäeilt fasct usgsslich ufenander si pare sich ege eie,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,a bi spill de scheflri ferpozi us züri het imorktobut zweitusigunnze für d jung es raupendidiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,vellicht sin wäge däm im schrebergarte im bruode hols bebaselfastmer kantonsflacge sgseh als fwü zerfahne,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,r jet nm faul rüeft d mängis soford us dr schizricht het geit sit zum rergiehre,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,si sölle unter wasser mangel glitte ha drum bät de sit zu der mueter gotus,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die er elektrichig let ise händr ghei d herm statgha,die erste elektrische glättiise händ no kei termostat kah
121,wo si si erne mit ihole crammt si agstohles farzüg märfacht mt vollur wucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä gugele isch nuchnäbe ihm in de pfoste vo be vorbail dach gsclage die adri het n wit verfellt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mit denantrget t hamer,mitänander gredet hänmr
124,wens aber stürm n schneit isch dr früelig mne wit,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewus de rächt uchbe sährä arttholurrierich nit,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,a um armt gsifet,är umarmt si fest
127,ihr a m adoofes sot sis hand reg,ihre maa do verstoht sis handwärk
128,das kalch mür het leiste ich im ommänt had dwürschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,si isch an s bet furu grosoterkgenga und het geit grosmueter was hescht ufer grossi ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,a lein mit dr eigna forschig und entwikligschaff en arma mulpist as nit,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,suna wind dr stetigi strum vu klaena teili o zunne ins allentglot wird in sötigna fält em sunnesturm,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,di ar eren sich vor esc vo hoiy gümper und glina eidexsa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,binera waiation vom gevider felt ischwars sprenklig und bleckig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,s gefiderin algemen stumpf schwaärz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr swisskompf sin tervartiga höhr als bi da andera abüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,sgspröch het dr mit elsaigführt,ds gspröch het dr michael sahli gfüahrt
137,wia langi distucksuacht han het dri egerdengt und sinbücksa agleita,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschischlucht am glichnamifluss koschi isch bei druckend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,al s restlichtversterker hend sich wisi betüecher wewertwo in fallrichtig fu da al usgleit werden,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,und fert gits ihn iistand gnuag rund sopplet su vhil wia hünt und katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,neisaffekt asa benerl uksstata in ea tr u dr kinotskregend platz a wiser trinkeld,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma könt aahneh das strktur vu noterda grettet und dinierergsamtheit bewarzig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,schwingerhöza as starks stuckschwiz,d schwingerhosa as starks stuck schwiz
144,sit tegstönd d banz an dr neschnlmol dr pragtmile vu uaschingten parat,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,war um hend si eiendlich dütsandim aug,warum hend sie eigentlich dütschland im aug
146,das ghöri zunra glaub würdga kli poritig,das ghöri zu nara glaubwürdiga klimapolitik
147,miar sit zuakunft und wennd mit bestimma seit dr si on köstinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,arsiell dobler vu der fpict aber über rasch end dütlich inter am ronall drino büchel vu der sfopt s rucgg,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,dr kadeta spieler het aber uma gbenz wiaer m ün zlovenia sowisor schloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,scho afangssason sig d zib dr artinal gi der meistr titel noch zweituusigundzfölf iderzgwüa,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au bivoe witera fell sind dlabor untersachig ana usstehnd,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wen d maschina vursichtig het drijenzend hinzuagfeht,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am suntig oda mentig sunnigi abschnit drnebea au bewölg,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d bilde sind prezissewie moderni produktvothograpia mit ae rekusita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d müa hegend sich aber uszalt hütz sind sini schoft sicher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,geganüber kata sturz üsered sisich ufgrund vum laufenda verfahra nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,it der ahafau stüürvurlag hend d grundesrot und s parlament über dparteigrenza ussa köna überzzüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,dia ofaenasaala vur letsta sieson wer di nomolso richtig ustrega,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr eltischti sun leonflüertetheftig mit ihra und si he eitt balt sinem sarm,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no nie hanis ami glustuftiwia hüt ga,no nia han i so wenig lust uf di wia hüt kah
161,ei udr zwei mol hani gertne gseh wu im rega gschaft hend wo bi  iri ma schina gspuckt und gorbst hend,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i han mer z auto agluag,i han mer ds auto aagluagt
163,es isch gsi als hettim als denkmol vum sogi gsopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,wen de pressiarsch erreichsc nu vorsungna ufgang dstos,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i han ger dia da teiamusortirt,i han diar dia dateia mol sortiart
166,sie spüt was dusbucsch,sie spürt was du spürsch
167,stuf esch en abso rutte zahle ge chronoogisch vo öppe millione bis epe millione ohr,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,aber är hed änned wedersprache,aber är hed au ned wedersproche
169,s bekat isch de bivfiell esch sotialkhedizistem wo in chinar brobt wird,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,schlägt de d reuisch dass enzümschnell schadenent ond eswzseni aktivitäb verlürt,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,di alli rechtig esch d ankerode vo wise es wälderumgä,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,di chem sch üstru dur änd er scarckht dere vofolgsetien,di chemischi struktur ähnled starch dere vo fluoxetin
173,drondpart esch mond dans einzigerd profietabberenne en tütand,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esch ein vode meppe grönder vom jonge düt schwiterspe velln,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,i de fräend be state werds sraüze ell awiehnachte oder noi or tronke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,wi aned onderdesse eri dommheit iigseh,d liane hed onderdesse ehri dommheit igseh
177,sdöri heis d drüeligsfrästzächsi lte,en zöri heisst s früehligsfäst sächsilüüte
178,ueter pflaner saubera sid us zemnech gross nach bul gahr esch e mastäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de büehdi wersität ide schwiz gonz ned gued vel d ihron flanze arte send gfördet,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,so log mer auf däpigi meizipunkt ond meit nor denne wen biinglie ned pflüted,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,för es longerenke liit si bispell s wüs försch nol komme eis ond nokome abbenli siwer,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de nettunisc däplanet wam witisch de wägeschvode sonde,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es mend alli teilzil konüktivervölzi om shaubtziel berfölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,wen gen aut fa sersctmol kest worte neschlotsech nöm me feststelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,si sch beicheret vill wissi bluekhörpeli ond bluebätli ses s icha uschötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nach see promation heder baldagfang sech em auterensport zuewände,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,sesch allerdeng nurest wesche höch,es esch allerdengs nor es zwöschehöch
188,i gross e teäl vomettelond züdaropader em sondnigs ond trochnigs wäter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esch rnamadan asi wet inne öpes biete,es esch ramadan ond sie wett ehne öppis biete
190,das bel lüde glich ziit ig aunei zom wä vo de schwiz omde urnerseh,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wiss uft d früebarockem meistere garawaggio wo sogar en mört essi seg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,vhöl vo sed koliegssege da e hedts gstor be seite tre,vell vo sine kollege seged a aids gstorbe seit de tree
193,die beide bleckbokse send borge ond serled emiramonde zuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,dameri kaner hend s nachem stortzomdigktatorsadam hussenne gschaft  för rue ond stabelite sorge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sini mofode ageresijon endheiti isch erateghöch,s niveau vode aggression en haiti esch relativ höch
196,de na ost exsperte klärt was bes zum ändli vom dolen klam sinr ab nochappas siere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marsell dobler vode ft pellida öberranstend dütlechenderm ro angri nobichl odasfaup,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om jortusigwändi hets noborde sine höppunkterreicht metter wihre nähme zaahlabe weder ab,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,dus bat ver en barad,du machsch es bad för ehn parat
200,dure eschwenes weitli,du rüehrsch wienes meitli
201,mängesisctchatz unmme wenner uwacht mängis schlofzi mängisch putzsi sich mängisch pill zi sogar jag staupfusli oder rutz mit e dote flügen ufem fänsdersems,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,vr d e ehmolrgi ubischafpter kurer chönd zosinikarie znggoh,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,onme sel ändlech met d egwensonierig vo hosile brönndstoff ufure,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,ä glaubt dass be de ferwandig vo halg emmer alli rote bue körperli vertröckt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,bliibt das soh chönd dgirbalie rwermig ond drücgkomechet grad oder me zuenäh wartt unnep,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,nach lange end här hem mer üs entcede dech änggöldig vom verein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de ellgregghoh het vell  wössi belder ond bortres usgmolt,de el greco hed vell religiösi belder ond portraits usgmolt
208,em vamilie drama werdn stürig öber portretiert bo bescholdig et wert bestächigsgäldr agnata,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,spräche betonned dass es ned d rom gjeng scholdigisnenne sond d ufklärig voratstriebe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ech mache di grät zsäalde an t eauffesi,ech mache die grät sälber ond verchaufe sie
211,sie schnor demmer deme si gstreichet hed,sie schnurrt emmer wemmer si gstreichlet hed
212,ech lueges ehm atua,ech lueges em auto ah
213,s belwonech enegrats kizier ha esch hässlech a ihret,es länged wenn dus grob skizziersch
214,är hets bisitz immer bförd,är hets bes jetzt emmer gspört
215,ond ress heder siech em aplaut baret,onderdesse heder sech em applaus badet
216,ais biispil ameson isch es klauabüter de zue überet gange selber komputertschibz entwerfe und  produziere seit de buuchman,eis biispil amazon isch als cloudabüter dezue überegange selber computerchips zentwerfe und zproduziere seit de buchmann
217,einzelni brke werded au weseglich wiiter transberziert,einzelni brocke werded au wesentlich wiiter transportiert
