,pred_str,text
83,im betrieg machter dr parnap ufem betriebs eigenä wze,im betriib machter dr powernap ufm betriibseigene wc
84,no betreit hiet istiki sächshunder bis sibähundertmeter,no betreit hie d iisdicki sächshundert bis sibähundert meter
85,s ärner soziauamt isch am mäntig vormittag füne stellignam nid ereichbar si,s bärner soziauamt isch am mäntigvormittag fürnä schtellignahm nid erreichbar gsi
86,opla het za angeri uhnabhängigi shtudios aaglgt,coppola hetsech no angeri unabhängigi schtudios aagluegt
87,däne het  sich ä nei exischtänzmüsse ufbue,dänä hetsisech ä nöii exischtänz müesse ufbouä
88,e hetsech vür ide voreiligi bemerki gschämt,si hetsech für iri voreiligi bemerkig gschämt
89,brin ägseivach um und bresiedrmit het sgseit,bring die häx eifach um und pressier drmit hetsi gseit
90,zi hetzäch nie drvo erhat,si hetsech nie drvo erhout
91,vil ch gwini im nächschte kampf heida gseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und ja isch ba ostringgaut,und ja i schparä o s trinkgäud
93,du heschnä gää un es gspürter,du heschnä gärn und das gschpürter
94,du antsisch solit winä fäderä,du tanzisch so liecht winä fäderä
95,dr staudam sötti il frusbiegig eicher gelenk entsto,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir hän villmi z raulichä daumänt zstue,mir hän viel mit vertrauliche dokumänt z due
97,zecge getsin üsche übal,zecke gits inzwüsche überall
98,abe dr forel und aud koiote und bäre sind im rezänte meckrbisse färnt blibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für ganzvosimereüger sind die reratif kline aucuarie ganzsiche problematisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,eiantwort isch nid bekandwade,ei antwort isch nid bekannt worde
101,noch zwei ollupische metalie und zwei wältmaister titel het dr günde pfenichs si laufban beämded,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,dr vorsag isch ud romänische elite understüzt warde,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,vo de örtus isch es witer ubarz gange,vo dört us isch es wiiter ufwärts gangä
104,in luzärn hämm am istig morbe hochnäbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nur d iesturzörtere wird nüt ändere,aber nur d priester z fördere wird nüd ändere
106,vordäne häenm säcseachzi komminünprosänt en rose untschnoch era partnerschafft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wo au immer de polanzgi mit  neus te wär bresänt isch chunz zu kontorverse,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,drum stentheame wie nochhaltikeit und sbesbestimig vo de lokale affrikanische bevölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich  überzügte vor dass u de junge mensche ihri ahliege au unter breite we,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,drotztäm het sich bim temazwuanderig t iistelli gänderet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,s erste mol siter sasor nüntesebeneachtzig achachtzig gön wilder alli viersbietkdu stalkogele in schwit,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartiscspis me dosind,du wartisch bis mir do sind
113,si het em alfach tür züegnalt,si het em eifach d tür zuegknallt
114,am zistig und mitwuch no zum teissunnig sige mein schwiel und gwietterhaft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunderdi höischreke sitze uf em fäl fast usieslich ufenander si pare sich lege eie,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,äa bi spilde schffri verpozi uszüri het imrktobuzweitusigunnunze vür dr junge sfapeendigiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,vellicht zin wäge däm im schrebegarte im bro dr holz bebasel fastmerkantonsflage z gseh as fii zr fahne,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,rjed em faul rüeft  dmängi sovord us dr schizrichter het gheit zit zum rergiehre,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,si sölle under wasser mangel glitte har drum bät de sit zu dr mueter gotus,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die r elekteriche glettise hänner khei thermer stat ghah,die erste elektrische glättiise händ no kei termostat kah
121,wo si si ernet ihhole chamesi a gstohles farzüg mehrfach mit voller wucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä kugele isch nuchnähbe im in de bfoste voevrbadach gschlage die adri het en wit vervel,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mit denandr geieded hamor,mitänander gredet hänmr
124,wenns aber stürmv schneit isch dr fruehlig mele wit,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewus de rächtzuchwusäre art tolurielich nit,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,är um arm zifest,är umarmt si fest
127,ih ramado fu sotsis handräg,ihre maa do verstoht sis handwärk
128,das ghachmüehet leiste ich imermmänt hart durschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,si isch and s bet fur grosaotert ginga und het gseit grosmoter was hest ufür grossi ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,a lei mit dr eigna forschig und entwitligschaffen armamultis das nit,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,suna wind dr stetigi strum o gladna teili ozuna ins alentlot wir insötigna feält m sunnastum,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,dia eehren sech vorischt vo ho gümper und chlina eidexsa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,binnera waiationfamgefvieder fältis schwards sprenklig unfleckig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,s geffiedern algemen stumpv schwarz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr swisskomf sind derwartiga höhr als bi da andera abüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,z gspröch het r mi heilsaingfüert,ds gspröch het dr michael sahli gfüahrt
137,wia langi di stucksuacht han het drijgerdenkt und si i böcxsa agleit,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschischlucht am glichnamiflus oschi isch bee druchend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,als restlicht verstärkerhend sich wiissi betüach wewert wo in fallerichtig ue al usgleit werden,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,undfert gihts sihn island gnuag rund soppletsoviil wia hünundghatza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,neisaffeckt  da benelugs stata in at r u dr kinoskregend platz a wise trinkeld,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma könt aane das strkur vo noterda gretet und din nia der gsantheit bewartzig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,d schwingerhöza as stargstucg schwiiz,d schwingerhosa as starks stuck schwiz
144,si tägstön d banz an der neschnlmol dr prchtmila vowaschindten parat,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,war um hend si eendlich dütschandem aug,warum hend sie eigentlich dütschland im aug
146,das ghöri z onra glaub wüiga clipolitig,das ghöri zu nara glaubwürdiga klimapolitik
147,miar sid zuakonft und wend dmit bestiemma seit er s on göstinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,arsiell dobler vu der fppit aber ver raschend düütlich hinter am ruonall drinobüchel vu der svop z rug,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,der kadeta spieler het abeuma gmenz miahrmünd z lovenia so iso schloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,sho afang ason sig szi ver arzenall gsi der meister titel nochzweituusigundsvölfider z gwö,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au biver witera fellsind d labor untersachig a no ussteen,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wen d maschina vorsechtig het deri janen hn zohgfükt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am suntig udamentig sunnigi abschnit drneba aubewölg,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d bilde sind preziesevi moderni produktvotografiami aeri kuisita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,dmöa hegen sich aber uszalt hüüt send sini schof icher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,keganüber kata sturz üsed sie sichu f grun vum laufenda verfahra nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,mitter ahavau stürvorlaga hend  undesrot und s parlament über d partei grenza ussa könna überzüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,die offanasaala vor lesta seon wer di nomol sorichtig uustrega,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr ältischti son leon förtet heftigmitiera und si aegd bald sinem scharm,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no nie hanisieglustufdi wie hüt ga,no nia han i so wenig lust uf di wia hüt kah
161,ei o der zweimol hani gärten gsehwu im rega gschaft hend wo biri mea schina gspuckt und gorbsthen,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i hanmer zauto aahgluag,i han mer ds auto aagluagt
163,es isch gsi als hettimas denkmol vum sogel gsopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,wen d pressiarsch ereichch no vorsunna ufgang gstos,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i hanerd ia da ti amozartert,i han diar dia dateia mol sortiart
166,sie spüt wass duspursch,sie spürt was du spürsch
167,stuf esch en absoute zahle gechlogisch vo epmilione bis öbemilione or,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,aber är hedäned wedersproche,aber är hed au ned wedersproche
169,s bekat ischdebiell isch satialkedizistem wo in chinar brobt wird,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,schlae drusch dass enzüem schnel schademimt ond e ssieniaktivitäb verlert,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,i alli rechtige esch dankerode vobised wälderumgäh,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,die chemichü stru zur änd e scharch dere vofogsettiin,di chemischi struktur ähnled starch dere vo fluoxetin
173,dronfart esch moendans einzige profie tapperenne en tütgand,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är eschein vode mepe grönder vom jonge tüt schwier spefelln,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,i de fraig de state wed sradüd zomelawienachte oder neou ortronke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,wi aned onderdesse ehri tomhet ihigseh,d liane hed onderdesse ehri dommheit igseh
177,zöri heistt trüeli gsfästzächsi te,en zöri heisst s früehligsfäst sächsilüüte
178,fueter pflander saubera si s zemlech gloss nach bel garesch emarstäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de bohdiwersität ide schwiz gosnet gued vel tier on flanze arte send gfördet,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,sologt mer auf detigi meizibonkt ond meit nordenne wen bintline pflüed,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,föres longberänke liisi bispelswii wöschenol kome eis on nokome awisive,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de nepthuni stäpplanet voam wit isch de wäklesh vode sone,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es ment alli teilziiel canuktivervözi om shauptziel ervölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,weni gieautfaoshehr sctmol khest worte nesch lotzech nömmefeststelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,si shpächer et vill wiissi blueckörppeli ondbluetwätli  ich an uschötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nachsie promotion hed r baldaggfang secht em aute ensportzwuewände,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,e schallebing nores zwöesche höch,es esch allerdengs nor es zwöschehöch
188,i gross e däu vormete lon züdaropat em sonnigs ond trochnigsäter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esch rnamadan onsi wet inne öpsbiete,es esch ramadan ond sie wett ehne öppis biete
190,das bedüte glicht zitig auneit zom wä vo de schwiz omde unersee,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wiss uf de frievarocki meiste gare waäggion wosega en mörde siseg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,velvo si kollegsigeda esgstorbeseit e tree,vell vo sine kollege seged a aids gstorbe seit de tree
193,die beide blackboxse send borge ond seled ehmihrallonezuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,damee kaner hend nachemstortzomdiktatorsadam hussein gschaft  ferlue ond stabelitezworge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sinie mo vode agresion end heiti i chelathöch,s niveau vode aggression en haiti esch relativ höch
196,dena ost exberte kärt was bes zom ändic om donttram siner ab nochappassiere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marsal dobler vode ftplidaberraschten tütlichenderm rolandri nobechl odsvp,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om jortusigwändi hets de noborde sine höponktereicht metelwihre nähme zahlabe weder ab,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,du  sbat vereparad,du machsch es bad för ehn parat
200,dur esch venes meittli,du rüehrsch wienes meitli
201,mängbischtchaz omme weneruffacht mäng s schlofzi mängi spotzi sich mängi spilt si sogarr jagt staupfuseli oder rotzemet e tote flügen ufem fänster sems,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,förde moligi ubes schefbter kurer chönd zo sinikarizänggoh,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,ome eläntlech mitd  uwenzonierig vofhossilla brönstof ufe,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,ä glaupt dass bede verwandig voehalg emmer alli rotebkörpeli vertröct wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,blibtdas so chönd dglobalie er färmig ond drükoma fvit grad oderme zu enä warnt d unep,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,nach lange ont här hemmerüs en tchede dech änggöltig vom verein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de elgrehgho het vellförssi belder ond bortresus gmalt,de el greco hed vell religiösi belder ond portraits usgmolt
208,em familie drama werdn stürig e de borteretiet wo bescholdige dwet bestächigsgäldragnaa,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,spräched betoned das es ned dromgjieng scholdigi znene saend d ufchärig voraztriibe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ich maoche die gr zälle an tvaufesi,ech mache die grät sälber ond verchaufe sie
211,si schnorte meremesi gstreichet hed,sie schnurrt emmer wemmer si gstreichlet hed
212,ech luges em toah,ech lueges em auto ah
213,s pelwonech enegradskizierta esch häslechse ehret,es länged wenn dus grob skizziersch
214,är heds besetz emmer gört,är hets bes jetzt emmer gspört
215,ond res heder sech em aplaswalt,onderdesse heder sech em applaus badet
216,isbiispilamerson isch as clauabüter de zue übere gange selber komputerschibzentwerfe unds broduziere seit de buchman,eis biispil amazon isch als cloudabüter dezue überegange selber computerchips zentwerfe und zproduziere seit de buchmann
217,einzeni brocke werded au wesetlich wiiter tranzperiert,einzelni brocke werded au wesentlich wiiter transportiert
218,grund gedanke vu deäglig iisch dass ed dwaffegliich heid zwüscheter pateie eher gwart bliibt,grundgedanke vo dere reglig isch dass demit dwaffeglichheit zwüsched de parteie eher gwahrt bliibt
219,si sind mit dicht vochnüpfde franze als au icke kuaste voziert,sie sind mit dicht vochnüpfte franse als au dicke quaschte voziert
220,d froshlürch wer detie au ls kaul kuappe bezeichne,bi de froschlürch werded die au als kaulquappe bezeichnet
