,pred_str,text
16,so löt sech bruef studiom ond aktivipolitik bestel veribahre,so lönd sech bruef studium ond aktivi politik besser veribare
17,er et en sherkno ond der ecki buch fom wolf ufgschnette,er het en scher gno ond de decki buch vom wolf ufgschnette
18,ede letschte täg sind ene au stralle e zwahr storzguetorisgi hage chöner vom hemel gheit,ede letzte täg send in australie zwar storzfluete ond riesigi hagelchörner fom hemmel gheit
19,awode smber fobieesche erpelekrille ond heugömtbrontwet,obwohl de sommer verbi esch zerpe grelle ond heugömper om dwett
20,om biodiversität ide schis sctost snetguet velli tier ond pflanzate sie gfördet,om dbiodiversität ede schwiz stohts ned guet velli tier ond pflanzearte send gföhrdet
21,diebs piisch hals sognanti sprach zu tex entscin sprochnigs äczit i texstkommentiere,deep speech cha als sognannti sprachzutextengine gsprochnigs e ächtzit e text konvertiere
22,len ginadflacge zumesctemoesod esch lotsech nöme lofeschtstell,wenn genau dflagge zom erschte mol gheisse worde esch loht sech nöme loh feschtstelle
23,au iemene ufengleche zignos zseit der ändleche mondmeinig,au emene ufdrengleche zitgnoss seit er ändlech emol dmeinig
24,doderf abe heter sech zom köni strüefe,dodrufabe heter sech zom könig lo usrüefe
25,enerhabfchorde zitschwelledi betrofene stelle ah wärde heiz rot ond möche blotere,innerhalb fo chorzer zit schwälle die betroffene stelle ah wätrde heiss rot ond möche blottere
26,mer händ jetzerchäftig  nordeschtström wo d störigi es bes es mettelm erominebrent,mer händ jetzt e chräftigi nordweschtströmig wo dstörige jetzt bes e mettelmeerruum inebrenge
27,de ura ond au dforalperegione blibe sonnig,de jura ond au dvoralperegione bliebe sonnig
28,ielech fsueeberhontert istusiggeist de baroksal vo de steftsbiblotek,jährlechbsueche öber hondertdrigtuusig gäscht de barocksaal fode stiftsbibliothek
29,oigure aber au kalsa sctane tatare oder kiwise,uigure aber au kasachstane tatare ond kirgise
30,ich bevene slage ond deranglasiert worde globt ond belont,ich be fo ehne gschlage ond dranglasiert worde globt ond belohnt
31,de teschnokark esches paradis vor stardabonternähma ond jongi döftler wo ereentwecklig zom dwech boch verhälfa änd,de technopark esch es paradis för startuponternähme ond jongi töftler wo erere entwecklig zom dorchbroch verhälfe wänd
32,es sei fürs si abere grossi schonsse velli fo ine amtzkollegt wäffe wenn au i chorze zit,es seigi för sie aber e grossi chance velli fo erne amtskollege zträffe  wenn au e chorzer zit
33,sond en lostrette fugendleche wo esgrossi pare eschwetzebreinge,sondern losträtte fo jugendleche wo jetzt grossi parteie es schwetze brenge
34,essröf beeitets ntionaltin huut nöcht dor dwm ond segt exklusivbeldert fode schwizeriectatletine ond echtatlete,srf begleitet snationalteam hutnöch dor dwm ond zeigt exklusiv belder fode schwizer liechtatlethinne und liechtathlete
35,ond es wartet ömer oft deech,ond es wartet niemert of dech
36,ich ameni härztäti keit nete stellemendubrüesch as wärdie serz broche,ich chan mini härztätigkeit ned ihstelle wenn du brüellsch als wär dis härz broche
37,er ischt wör emmer alles äegg,er esst mer emmer alles weg
38,es send d bärnechcaftwächsälber gsi wot d arschaff beschloste händ,es send dbärner chraftwärch sälber gsi wo dabschaffig beschlosse händ
39,os zerdem eter sie ahgsto ond het de prozez onsachlecf büert,osserdem häter sie ahgschroue ond het de prozäss onsachlech gfüehrt
40,edempamiledrama wehrden stüri triperpoteretier wo bescholdigwerd bestächigs oder agnotzhah,idem familiedrama werd en stüritrieber portraitiert wo bescholdigt werd bestechigsgälder ahgno zha
41,de meeszen ond di allög sind ie provissiert worde,die meiste szene ond dialög send improvisiert worde
42,i bedastöckret nach miniilunamiowisiere,ich be das stöck grad nach minere lune am improvisiere
43,äxbntxeäädbnäkmtdhedätdvistsänudhledqusänbnukmbaneubäsäbt,er het nie glert rede het nie glachet ond het absoluti sexuelli ond finanzielle glichgöltigkeit zeigt
44,er esch nöme welloare bil sies före weto het,er esch nöme velo gfahre well sis födli weh do het
45,zm het zu de nase grebe,sam het sech dnase grebe
46,kenazo hani glot fonid e erschti gsehan,genau eso hani gluegt woni de ersti gseh han
47,er het t hant usgsreckt ond em schin vfode lanmpa hani gseh das zweif fo sine eche lufgschöft zsen gsi und bltet hän,er het dhand usgstreckt ond em schien fode lampe hani gseh dass zwei fo sine chnöchel ufgschörft send gsi ond blüetet händ
48,us glent hani e gstolle,usglehnt hanis ned gstohle
49,wens aber stöhrlnt ose schneit esch de früellig nömer wit,wens aber störmt ond schneit esch de früehlig nöme wit
50,zie tans metgeraotörzalt,sie tanzt met jedem wo deför zahlt
51,mie wärde warse sech alli onbehove sie,mer wärde wahrschindlech alli onbeholfe si
52,dsunnoblibis er haute und swarbismittinami,d sunnä blibt üs erhautä und zwar bis mitti nami
53,o der hut kontrakt mit denä öl isch gsundheitlech un bedänklich,o dr hutkontakt mit denä öl isch gsundheitlech unbedänklech
54,dert wärdä bsunders tachbaukä und e schtandteilä vür bärghüttä produziert,dert wärdä bsunders dachbaukä und beschtandteilä für bärghüttä produziert
55,ä isch eine voa mitbegründer vom jungä dütschwiter spiufium,är sich einä vodä mitbegründer vom jungä dütschschwizer schpiufium
56,aus frou heti sech d nüglechkeit voä habil tation müse ergämpfä,aus frou hetsi sech d müglechkeit vorä habilitation müesse erkämpfä
57,d barbeut isch fürnereiä vo tier artä s glüntlech ungersuecht wordä,d paarbiudig isch fürne reihe vo tierartä sehr gründlech ungersuecht wordä
58,sinäue ischer i di dameligke volkstzen in tegriertwordä und isch zumenä bekantä fingerpkingitarischt wordä,schnäu ischer idi damaligi folkszenä integriert wordä und isch zumene bekanntä fingerpickinggitarrischt wordä
59,lutim wirtschafts ediker thomas beschupernner wärdä ungernämä zuenämz zu politischak törä,lutem wirtschaftsethiker thomas beschorner wärdä ungernähmä zuenähmend zu politischä akteurä
60,äer isch gwäut wordä trotz dä deizit wo i ihm si afaschtät wordä,är isch gwäut wordä trotz dä defizit wo ihm si aaglaschtet wordä
61,d grossmued unds rot chäpp di sch na bi erbeidi,d grossmueter und s rotchäppli die schnappimer beidi
62,das i di beslicha gsehe,dassi di besser cha gseh
63,landwertschaft fläche säg äs landschaftsbiut vom schwizermittu land,landwirtschaftsflächä prägä s landschaftsbiud vom schwizer mittuland
64,breit plättriks chnabächut diä orchäiä isch er schwiz gschützt,breitblättrigs chnabächrut  die orchideä isch ir schwiz gschützt
65,wo obscpö im schtöh chö i regumässig gartävögu wider garterort schwanz oder de schbächt beobachtä t wärdä,wo obschtböim schtö chöi regumässig gartävögu wi dr gartärotschwanz oder dr schpächt beobachtet wärdä
66,ä knau gaupä schmätteringscht lattere überdwisä,ä knaugäubä schmätterling flatteret überd wisä
67,die drisg guuadratmeter grossi landwirtschaft ch ime nicnaturscho zlehrbuechzflegä,die drissg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech pflegä
68,es s m inträssä vor wüssäschafft wemetodä vor komplementärmädizin wüssäschafftlich erforscht würdä,es sig im inträssä vor wüssäschaft we methodä vor komplementärmedizin wüssäschaftlech erforscht würdä
69,ab nün zatrüessächzg isch d verwändig vragiä und verbottä wordä,ab nünzähdrüäsächzg isch d verwändig vo radium verbottä wordä
70,in los inschelesst gsächä jogendlechi in durcsch nid vier aukohouwärdigä amta,in los angeles gsächä jugendlechi im durchschnitt vier aukohouwärbigä am tag
71,d lindä isch bis imereri meter höchi mit chnuä bülä und wuchärigä überseit,d lindä isch bis i mehreri meter hööchi mit chnouä bülä und wucherigä ubersäit
72,dr aberspiler bei isch blitt schnau fürä gschossä und het perchoptstbauvou ändet,dr abwehrschpiler beier isch blitzschnäu fürägschossä und het per chopfbau vouändet
73,ä sch türmischä herp springtugwitter und chauti luft,ä schtürmische herbscht bringt viu gwitter und chauti luft
74,die dänschi regierig wo dmittinofämber ber ihreis vo schwesä nach dänimark wier grän kontrouä ifüehrä,die dänischi regierig wott mitti novämber bir iireis vo schwede nach dänemark wider gränzkontrouä iifüehrä
75,so si gb in china mit dr asiatischä infrasctrucktur inwestment bänk ägägenentwurcht zum iwf entstandä,so sig öppä in chinä mit dr asiatischä infraschtruktur investmentbank ä gägäentwurf zum iwf entschtandä
76,handlet sech drbi um me aus numä nachhevä ungerrricht,handlet sechs drbi um me aus numä nachhiufeungerricht
77,ss noubordä  hüepunkt um d tuusigwändi erreicht mittlervillänämmäed zala vos noubortfahre tendenziell ab,s snowboardä het si höhepunkt umd jahrtuusigwändi erreicht mittlerwilä nämä d zahlä vo snowboardfahrer tendenziell ab
78,und i schtobti eronalo,und wi schtopptmä dr ronaldo
79,am suntig und aäntig zitwis sunnig,am sunntig und am mäntig zitwiis sunnig
80,si scheftbezseichi där aus gt befründ,si chef bezeichnet är aus guetä fründ
81,umä söhtd ändlech mit drsuwentionierig vossila bröndsctoffä ufhör,und mä sött ändlech mit dr subventionierig vo fossilä brönnschtoffä ufhörä
82,es isch aber chumz erwartä dass d nasa di rundfüfäzwänzig milliardä us toller zuesätzlech bechunt wo si für das projekt kalkulert het,es isch aber chuum d erwartä dass d nasa die rund füfäzwänzg milliardä usdollar zuesätzlech bechunnt wosi für das projekt kalkuliert het
83,im betriet machtir dr parnäp ufem betribs eigänäwez,im betriib machter dr powernap ufm betriibseigene wc
84,no bätreit hit itiki sächsunderbissibähundertmeitr,no betreit hie d iisdicki sächshundert bis sibähundert meter
85,si  ärners soziauamt isch am mäntig vormittag fürne stellignam nid ereichbar si,s bärner soziauamt isch am mäntigvormittag fürnä schtellignahm nid erreichbar gsi
86,copola het se angeri unabhängigi shtudios ahglegt,coppola hetsech no angeri unabhängigi schtudios aagluegt
87,dänä het die sich er nöie exzischtänz müssä ufbuä,dänä hetsisech ä nöii exischtänz müesse ufbouä
88,ie hetsech für ie voreiligi bemerki gschämt,si hetsech für iri voreiligi bemerkig gschämt
89,bringe hägseiväch um und brsierdrmit hetsseit,bring die häx eifach um und pressier drmit hetsi gseit
90,zietzäch niederva erht,si hetsech nie drvo erhout
91,vüelech gwini im närchschtä kampfe idagseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und ja isch ba os tringegäut,und ja i schparä o s trinkgäud
93,du heischnä gä und as gschpüter,du heschnä gärn und das gschpürter
94,du wanz isch soliet winä fäderä,du tanzisch so liecht winä fäderä
95,der staudam sati der flussbegig eicher gelnk entstoh,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir hän villmi zu rauliche du umänt ztrue,mir hän viel mit vertrauliche dokumänt z due
97,zegge ge sin ösche öbral,zecke gits inzwüsche überall
98,aber dr forgel und au d koyote und  bäre sind iem rezänte ecorbissefärmblibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für ganpossiem ereüge sind di e relativkine auuarie gansichre problimatisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,ei antwort isch nid bekant wade,ei antwort isch nid bekannt worde
101,noch zwei ollubische mitallie und zwei wältmeister titel het dr gündepferenig snil aufbahn beänmdet,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,dr vorschtage vo d rumänische elite unter stütz zt warde,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,vode örtus isch es witer ubärtz gange,vo dört us isch es wiiter ufwärts gangä
104,in nluzärn hämmer  istig mobe hochnäbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nur diesch tu zrtere wird nüd ändere,aber nur d priester z fördere wird nüd ändere
106,vo däne häend säcxse achtzi komminünprozeänt ross unschnochera partner schafft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wo au immer dä polanzgi mit e neusch tewärt presänt isch chuns su konterwerse,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,drum stöntheme wier norchaltiggeit und sälbesbestimmig vo dr lokale affrikanische bevölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich  überzzügttervor das uns de junge mensche ihri ahliegä au unter breite wer,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,drotzdäm het sich bim temr zuandrikt iistellig benderet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,serste mol situr sesor nündzesebeneachtzig acheachtzig gön wider alli viersbiedg vestallchogele ind schwit,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartisch bis medo sind,du wartisch bis mir do sind
113,si het em eiach türt zuegnalt,si het em eifach d tür zuegknallt
114,am zistig und mitwuch nod zum teils sunnig ige mein schwiel und gwitterharft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunderdi höischrecke sitze uf em fält fasht usswieslich ufenander si pare sich lege aie,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,ä bispieldr sceffri ferporttzi uszri het imorktobrut zweiduusigundnünze für dr junggi esraupknditiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,vellicht sin wäge d äm im schriebergarte im broder holzs bebasel fast merkantonsflacke sgseh as schwii zur fahne,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,ried en faul reft d mängis sofort us dr schizrichter het kheit sit zum reargiere,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,si sölle unter wassermange glitte har drum bät de siit zu der mueter gotus,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die er elektrisch e gletise hänner kei t hermer stat ghah,die erste elektrische glättiise händ no kei termostat kah
121,wo si si ir net ihhole  ramezi a gstols farzüg merfach mit vollerwucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä kogele isch nuchnäber ihm in de bfoste vo e vorbeldacht gschlage die andri het en wit verfehlt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mit de nanter gsiedt hämor,mitänander gredet hänmr
124,wens aber stürm vuder schneit isch dr früehlig nüe wit,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewust derächtz ruch vusäreä art tolurierich nit,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,är um arm zifest,är umarmt si fest
127,ihra mador vusotzis han dwäg,ihre maa do verstoht sis handwärk
128,das kalich müietet leiste  ich im rmmänt hart d rschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,si isch an s bet vur grooter tiga ond hed gseit grossmuater was hesht ufer grossi ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,a lei et dr eigna forschig und entwigligschaff en tarmamultis dass nit,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,suna wind dr steätigi strum vu kladna teili o zunna ins alentloht jir d in sötigna fälzer im sunnasturm,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,dir ernd sech vor scht vo hoy gümper und clina eidexsa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,binera waiationr vum gefieder fältiaschwartz sprenlig unleckig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,sgefiedertiie algemai stumpf schwartz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr suiskompf s intervartiga hör als bi dä andera abüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,z gspröch het der mi teilsai gvürt,ds gspröch het dr michael sahli gfüahrt
137,wia langi di stucg suacht han het dr jäger dengt und s büchsa aagleite,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschischlucht am glichnamiflusskoschi isch bei drucgend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,alls reistlicht versterker hend sich wissi bettüecher wewert wo in fallrichtig uda aal usgleit werden,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,und fert gits ihn island gnuag rund popplet so viel wia hüntund katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,neisaffekt al a benelugstarta in tpeater u dr kinoszgregemd platz awis ertringkald,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma köns aaneh das strktur vu noterda grettet und d in nirer gsamtheit bewarzig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,d schwingerhösa as starkstuck schwipz,d schwingerhosa as starks stuck schwiz
144,sit täg stönt bantan der neshnelmo derprachtmila vuuaschinten parat,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,war um hend si eiendlich dütshndim aug,warum hend sie eigentlich dütschland im aug
146,das ghöri zonra glaub wür ia kliapoitik,das ghöri zu nara glaubwürdiga klimapolitik
147,miar si zuakunft und wend mit bestimma seit dr siun ghöstinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,arssiell dobler vu dr fdpicht aber üwerraschtent dütlich hinteram ronal drino büchel vu dr sfop zrugg,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,dr kadeta spieler hett aberuma gmeiz wiar münd lowenia soisorschloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,scho afangs sason sigtszi er arzinal gsider meistertitel noch zweitusigunwölf ieder zgwea,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au bevore itera fel sind dlabor untersachiga no uuussteend,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wen d mascina vorsichtig het dr ijessend hinzua gfeckt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am suntig ud a mentig sunnigi abschnitt dr neba au bewölgt,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d bilder sind presise wie moderni produktvotografiami aaeriqusita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d möha hegen sich aber uszsalt hüütz siend sini schof icher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,gägan über kaa sturz üsred sis sich ufgrund vum laufenda verfahra nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,mit dr ahafau stürvorlag hend d undesrot unds paarlament über parteigrnsa ussa köna überzüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,die offana saala vur letschta sessonu wer di nomol sorichtig uustrega,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr eltischti son leon förda theftigmit ira und si aigt bald sinem starm,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no nia hanis umi e glust uf diiwia hüt gka,no nia han i so wenig lust uf di wia hüt kah
161,ei uder zweimol hani gärten gseh wou im rägagschafft hend wo bii iri mäaschina gspuckt um gorbst hend,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i han mer zsalto agluaga,i han mer ds auto aagluagt
163,e isch gsi als hett im as denkmol vum soppel gsoppft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,wer de pressiarsch erreichc nu vorsunna uufgang dstoss,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i han wärd ia da teiamussortiart,i han diar dia dateia mol sortiart
166,dsie spüt was du spursch,sie spürt was du spürsch
167,stuf esch en absorute zahlegechnonologesch vo öppe milione bes öpemilione eohr,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,aber är hed äned wedersproce,aber är hed au ned wedersproche
169,s bekat isch debiiell isch sozialkedizistem wo in chiinarbrobt wird,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,schlä e dreuesch dass enzümschnell schadenet ond e susini acktibitäb verlürt,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,di alli rechtige esch dankerode vo wiser e wälderumgä,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,die chemi schi strutur änd et schark t ere vo fgsetiin,di chemischi struktur ähnled starch dere vo fluoxetin
173,d rondfart esch mmun dans einzige profiet apperenne in dügand,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esc eine vode metbegrönder vom jonge tütschwiter spe felld,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,i de fräig estate werd zralizehl ariehnachte oder noohr trunke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,lian med onderdesse eri tommet iigse,d liane hed onderdesse ehri dommheit igseh
177,töri heis s rüeligs fäst zächsi lite,en zöri heisst s früehligsfäst sächsilüüte
178,fuetrpflanzter salbera sie st zemnech gross nach belgarsch e marstäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de biodiversität ide schwiz gonsne gued vel dierum flanzgarte send gförded,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,solog mer auf deetigi meiziponkt ond meit nor denne wen bindli ned flüed,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,för es longeränke lisi bispelswis zd wörsche no kome eis ond lokome ale elisiwer,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de nettuni stäp lanetvo am witisc de wäge esch vode sonnde,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es mönd alli teilziel konüktiv ervölzi on s hauptziel  erfölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,weni genalta sehr schmo kest worte neschlotziech nöm me feststelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,si späeicheret vell wissi blekhörppeli ond bluegätli  sichan ushötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nachsi r promotion heder bald agfang sech em aut tderentsport zuewände,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,e cjhallerdeg nures zwesche höch,es esch allerdengs nor es zwöschehöch
188,egrosse täl vo mttelon züdaropade em sonnigs ond trachnigs wätter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esch ramadan o si wet inne öbesbiete,es esch ramadan ond sie wett ehne öppis biete
190,das bedüde glich ziitig aunit zom wät vo de schwiz onde urner seh,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,ärwies uf d früebarocki meistere caralagio wo sogar en mörder iseg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,vel vosiekolleg sige da aedsgstohrbeseit ed tre,vell vo sine kollege seged a aids gstorbe seit de tree
193,die beide blackgbocks e send porge ond zeled im irealondezuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,damerikaner hend s nachmstortzum diktators sadem hussheinde gschaft  förrueh ond stabelitä sworge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,s nima vode agresiorn en heiti e schelathöch,s niveau vode aggression en haiti esch relativ höch
196,de naost experteklärt was bes zum ändi vom dlkrap inder a noch apasiere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marsal dobler vode fd pllid a berrastend dütlech hend erm rohlandri nobechel vod es fup,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om johr tuusigwändi hets s noborde sine höpunkterreicht meterwehre nähme zahl abe weder ab,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,du e baz derenparad,du machsch es bad för ehn parat
200,dueesch wenes weitli,du rüehrsch wienes meitli
201,mengescht chatz ome weneruffacht mängish schloft si ängis potz se sich mängis pilt sis ogar  jag de staupfuseli oder rotz mit der tote flügen ufem wänscter semes,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,förde emolgi ube sscheft pet tdrcurerchönd zosinigarie sänggoh,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,omer sel ändlech met d  benznierig vo vosil a brönstoff ufe,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,er glaupt dass bede verwandig ode halg emmer alli roterbee körpeli vertröckt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,blibt das sochönd globallie ervermig ond drükomme fet grad oder met zuena wartet unep,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,nach lange ond här hemmerüs en tchede tdich änggültig vom verein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de elgeretco het vell a wörssi belder ond borte re susgmolt,de el greco hed vell religiösi belder ond portraits usgmolt
208,em vfomilie dramo weren stürigu dr porteretiet wo bescholdig e dwert bestächigsgälder agnata,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,espräche betunet dasses ned dromgjeng scholdigiznelnne soend d ufkärig vor atztribe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ech mache die grätzsälle end teufe si,ech mache die grät sälber ond verchaufe sie
211,sie schnor te emer ame sie gstreichlet hed,sie schnurrt emmer wemmer si gstreichlet hed
212,ech loge sem atuar,ech lueges em auto ah
213,s pelver nech ehnegratzskizierta esch hässlech se ehre,es länged wenn dus grob skizziersch
214,är hets besetz immer gpört,är hets bes jetzt emmer gspört
215,onderess heder sech em aplausowart,onderdesse heder sech em applaus badet
216,eis bi spill amerson isch els glauabüter de zue übere gange selber komputertschibt zs entwerpfe unzs produziere seit de buchmand,eis biispil amazon isch als cloudabüter dezue überegange selber computerchips zentwerfe und zproduziere seit de buchmann
