,pred_str,text
22,wenn genaud flage zom ersct moll gheisse woorde esch loht sech nömeloh fesct selle,wenn genau dflagge zom erschte mol gheisse worde esch loht sech nöme loh feschtstelle
23,au emene ufdrenglechet zignoss zeit er endlech emod meinig,au emene ufdrengleche zitgnoss seit er ändlech emol dmeinig
24,dodrufabweter sech zom könig loh usrüefe,dodrufabe heter sech zom könig lo usrüefe
25,enerhalb vo chorze zit schtelle di betroffene stelle ah wärde heis rote ond möche blotere,innerhalb fo chorzer zit schwälle die betroffene stelle ah wätrde heiss rot ond möche blottere
26,mer händ jetz se chäftig nordweschtstömmig wo d scpörigi es bes es mettelmeer um ihne brengt,mer händ jetzt e chräftigi nordweschtströmig wo dstörige jetzt bes e mettelmeerruum inebrenge
27,deuran ond au d fvoralpregione bliebe sonnig,de jura ond au dvoralperegione bliebe sonnig
28,ijählech vesuechen öberhontet trisstusig geist de baroksal fode schreftzbibliotek,jährlechbsueche öber hondertdrigtuusig gäscht de barocksaal fode stiftsbibliothek
29,uigure aber au kase stahne tattare oder ki ise,uigure aber au kasachstane tatare ond kirgise
30,ich beff ene gschlage ond derankassiert worde globt ond belont,ich be fo ehne gschlage ond dranglasiert worde globt ond belohnt
31,de technochark esch es paradis för starsebonternähme ond jongi töftler wo ihre entwecklig ondorchbroch verhälfe wänd,de technopark esch es paradis för startuponternähme ond jongi töftler wo erere entwecklig zom dorchbroch verhälfe wänd
32,es segi für si abere grossi chance vili vo ine amtskollege zträffe wenn au e chorzeziit,es seigi för sie aber e grossi chance velli fo erne amtskollege zträffe  wenn au e chorzer zit
33,sondern lohsräte fo jugendleche wo jetztx grossie parteie es schwetzer brenge,sondern losträtte fo jugendleche wo jetzt grossi parteie es schwetze brenge
34,ssreff begleitet de national tiu nöch dor d wem ond zeit exkluosivbelder fode schwiz erliechtathlete ond echtatlete,srf begleitet snationalteam hutnöch dor dwm ond zeigt exklusiv belder fode schwizer liechtatlethinne und liechtathlete
35,ond es wartet nee of dech,ond es wartet niemert of dech
36,ich han mini härztättig keit ned ehstelle wenn du brüehlsch als wärdi s härz broche,ich chan mini härztätigkeit ned ihstelle wenn du brüellsch als wär dis härz broche
37,er est mer emer alles wäg,er esst mer emmer alles weg
38,es send d bärne chraftwäch sälbergsalodabschaffig beschlosse händ,es send dbärner chraftwärch sälber gsi wo dabschaffig beschlosse händ
39,osserdem het er si ahgscho ond het de prozäss osachlech gfüehrt,osserdem häter sie ahgschroue ond het de prozäss onsachlech gfüehrt
40,edem familiedrahma werden stüritriber potriizsiert wo bescholdiggt wird bestächigssfälder ahgnotzhah,idem familiedrama werd en stüritrieber portraitiert wo bescholdigt werd bestechigsgälder ahgno zha
41,die meistes zen ond dialöge hendie prowisiert worde,die meiste szene ond dialög send improvisiert worde
42,i be dahsh stöck grad nach minere luna aminprovisiere,ich be das stöck grad nach minere lune am improvisiere
43,er het nie glehrt t rede het nee glache ond et absoluti sexuelli ond finanzielliglech göldigkei zeigt,er het nie glert rede het nie glachet ond het absoluti sexuelli ond finanzielle glichgöltigkeit zeigt
44,er esch nöme welop wil sis schödli ito het,er esch nöme velo gfahre well sis födli weh do het
45,sam hedtsech dnase grebe,sam het sech dnase grebe
46,genaue so han e lotz met e ersti gseh hand,genau eso hani gluegt woni de ersti gseh han
47,er het d hand usgscreckt ond em scin fode lamppanni gseh dass zwoi fo sine chnöche lufgschöfft send gsi ond blüetet händ,er het dhand usgstreckt ond em schien fode lampe hani gseh dass zwei fo sine chnöchel ufgschörft send gsi ond blüetet händ
48,usglend hanies ned gstolle,usglehnt hanis ned gstohle
49,wenn aber strmt ond schneit esch de frelig nöme wit,wens aber störmt ond schneit esch de früehlig nöme wit
50,si tdansent jede moderför zat,sie tanzt met jedem wo deför zahlt
51,mie wärde warschinlech alli unholfe si,mer wärde wahrschindlech alli onbeholfe si
52,d sunner bliibt üs erhaltä und zwar bis mittinami,d sunnä blibt üs erhautä und zwar bis mitti nami
53,o der hutkontackttg mit denä öl isch gsundheitlich unbedänklech,o dr hutkontakt mit denä öl isch gsundheitlech unbedänklech
54,ert wärdä bsunders dachbaukä und beschtandteile für bärghüöttä produziert,dert wärdä bsunders dachbaukä und beschtandteilä für bärghüttä produziert
55,är isch einä vodä mitbegründer vom jungä dütschwizer schpiufium,är sich einä vodä mitbegründer vom jungä dütschschwizer schpiufium
56,aus frou het sich d müglchkheit vorä habilitation müssä erkämpfä,aus frou hetsi sech d müglechkeit vorä habilitation müesse erkämpfä
57,d baarbiudig isch fürnä reiäa vo tier artä sehr gründlech ungersuecht wordä,d paarbiudig isch fürne reihe vo tierartä sehr gründlech ungersuecht wordä
58,schnau ischer i di damäligi volkszehnä integriert wordä und isch zume bekantä fingerpickinggitarischt wordä,schnäu ischer idi damaligi folkszenä integriert wordä und isch zumene bekanntä fingerpickinggitarrischt wordä
59,lutim wirtschaftetiker thomas beschorner wärdä ungernämä zuenähms zu politischä aktüörä,lutem wirtschaftsethiker thomas beschorner wärdä ungernähmä zuenähmend zu politischä akteurä
60,är isch gwäut wordä trotz dä defizit wo ihm si aahgläschtet wordä,är isch gwäut wordä trotz dä defizit wo ihm si aaglaschtet wordä
61,d grossmueter uns rotchäppi sieisch nagbimer beidi,d grossmueter und s rotchäppli die schnappimer beidi
62,das idi besser cha gsehe,dassi di besser cha gseh
63,lanwirtschaftsflächä prägäs lanrzbiud vom schwizer mittuland,landwirtschaftsflächä prägä s landschaftsbiud vom schwizer mittuland
64,d re blätterigs chnabächrutt diä orchideäisch ir schwiz gschützt,breitblättrigs chnabächrut  die orchideä isch ir schwiz gschützt
65,wo obschböim schtöh chöi regumässig gartävögu widr gartärot schwanz oder dr schpächt beobachtet wärdä,wo obschtböim schtö chöi regumässig gartävögu wi dr gartärotschwanz oder dr schpächt beobachtet wärdä
66,ä knau gäiter schmätterling flatteret über dwisä,ä knaugäubä schmätterling flatteret überd wisä
67,die trisg kuadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech blegä,die drissg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech pflegä
68,es sig im inträssä vor wüssäschaft weme thodä vor komplementaärmedizin wüssschaftlech erforscht würdä,es sig im inträssä vor wüssäschaft we methodä vor komplementärmedizin wüssäschaftlech erforscht würdä
69,ab nüinzähdrüesächzg isch d verwändig vor radium verbuotä wordä,ab nünzähdrüäsächzg isch d verwändig vo radium verbottä wordä
70,in lasaingaeles gsäichä jugendlechi im dschnit vier aukohouwärbigä am trag,in los angeles gsächä jugendlechi im durchschnitt vier aukohouwärbigä am tag
71,d lindä isch bis i mereri meter hööchi mit chnouä bülä und wucherigä überseit,d lindä isch bis i mehreri meter hööchi mit chnouä bülä und wucherigä ubersäit
72,dr ravärschpiler baier isch blittz schnäu fürä gschossä und het per chopfbau voändet,dr abwehrschpiler beier isch blitzschnäu fürägschossä und het per chopfbau vouändet
73,ä schtürmischä herbsht bringt viu gwitter  chaudi luft,ä schtürmische herbscht bringt viu gwitter und chauti luft
74,deie dänischi regierig wo d mitinofänber bir iiraise vo schweädä nach dänemark wieder gränzkontrouä iifüehrä,die dänischi regierig wott mitti novämber bir iireis vo schwede nach dänemark wider gränzkontrouä iifüehrä
75,so sig öpin china mit dr asiatischä infrastruktur in westmentbänk ä gägenentwurft zum iwff entschtandä,so sig öppä in chinä mit dr asiatischä infraschtruktur investmentbank ä gägäentwurf zum iwf entschtandä
76,handlet sech drbi um me us nu mä nacheifä unerricht,handlet sechs drbi um me aus numä nachhiufeungerricht
77,snoubordä het di hüäh punkt und jahr tuusig wändi erreicht mittlerwilä nähmät dzahlä vo s noubortfahrertendenziel ab,s snowboardä het si höhepunkt umd jahrtuusigwändi erreicht mittlerwilä nämä d zahlä vo snowboardfahrer tendenziell ab
78,und wi schobt nr roanaldo,und wi schtopptmä dr ronaldo
79,aa sunntig und am mäntig zitwiis sunnig,am sunntig und am mäntig zitwiis sunnig
80,si scheff bezeichnitdä as gutä fründ,si chef bezeichnet är aus guetä fründ
81,umä suet ändlech mit dersubventionierig vo vossilä brönschtoff ufhörä,und mä sött ändlech mit dr subventionierig vo fossilä brönnschtoffä ufhörä
82,äs isch aber chuumz erwartä dass d nasä di rund füfväzwänzg miliardä usdoller zuesätzlech bechunt wo si für d projekt kalkuliert het,es isch aber chuum d erwartä dass d nasa die rund füfäzwänzg milliardä usdollar zuesätzlech bechunnt wosi für das projekt kalkuliert het
83,im betrib machter dr pauernab ufem betribs eigena ese,im betriib machter dr powernap ufm betriibseigene wc
84,nobädit hie d iisdicki sächshundert bis sibähundert meter,no betreit hie d iisdicki sächshundert bis sibähundert meter
85,si bärner soziauamt isch am mäntig vormitag fürne schtellignahm nid erreichbar gsi,s bärner soziauamt isch am mäntigvormittag fürnä schtellignahm nid erreichbar gsi
86,gogma het sech nu angeri ohnabhängigi schtudios aaaguegt,coppola hetsech no angeri unabhängigi schtudios aagluegt
87,dänä heisi sich ä nöii exischtzmüss ufboue,dänä hetsisech ä nöii exischtänz müesse ufbouä
88,si hätsech für iri voreilig emerkig gschämmt,si hetsech für iri voreiligi bemerkig gschämt
89,bring di hägseifach um und pressier drmit het si gseit,bring die häx eifach um und pressier drmit hetsi gseit
90,si het sech ni dervo ehout,si hetsech nie drvo erhout
91,fisg wieni im nächschtä kamppf het dr sida gseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und ja isch barä os trgäut,und ja i schparä o s trinkgäud
93,du heschnä gän und d gschpürter,du heschnä gärn und das gschpürter
94,du tanzs isch so liecht winä fäderä,du tanzisch so liecht winä fäderä
95,dr staudan sötti in dr flussbiegig eiche änk entstoh,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir hän viel mis vertrauliche dokumänt zustue,mir hän viel mit vertrauliche dokumänt z due
97,dsegglegit in zische öberal,zecke gits inzwüsche überall
98,aber dr fogel und au d kojote und d bärge sind im rezänte leckorbisse färn blibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für ganz grossi mehreszüge sind die relativ kchine acuarie ganz sicheir problematisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,eiantwort isch nid bekannt worde,ei antwort isch nid bekannt worde
101,noch zwei onnimpische metale und swei wältmeistertitel het dr göndepfig ni laufban beändet,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,dr vorschlag isc vo de roumäische eite unterstützt worde,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,ir datus isch es wiiter ufwär z gange,vo dört us isch es wiiter ufwärts gangä
104,in luzärn hämmer am dsitig morge hochläbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nur d briesterzvörchere wird nüd ändre,aber nur d priester z fördere wird nüd ändere
106,vo däne händ säge achtzig kommunün prozänt en grosse wunschnachere partnerschafft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wo au immer de polanzgii mit sim nöibile wärk pressänt isch chuns zr kontoversel,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,drum stöhnd theme wie nochaliggeit und sälbstbestimmig vo de lokale afrikanische bevölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich be überzügt derforz uns de junge mensche ihri ahliege au unterbreite wän,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,trotzdäm het sich bim thema zuewandlig d iihstellig gänderet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,s erste mollzziitercasson nünzähsebenachzig achtäachzig gnd wieder alli vierspiedkkristallkuugele in schwi,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartisch bis mir d sind,du wartisch bis mir do sind
113,si het em eifach türzlegnalt,si het em eifach d tür zuegknallt
114,am zistig und mittwuch nu zum teilsunnig allgemein schwie und gwitterhaft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunderti höischrecke sitze uf em fäld fasct usschliesslich uf enander si pharre sich lege eier,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,ä bispil dr jefffre ferpotz us züri het im oktober zweituusigundnünzäh für de jungi svp kandidiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,vellictin wäge däm im schribegrarte im bruoder hollzbibasel fast mehrkantronsflakets gseh als schwiizerfahne,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,noch jedem faul rüeft d mängisof uss dr schizrichter het geit sit zum reagiere,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,si sölle under wassermangl glitter ha dunm bätesit zrmueter gottes,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die erste elektrische glettise hämner khei termer stat khah,die erste elektrische glättiise händ no kei termostat kah
121,wo si si er nöit iihohle ramme sie er gstohlsfahrzüg mehrcfach mie vollur wucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä kurgele isch nurchnäbe ihm in de pfoste vome fohrbaudach gschlage die andri hetind wiiter fehlt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mit enander griedet hämer,mitänander gredet hänmr
124,uens ablv stövmt und sch neit isch d föüelig nöme wt,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewusst de rächtsbruch vo däre art tolerieech nit,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,är umahmtgsiifest,är umarmt si fest
127,ihre ahderufe stohs sis handwärk,ihre maa do verstoht sis handwärk
128,das aich mir eit leiste will ich imommänt haz berschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,sie isch and s bet fur grossmuoater ganga und het gseit grossmuader was hesch du für grossiä ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,alei mit dr eigena forschig und entwiggligschaffend farmamultist as nit,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,dr sunnawind  stetigi strom vu glatena teili wo dsunna ins ahlent loht wird indsöttigna fällsus sunnasturm,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,dia ernähren sich orerst wo hoigümper und glina eidexsa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,binera wariation fefiider fählt dieh schwarz spränglig und fleckig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,s gefieder  algemenin stumpf schwarz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr cisskoms sind erwarta höhr als bi dä andera abüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,z gspröch het dr micha ilsahligfüaht,ds gspröch het dr michael sahli gfüahrt
137,wia langi di shuckuacht han het dr jäger denkt und sini bücxa agleit,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschischucht am gliichnohiga fluss koschi isch bei druend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,als reistlichtverstärker hend sich wissi bettüac beweht wo in fallrichtig vu da al usgleit werden,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,und ferd gits in iisland gnuag rund doplet so viel wia hünd und katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,nissaffeckt zuda benelugsstata in theater udr kies kregnd platz awisertringeld,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma könnts ahneh dass d truktur vu noteram grettet und in ihrer gsamtheit bewahrt sig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,d schwingerhosa as starkstuck wiis,d schwingerhosa as starks stuck schwiz
144,sit däg stöht banzser an dr näsht nulmol dr brachtmailer vu woschingn parat,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,warum hend sie eigentlich dütschland im aug,warum hend sie eigentlich dütschland im aug
146,das ghöri zumn r gab würdia klimapolitik,das ghöri zu nara glaubwürdiga klimapolitik
147,miar sind zuahkunft und wennd mitbestimma seit dr simonkstinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,dr marsceilldobrler vu dr fdp ligt aber überraschend dütlich hinter am ronnaldrinu buchel vu dr svouptzrucg,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,de gradettäspiler het aber numa gmeint miar münds lo wenia sowieso schloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,scho afangs sason sigt s ziel für arzenal gsii der meistertittel noch zweitusigundzwölf wider z gwönna,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au i viar wiitera fell sind dlabor untersuchig a nao ussteen,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wen d maschina vorsichtig het dr jensen hin zuagfüagt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am sunntig und am mentig sunnigi abschnittdr eba auhgfölgt,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d elders sind prezisa wie moderni produktfotografia mit alta rekuisita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d müaa hege sich aber uuszahlt hüt sind sini schogsicher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,gegenüber dkassasturz üsseret sie sich uf grund vum laufenda verfara nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,mit dr ahvu stüürvorlage hend dr bundesrot ond s palament über d parteigrenza ussa könna überzüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,dia offana sandala vur lita saison wildi no mol zo richtig uusträga,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr ältischti sohn leon flörtet heftig mit ira und si erligt baldim schar,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no niea hani suo meni glust uf di üt kah,no nia han i so wenig lust uf di wia hüt kah
161,ei oder zwei mol hani gärtner gseh wo ihm rega gschafft hend wobii ihri mähmaschina gspuckt und gorbst hend,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i han mer zauto agluagt,i han mer ds auto aagluagt
163,es isch gsi als het dihmas denkmol vum socgel gschopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,wenn du pressiarsch erreicht de vorsunna ufgang dstross,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i han dier dia da teiamos sonziart,i han diar dia dateia mol sortiart
166,sie spüt was du spürsch,sie spürt was du spürsch
167,dstuf esch en absolutezahle geochmonologisch vo opmllione bis öppe millione ohr,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,aber är hed a ned wedersproche,aber är hed au ned wedersproche
169,s bekannt ischte bispil esch s sozial kreditsistem wo in chiär brobt wird,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,s chlächtve öu esch dass entrirm schnell schade nemmt ond e so sini aktivität verlüert,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,die alli rictige esch dankerode vo ise ond wälderumgäh,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,die chemstruktor ähndlet scharcht derre vo fluegsetin,di chemischi struktur ähnled starch dere vo fluoxetin
173,d rundsart esch mordans einzige provietapperenne en dschland,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esch eine fode metpegröder vom jonge dütshschwiizerspelfelr,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,i de vereinige staatewerd tradizionel awiehnachte oder neujohr tronke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,lian hed unterdesse eri dommheit iigseh,d liane hed onderdesse ehri dommheit igseh
177,en zöri heisst früehligs fäscht sächsi lüter,en zöri heisst s früehligsfäst sächsilüüte
178,uetter pflanztder salbhah sine hof esch zermlch gross nachd bulgarische marstäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de büediversität ede schwiiz gohts ned guet vell ehr ond flanzerarte send gfördet,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,so loegt mer au uf de rechtigi meiziitponkt ond meind nor drene wenn d binti ned pflüged,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,för es longenke lit si bispelswiiis zwösche nolkomme eise ond noltkome achtmilisiwer,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de neptun esc dä planet wo am te wäg esch vode sonne,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es mönd alli teilzil konjukativ erföllt si om s hauptfiell zerfölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,wenn genaut fahne sehrsth mol kheworde esch oht sech nömme feststelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,sie speicheret vell wils sie blue körperli ond bluehhärtli wo sich an ushschötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nach sinere promotion hed er wald ahgfange sech em autnsport zuezwäde,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,es ech allerdengs nur es zwösche höch,es esch allerdengs nor es zwöschehöch
188,i grosse ta fo meittelond züdauropa dor om sonigs ondtrochnigs wätter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esche adan ond sie wet inne öppwis biete,es esch ramadan ond sie wett ehne öppis biete
190,das bedütet glichziitig au nei zom äg vode schwiiz ob  urnersee,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wist uf de früehbarocksi meisteret caravadjio wo sogar en mörder gsi seg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,vel vo sine klege segeda as gstorbe seit de rei,vell vo sine kollege seged a aids gstorbe seit de tree
193,die bedflackboxe send borge ond selled em ira ondersuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,d amerikaner hends nachemsptortzum diktator sadam husshain ned gschafft för lh ond stabilitättzsorge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sni wo vode agression en aiti esch elätif höch,s niveau vode aggression en haiti esch relativ höch
196,de nahostegberter klärt wass bes zom ändi vom donel tramsineramsziit noch abpliere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marsell dobler ode fdplid aber öberrastend dütleche henderem rolandrii no böchel vod sfaup,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om d jortuusigändi hets nou borde sine höeponkt greicht mettlerwihre nähmed zahle aber scho weder ab,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,du machsc es paaen paarad,du machsch es bad för ehn parat
200,du rüehrsch enes mörctli,du rüehrsch wienes meitli
201,mängisch esch dchatz ommewenerufacht mengsh schlofft zi mängspotz i sech mängisch pelt zsie sogar jag de staubpfuseli oder rotze metde tote flügen ufem fänster semms,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,för d e molidubs ceft pterkurer chönnd sosini karriere zänggoh,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,om eshel ändlech me d subventionierig vom hossile brönnstoff uöre,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,är glaubt dass bi de verwandega halk emmer alli rotebluetkörpeli verdröckt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,bliibt das so chönnd di globali erfärmig on drükomma füf grad oder meh zuenäh wartet uneb,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,nach lang em hin ond här hemmer ösgsreded dech ängdgöltig vom verein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de lgreko het vell erligiösi belder ond fortres uusgmallt,de el greco hed vell religiösi belder ond portraits usgmolt
208,en familihedrama werden stüri trieber botretiert wo bescholdiget werd bestächigsgälder ahgnalz ha,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,sprächer betoned dasses ned drom gieng scholdigi z nemhme sonder d ufklärig voraztribe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ech mache die gät sälber ond verauffesi,ech mache die grät sälber ond verchaufe sie
211,si schnurtt emmler wenme sie streichlet hed,sie schnurrt emmer wemmer si gstreichlet hed
