,pred_str,text
18,ede letzste täg sind en au strali e zwar storzuetodrisgi hage chönner vom hemegheit,ede letzte täg send in australie zwar storzfluete ond riesigi hagelchörner fom hemmel gheit
19,awodesonmbevebiesche er blekrelle ond euge önpront wät,obwohl de sommer verbi esch zerpe grelle ond heugömper om dwett
20,onm biordiversität ider schstotsnegguet velli tier ond flanze arte segfördet,om dbiodiversität ede schwiz stohts ned guet velli tier ond pflanzearte send gföhrdet
21,dibs pi isc h hals sognanti sprachzu tex entschin gsprochnigsi ächsit itegsh kommentiere,deep speech cha als sognannti sprachzutextengine gsprochnigs e ächtzit e text konvertiere
22,dendgenatflake zomeschtemoesoord esch loht sech nöme lof eschtstelle,wenn genau dflagge zom erschte mol gheisse worde esch loht sech nöme loh feschtstelle
23,au emene ufnglech ezignoss bzeiterändlech e mod meini,au emene ufdrengleche zitgnoss seit er ändlech emol dmeinig
24,doderf abe heter sech zom könosserüefe,dodrufabe heter sech zom könig lo usrüefe
25,eneaub fochorze zietstpelledi betrofene stelle a wärde heiz rot ond möche blotere,innerhalb fo chorzer zit schwälle die betroffene stelle ah wätrde heiss rot ond möche blottere
26,mer händ jetze cräftig nordeschttström wwo d störigi es bes es metelmerum inebrengt,mer händ jetzt e chräftigi nordweschtströmig wo dstörige jetzt bes e mettelmeerruum inebrenge
27,deuera ond au d vor alperegione blibe sonnig,de jura ond au dvoralperegione bliebe sonnig
28,yelichfsoen öberhondet is dusig geischt de baroksall fode steftsbiblotek,jährlechbsueche öber hondertdrigtuusig gäscht de barocksaal fode stiftsbibliothek
29,oi gure aber au kalsestane tatare oder kiise,uigure aber au kasachstane tatare ond kirgise
30,ich befene clage ond dranglasiert worde globt ond belont,ich be fo ehne gschlage ond dranglasiert worde globt ond belohnt
31,de technokark esch es paradis verstardab onternähma ond jongi töftler wo ire entwecklig zomd dochboch verhälfewänd,de technopark esch es paradis för startuponternähme ond jongi töftler wo erere entwecklig zom dorchbroch verhälfe wänd
32,es sefür si abere grossi schanse velli vo ine amzkoleget räfe wenn aue chorze zit,es seigi för sie aber e grossi chance velli fo erne amtskollege zträffe  wenn au e chorzer zit
33,sonde losträte ffogenleche wo es grossi pare eschwetzerbrenge,sondern losträtte fo jugendleche wo jetzt grossi parteie es schwetze brenge
34,sseröf beete snationaltzim hu nöch dor dwm ond zegt xprosivbelder fode schwizer liectatletine nd ichtatlette,srf begleitet snationalteam hutnöch dor dwm ond zeigt exklusiv belder fode schwizer liechtatlethinne und liechtathlete
35,ond es ardet mer ofteech,ond es wartet niemert of dech
36,ech amini härzzetikeit nedestellevendobrüersch as wärdsärzbroche,ich chan mini härztätigkeit ned ihstelle wenn du brüellsch als wär dis härz broche
37,eris nör emmer alles äg,er esst mer emmer alles weg
38,es send bärne chaftwächsälbet gsi wode schaff beschlosze händ,es send dbärner chraftwärch sälber gsi wo dabschaffig beschlosse händ
39,osserdem heter si agsto ond het de prozaz onsachlech güert,osserdem häter sie ahgschroue ond het de prozäss onsachlech gfüehrt
40,edem fomilederama weren stüriteriberpoteretie wo bescholdiggwerd bestächigsolder agnozh,idem familiedrama werd en stüritrieber portraitiert wo bescholdigt werd bestechigsgälder ahgno zha
41,die meessine ond dialöc sind i provisiert worde,die meiste szene ond dialög send improvisiert worde
42,ie beda stöckkeräad nach mineeluneami owisiere,ich be das stöck grad nach minere lune am improvisiere
43,gqcäsgqwxhxebciögqixs ifenhqiggsigngc,er het nie glert rede het nie glachet ond het absoluti sexuelli ond finanzielle glichgöltigkeit zeigt
44,er esch nöme wellocarebil siesföi wetto het,er esch nöme velo gfahre well sis födli weh do het
45,sem het se nase grebe,sam het sech dnase grebe
46,kenao hani glot woni derschti gse ha,genau eso hani gluegt woni de ersti gseh han
47,er het handusgsteckt ond em schin vode lanmpa hanigseh dass zwi fo sineöche lufgschöftsengsi ond blitet hand,er het dhand usgstreckt ond em schien fode lampe hani gseh dass zwei fo sine chnöchel ufgschörft send gsi ond blüetet händ
48,usglent hani se gstolle,usglehnt hanis ned gstohle
49,wens abestehnt onde schneit esch de füielig nömewit,wens aber störmt ond schneit esch de früehlig nöme wit
50,si dansz met tierdaude wörzalt,sie tanzt met jedem wo deför zahlt
51,met wärde warselech alli onbehoffe see,mer wärde wahrschindlech alli onbeholfe si
52,ng blibiser haute und swahrbis mittinami,d sunnä blibt üs erhautä und zwar bis mitti nami
53,oder huz ckontakt mit denä öl isch gsundheitlech un bedänklich,o dr hutkontakt mit denä öl isch gsundheitlech unbedänklech
54,dert wärdä bsunders dachbauka unde schtandteilä für bärg hütte produziert,dert wärdä bsunders dachbaukä und beschtandteilä für bärghüttä produziert
55,är isch einä vo mitbegründer vom jung dütschwiider schpiufeium,är sich einä vodä mitbegründer vom jungä dütschschwizer schpiufium
56,aus frou hetsi sech d nuglehkeit vode habilitation müsse ekämpfä,aus frou hetsi sech d müglechkeit vorä habilitation müesse erkämpfä
57,d barbeuz isch vürnereie vo tier aartässeegrüntlech ungersuecht wordä,d paarbiudig isch fürne reihe vo tierartä sehr gründlech ungersuecht wordä
58,nau ischer idi damalig volkszehnä intä kriertwordä undd isch zumene bekantäfingerpickingitarischt wordä,schnäu ischer idi damaligi folkszenä integriert wordä und isch zumene bekanntä fingerpickinggitarrischt wordä
59,lutem wirtschafts ediker tomas beschurenner wärdä ungernämä zuenämes zu politischaktörä,lutem wirtschaftsethiker thomas beschorner wärdä ungernähmä zuenähmend zu politischä akteurä
60,är isch gaut wordä trotzdedenit zit wo ihmsi ahagaschtet wordä,är isch gwäut wordä trotz dä defizit wo ihm si aaglaschtet wordä
61,d grosmuet onzrotchäpp die schnappin erbedi,d grossmueter und s rotchäppli die schnappimer beidi
62,das i die bese ha gsehe,dassi di besser cha gseh
63,landirtschafts flächä äges landschaftsbiut vom schwizermituland,landwirtschaftsflächä prägä s landschaftsbiud vom schwizer mittuland
64,breid blätterigs chnabachutt dia oreeä isch erschwiz gschützt,breitblättrigs chnabächrut  die orchideä isch ir schwiz gschützt
65,wo obstpö im schtöe choi regumässig gartevögu wider garterord scpanz oder de schpächt beo bachtetzwärdä,wo obschtböim schtö chöi regumässig gartävögu wi dr gartärotschwanz oder dr schpächt beobachtet wärdä
66,ä knau gäup ä schmätterdinge flatteret überdwisä,ä knaugäubä schmätterling flatteret überd wisä
67,die drisg kuadratmeter grossi landwitschaft chöimer niachnaturschu zlehrbuech flegä,die drissg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech pflegä
68,es sem inträsse vorwüsseschaft wömetodä vor komplementärmetizin wüsseschaftlech erforscht würdä,es sig im inträssä vor wüssäschaft we methodä vor komplementärmedizin wüssäschaftlech erforscht würdä
69,abnüntz hät rüessächzg isch d verwändig veradi unm verbottä wordä,ab nünzähdrüäsächzg isch d verwändig vo radium verbottä wordä
70,in losaeinsceles gscha jogendlichi en durcschnid vier aucohouwärbigä am tag,in los angeles gsächä jugendlechi im durchschnitt vier aukohouwärbigä am tag
71,d lindä isch pis i mereri meter höchi mit chnouä bülä und wucherigä überseit,d lindä isch bis i mehreri meter hööchi mit chnouä bülä und wucherigä ubersäit
72,dr abrspiler bae isch blitzt schnau fürä gschossä und het perchopfsbauvo ändet,dr abwehrschpiler beier isch blitzschnäu fürägschossä und het per chopfbau vouändet
73,ä schtürnischä herbt bring dg witter und chauti luft,ä schtürmische herbscht bringt viu gwitter und chauti luft
74,die dänischi reagierig wo d mittinofmber bir ireise vo schweesä nach dänemarki grän konrouä ifüerä,die dänischi regierig wott mitti novämber bir iireis vo schwede nach dänemark wider gränzkontrouä iifüehrä
75,so sigebin china mit der asiaischä infraschtruktur inwestment bänk ä gägenentwurcht zum iwf entstande,so sig öppä in chinä mit dr asiatischä infraschtruktur investmentbank ä gägäentwurf zum iwf entschtandä
76,handlet sech drbii um me aus no mä nachivä angerricht,handlet sechs drbi um me aus numä nachhiufeungerricht
77,s noubore h öpunkt und diardusigwändi äreicht mittlerwille nämed d zahla vos noubordfahrre tendenzell ab,s snowboardä het si höhepunkt umd jahrtuusigwändi erreicht mittlerwilä nämä d zahlä vo snowboardfahrer tendenziell ab
78,und wi shtoptir ronalo,und wi schtopptmä dr ronaldo
79,am suntig und amäntig zitwiis sunnnigg,am sunntig und am mäntig zitwiis sunnig
80,sie scheff pbeseicheäraus gku efründ,si chef bezeichnet är aus guetä fründ
81,umä söt ändlech mit dr subventionierig vor ssilä bröndsctoffä ufhörä,und mä sött ändlech mit dr subventionierig vo fossilä brönnschtoffä ufhörä
82,es esch aber chuum z erwartä dass d nas hä di rundfüfezwänzg milliarte ustoller zusätzlech bechunt wo si für das projektkalkulert het,es isch aber chuum d erwartä dass d nasa die rund füfäzwänzg milliardä usdollar zuesätzlech bechunnt wosi für das projekt kalkuliert het
83,im betiert machte dr parnap ufem betribs eigenä wtze,im betriib machter dr powernap ufm betriibseigene wc
84,no bätreit hit iticki sächsunder bissibähunderd meter,no betreit hie d iisdicki sächshundert bis sibähundert meter
85,s ärnersotiauamt isch am mäntig vormitag fürne stellignam nid ereichbar si,s bärner soziauamt isch am mäntigvormittag fürnä schtellignahm nid erreichbar gsi
86,kopolan hetse  angeri unabhängigi schtutios aaglegt,coppola hetsech no angeri unabhängigi schtudios aagluegt
87,dänä hete sich ä nöi exischtänzmiüsse uffbue,dänä hetsisech ä nöii exischtänz müesse ufbouä
88,i het sech füri evoreiligi bemerkigschämt,si hetsech für iri voreiligi bemerkig gschämt
89,bring häg seivach um und brssierdermit hetsseit,bring die häx eifach um und pressier drmit hetsi gseit
90,sihetzsäch ni e der vo ert,si hetsech nie drvo erhout
91,füel ch gwieni im nächschte kampf hesidagseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und ja isch pa ostringegaut,und ja i schparä o s trinkgäud
93,du heischne gä und es gscpöter,du heschnä gärn und das gschpürter
94,du gas isch solit winä fäderä,du tanzisch so liecht winä fäderä
95,dr staudam sötti il flusbiegig eicher glnk ent sto,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir händ villmi z grauliche dumändztrue,mir hän viel mit vertrauliche dokumänt z due
97,zeckeget sind ische übeal,zecke gits inzwüsche überall
98,aber der forel und au d koaote und bärre sind im rezänte ickerbissefärnblibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für ganzosimeretüger sind ie relatif kine aucuarie canz siche probliematisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,eiantwort isch nid bekandade,ei antwort isch nid bekannt worde
101,noch zweiollibisch imintallie und zwei wältmeister titel het dr gündepfrenigssni laufbahn beändet,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,dr vorsag isc odr roumänische elite understützt warde,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,vo de örtus isch es witer ubrz gange,vo dört us isch es wiiter ufwärts gangä
104,in luzärn hämmeorn istig mobehochnäbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nur d wieste zördere wird nüd ändere,aber nur d priester z fördere wird nüd ändere
106,vodäne hän säcse achtzi komminiin proänt e rosse undschnoch ereä partnerschafft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wo au immer de polanzgi mit e neusch te wäg pressäntisch chunszu konterverse,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,drum stöntheme wie nuchhaltikeit und sibesbestimig vo de lokale affrikanische bevölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich  überzüktevor dass us de junge mensche ihri ahliege au un der breite wän,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,drotztäm het sich bim temazwuanderikt iistellig gänderet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,s arste mol siitr sasor nünd zäsbeneachtzigachachtzig gön wieder alli viersbiidg bestahlcogele indt schwi,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartisch bisme dosind,du wartisch bis mir do sind
113,si het sem älfachtür zuegnalt,si het em eifach d tür zuegknallt
114,am zistig und mitwuch no zum teissunnig igemeinschwiel und gwitterhaft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunder di höischrecesize uf em fält fast ussislich uffenander sie pare sich lege eie,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,ä bispiel der schffrei verpozi us züri het imrkobu zweidusigonnze für der jungesfaptndigiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,vellich sin wäge däm im schrebegarte im bro de holz bebasel fastmerkantonsflage zgseh as wii zerfahne,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,jedem faul riieft d mängi sovord us dr schiizsrichtr het geit zit zum reargiere,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,sie sölle und der wasser mangliglitte har dund bätte sit zu der mueter gotus,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die erelektrichi gletise händ nr khei t hermer stat ka,die erste elektrische glättiise händ no kei termostat kah
121,wos si si er net ihhole ramesi argstohles parzüg mehrfacht mt voller wucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä kugele isch nuchnäbe ihm in de bfoste vo evorba dach gschlage die alderi het en witverfehlt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mit de nantr gidet häwo,mitänander gredet hänmr
124,wenns aberstürm  schneit isch dr früelig nune wit,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewusst de rächtzochwodährä arttollurierich nit,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,ar um armt zifet,är umarmt si fest
127,iehramado fü otsis hand räkg,ihre maa do verstoht sis handwärk
128,daskalchmüer het leister ichim om mänt hardt dberschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,sie isch and s bet für grosoter kinga und hed gseit grosmuater was hes ufür grossi ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,alei it r eigna forschig und entwickligschafend armamultis das nid,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,sunna wind dr stetigi str fu gladna teili o sunna ins alenttlot wir d in sötignafelte im sunnsturm,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,diar ehrend sech vorest vo hui gümper und klina eidecxa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,binerabiationfom gefieder fälltie s schwartz sprenklig und lekig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,s gefieder in algemen stumpf schwartz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr swisskom sind derwartiga hühr als bi da andera aabüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,z gspröch het dr mi heilsai gfüert,ds gspröch het dr michael sahli gfüahrt
137,wia langidi stucgsuacht han het dr jgerdengt und si bücxsa agleite,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschi schlucht am glichnamifluss koschi isch bidruggend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,als restlichtverstärker hend sich wissi betüacher bewert wo in fallerichtig unda aal uusgleit werden,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,und dfert gits ihn iisland gnuag rund opplet suviel wia hün ud katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,neissafekt a a benelugsstata in datr u dr kinosklegend platz awiiser trinkald,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma köns aaneh dass s droktur vu noterda gretted und din nihrder gsantheit bewarzig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,dschwingerhösa as stargstuck schwiz,d schwingerhosa as starks stuck schwiz
144,sii tägstönd d banz andr neschnllmol dr pratmeila vuuaschingtend parat,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,worum henzsie eiendlich dütstand im aug,warum hend sie eigentlich dütschland im aug
146,das ghöri z oner a glaub wüdiga klipolitik,das ghöri zu nara glaubwürdiga klimapolitik
147,miarsend zuakonuft und wennd mit bestimma seit er si ond göstinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,ars sell dobler vu dr fdpict aber über raschend dütlich hindter am ronnal drino büchel vu der assvop zrug,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,dr kadetta spieller het abeuma gendz miarmünd z lovenia soieso schloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,sho afang senson seg z ziver arsinalgsider meister titel noch zweitusigund zwölf ider z gwe,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au bevor witera fell s ind dlabor untersochiga no uussteend,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wenn d maschina vorsichticg hen dr jänsen hin zogfüeckt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am suntig oda mentig sunnigi abschnitt dr neba aubewölkt,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d bilder sind prezise wie moderni producktvotografia mit ter iquisita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d müa hegend sich abe uszalt hüütz sind sini schoft icher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,geganüber kaa sturz üsrt si sich uf grund vum laufenda verfahra nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,mit dr hvau stüürvorlag hend d bundesrot und s parlament über d partei grenza ussa könna überzüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,die offenasaala vor letstas eson wer di nomolsorichtig usträga,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr ltischti son leonfüuhrte thäftig mit ira und si a igd bals inem starm,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no nie hanis mieglust uftiwie hüt ga,no nia han i so wenig lust uf di wia hüt kah
161,eiu dr zweimol hani gärtener gseh wu imerega gschafft hend wobiri mäaschina gspuckt und gorbst hend,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i hanmer zahlto agluage,i han mer ds auto aagluagt
163,e isch gsi als hett im as denkmol vum soggi gsopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,we o pressiarsch ereichsh no vorsunna ufganggstoss,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i hand igardiada teiamosor tiaert,i han diar dia dateia mol sortiart
166,sie spüt wass dusbicksch,sie spürt was du spürsch
167,stuf esch en absorute zahle gjechrologesch vo öppemilione bis öpemilioneor,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,abe er hed anedweder sproche,aber är hed au ned wedersproche
169,es bekant isch debiviell esch sozialkedizistem wo inchiinar brobt wierd,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,schlate dreuscht dass en züm schnel schadenehmt ond esseseni aktivitäb verlürt,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,i alli rechti esch danke rode vobiser edwälder omgäh,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,di chemisch üshtruguränderd scarcht dere vofvogsettin,di chemischi struktur ähnled starch dere vo fluoxetin
173,drondart esch emondanzeinzige profiet abberenne en dütand,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esch eine vode metbegrönder vom jonge düüth scwizer spefellnd,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,ide veräaigde state werd srade zel awienachte oder ne ortronke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,i aned onderdesse eri domeit iigsehh,d liane hed onderdesse ehri dommheit igseh
177,i zöri heisd früeli gs fäsct zächsi lite,en zöri heisst s früehligsfäst sächsilüüte
178,fu öterpflander salbera si s zemlech gross nach bulgar esch emarstäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de biöndgiwersitäit ide schwiz gosned guet fell tier un flanze arde send gfördet,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,s log mer auf deetigimeizi ponkt ond meit nor denne wen bindlinepflüed,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,ör es longeränke liitsi bispels wiss wörschreno komme eis ond nol komme abwisiver,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de net tunestäplaned o amitisch de wäk esch vode sonde,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es med alli teiltziel conückti vervözi ond s haubtzielb bevölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,wan i gen altosehr schmol khest worte neschlotsechnömefeststelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,si speicheret vellwiissi bluekhörpeli ond bluetgwätli e icha nuschöte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nachside promotion heder baldagfangee sech em auterenspord zuetzwände,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,e schallerdeng nores zweschehöch,es esch allerdengs nor es zwöschehöch
188,e gross et teil vormet lond zügdaropateem sonnigs ond trochnigswätter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esch ramodan osi wet inne öpesbiete,es esch ramadan ond sie wett ehne öppis biete
190,das bedüde glicht ziit ig auneit zom wä vode schwiz omde urnnersee,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wies of de friebarocki meistere gara waggio woser gar en mörteiseg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,vell vosie okollieg sege da aezgstorbeseitde tree,vell vo sine kollege seged a aids gstorbe seit de tree
193,die beide blakbocxsesend borge ond selled em ira ondesuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,damered kaner hend s nachemstortzomdiktator sade husseine gschaft för ruer ond stabei tezworge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sini mo vode agresion endheigi esch elathöch,s niveau vode aggression en haiti esch relativ höch
196,de naostexperdde klärt was bes zum ändivom dond tram sinder ab noch apassiere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marseldobler vode ft pelida öberrastend dütlich hend erm rolandrii no bichloodsvp,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om jordusigwändi hets nouborde sine höponktereicht mettler wehre nähmed zalabeo weder ab,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,du es baatverenparad,du machsch es bad för ehn parat
200,dur esch wennes weitli,du rüehrsch wienes meitli
201,mänge esch d chaz omewennerufacht mängsch schloftzi mängisch potzze sech mängischspill zies ogarr jagte staupfuseli oder rotzze metde tote flügen ufem fänstersembs,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,ör de emoligi ubschaft ptter kurer chönd zossinikari zänggo,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,ome sel ändlech mit d wogben zönierig vo vossile brönnstoff ufre,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,är glaupt das bede verwandig vohalg emmer alli rotebekörperlivertröckt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,blibt das so chöndglbalie ervärmig ond d rükomo fit grad odr me zu enä wartt unep,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,nach lang ond här henmer üs entschedetich änggöltig vom voreinabzwiise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de elgrecco het velle  gössi belder ond borter es us gmalt,de el greco hed vell religiösi belder ond portraits usgmolt
208,em famili ederame werdne stürig eder porteretiet wo beschodig edwerd bestächig s gälder agnaza,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,sprächer betoned dass es ned d romgjeng scholdigi znenne sand d ufchärig voratztriibe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ech mache digrdsälde o d aupesi,ech mache die grät sälber ond verchaufe sie
211,si schnor demmer demesigstrechet hed,sie schnurrt emmer wemmer si gstreichlet hed
212,ech lurges em twoah,ech lueges em auto ah
213,s belwenechenegrazkiziert ha esch hässlech se ehrez,es länged wenn dus grob skizziersch
214,är hes besh setz emmer gfört,är hets bes jetzt emmer gspört
215,ond ress heder sech em aplauswat,onderdesse heder sech em applaus badet
216,eisbiispil amson isch als klauabüter de zue überegange selber kompjuteschibz entwerze und s broduziere seit de buchman,eis biispil amazon isch als cloudabüter dezue überegange selber computerchips zentwerfe und zproduziere seit de buchmann
217,einzelni brocke werded au wesetlich wiiter tranzpoiert,einzelni brocke werded au wesentlich wiiter transportiert
