,pred_str,text
16,si händ sech bruef schudiom ond aktivil politik beter veribare,so lönd sech bruef studium ond aktivi politik besser veribare
17,är et d entschärna ondte decki buech vom mwolf ufgschnedde,er het en scher gno ond de decki buch vom wolf ufgschnette
18,ede letchte täg send ehne au strale het z warshtorzfluete ond riesgi hagechöner om hemmel gheit,ede letzte täg send in australie zwar storzfluete ond riesigi hagelchörner fom hemmel gheit
19,owodesom beferiesch zehr ble grelle ond hougön brondwe,obwohl de sommer verbi esch zerpe grelle ond heugömper om dwett
20,omn biodiwersitätie schwiz shotsneg guet felli tier ond ansarte send gfördet,om dbiodiversität ede schwiz stohts ned guet velli tier ond pflanzearte send gföhrdet
21,diep  itch c hals sognantisracht zu text enscin gsprochnig seächtit itexst kommentiere,deep speech cha als sognannti sprachzutextengine gsprochnigs e ächtzit e text konvertiere
22,wen genadflage zo merstmolgeisewodesch at sech nömelofcstelle,wenn genau dflagge zom erschte mol gheisse worde esch loht sech nöme loh feschtstelle
23,au emeufdreng lech et zi gose seitter ändlech e mot meinig,au emene ufdrengleche zitgnoss seit er ändlech emol dmeinig
24,doberfabe heder sech zom cönnig lousrgee,dodrufabe heter sech zom könig lo usrüefe
25,iner au b vochortezietschwelledi betroffene sele ah wär de heis rot ond bäche blotere,innerhalb fo chorzer zit schwälle die betroffene stelle ah wätrde heiss rot ond möche blottere
26,mer händ etzse chräfte nordeschtstemig wotstörigi es beses mettel merumine brengt,mer händ jetzt e chräftigi nordweschtströmig wo dstörige jetzt bes e mettelmeerruum inebrenge
27,de jur ond adforalpgione blibesomnig,de jura ond au dvoralperegione bliebe sonnig
28,jelech vsuechenöberhonde bristusig geisct de baroksal fode stef zbeotek,jährlechbsueche öber hondertdrigtuusig gäscht de barocksaal fode stiftsbibliothek
29,o iure aber au kalsa stane tatare oder kirgise,uigure aber au kasachstane tatare ond kirgise
30,ich be foenne gschlage ond drangläsjier vorde globt ond belont,ich be fo ehne gschlage ond dranglasiert worde globt ond belohnt
31,de technokark esch e paradis vor starda onternähma ond jongi döftler wo ihre entwecklig zom dechproch verhälfewnd,de technopark esch es paradis för startuponternähme ond jongi töftler wo erere entwecklig zom dorchbroch verhälfe wänd
32,es seig ifür si abere grosssi schtance velli vo ine amtzkolege zträffe wenn au e chorzer zit,es seigi för sie aber e grossi chance velli fo erne amtskollege zträffe  wenn au e chorzer zit
33,sondern losträtte vo jugenleche wo ets grossi partei wetzer brenge,sondern losträtte fo jugendleche wo jetzt grossi parteie es schwetze brenge
34,ssdert begleite snationaltin hutnöch dort wem ond seigt exklosifbele fode schwizer liechtatletine nddechtatlete,srf begleitet snationalteam hutnöch dor dwm ond zeigt exklusiv belder fode schwizer liechtatlethinne und liechtathlete
35,and es wardet nieeme r oeh,ond es wartet niemert of dech
36,ich a mini härztättig kei nedistell lewendobrüeh as wärdi särtzroche,ich chan mini härztätigkeit ned ihstelle wenn du brüellsch als wär dis härz broche
37,eristmer eme all es wäg,er esst mer emmer alles weg
38,es send bärne chraftwäch sälbe gsie od dabschaffig schlostde händ,es send dbärner chraftwärch sälber gsi wo dabschaffig beschlosse händ
39,osodem het er si aahgschro und het e prozäse on sachlech gfüehrt,osserdem häter sie ahgschroue ond het de prozäss onsachlech gfüehrt
40,edem fa miliedrama werden stüüritriber poeretiert wo bescholdig wiert bestächligäl der agnozah,idem familiedrama werd en stüritrieber portraitiert wo bescholdigt werd bestechigsgälder ahgno zha
41,die meischtes zene onde jalleeh sendi provissiert vorde,die meiste szene ond dialög send improvisiert worde
42,ie be dahstöckk rhat nach ind ere lunam en issiere,ich be das stöck grad nach minere lune am improvisiere
43,er het nie gleh trede het nie glacht ond se absoluti sexsoelli ond finonzielliglich göldigkeizeigt,er het nie glert rede het nie glachet ond het absoluti sexuelli ond finanzielle glichgöltigkeit zeigt
44,er esch nemewerlearew isfödli weto het,er esch nöme velo gfahre well sis födli weh do het
45,sem et sech dnase gree,sam het sech dnase grebe
46,kenau eso hane glotederstig gseh ha,genau eso hani gluegt woni de ersti gseh han
47,er et d handusgsheck ond em scin vode lampe hani gseh das zwei vo sinechöche lufgschöfzengsie blüetet hand,er het dhand usgstreckt ond em schien fode lampe hani gseh dass zwei fo sine chnöchel ufgschörft send gsi ond blüetet händ
48,ushl int hanis ned gstoche,usglehnt hanis ned gstohle
49,wenz aberstöl e schned esch de früehlig nöme wit,wens aber störmt ond schneit esch de früehlig nöme wit
50,sitans metiede odefzalt,sie tanzt met jedem wo deför zahlt
51,me wärde warschinlecha ombeholfe se,mer wärde wahrschindlech alli onbeholfe si
52,sunnablübtir hautä und spar bis mittinami,d sunnä blibt üs erhautä und zwar bis mitti nami
53,oder hutkontat mit denä öl isch gsundheitlich un bedänklich,o dr hutkontakt mit denä öl isch gsundheitlech unbedänklech
54,der tg wärde bsunder s dachbaka und beschtante für bärgütte broduziert,dert wärdä bsunders dachbaukä und beschtandteilä für bärghüttä produziert
55,är isch einä vodä mitbegrünä vom jungä dütdschwizschpiufium,är sich einä vodä mitbegründer vom jungä dütschschwizer schpiufium
56,aus frou heti sech d müglechkeit vor ä habilitation müssä erhkämpfä,aus frou hetsi sech d müglechkeit vorä habilitation müesse erkämpfä
57,d baarbitig isch fürnereiä vo tierartä sehrgrüntlech ungersuecht wordä,d paarbiudig isch fürne reihe vo tierartä sehr gründlech ungersuecht wordä
58,schnäu isch er idi damalegi volksze intä griert wordä und isch zumenä bekatä fingerpickingitarischt wordä,schnäu ischer idi damaligi folkszenä integriert wordä und isch zumene bekanntä fingerpickinggitarrischt wordä
59,lutem wiesras ediker thomas beschorner wärdä ungernähmä zuenämets zu politischä akträ,lutem wirtschaftsethiker thomas beschorner wärdä ungernähmä zuenähmend zu politischä akteurä
60,är isch gwaut wordä troz dä dfiit wo isi aglaschtet wordä,är isch gwäut wordä trotz dä defizit wo ihm si aaglaschtet wordä
61,d grossmuedrund s rotchäbli die schnain erbeidi,d grossmueter und s rotchäppli die schnappimer beidi
62,dass i di besser cha gsee,dassi di besser cha gseh
63,landwirtschafts flächerägäes landschaftsbiut vom schiermittuland,landwirtschaftsflächä prägä s landschaftsbiud vom schwizer mittuland
64,breit blättrigschnabächrut diä orchide ischi schwiz gschützt,breitblättrigs chnabächrut  die orchideä isch ir schwiz gschützt
65,o obsctpöm schtö chö j regumässige gartävögu wie dir garte rohrd schwanz oder di schpächt beobachtet wärdä,wo obschtböim schtö chöi regumässig gartävögu wi dr gartärotschwanz oder dr schpächt beobachtet wärdä
66,ä knau gäub w schmätterligä flatteret überdwisä,ä knaugäubä schmätterling flatteret überd wisä
67,die drisk kuadratmeter grossi landwitschaft chu in nid nach naturschutzleherbuech pflegä,die drissg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech pflegä
68,es sigim inträssä vor wüssäschaft we methodä vor komplementärmedzin wüssäschaftlech rforscht würdä,es sig im inträssä vor wüssäschaft we methodä vor komplementärmedizin wüssäschaftlech erforscht würdä
69,ab nünte rüesächzg ischd verwändig voradion verpottä wordä,ab nünzähdrüäsächzg isch d verwändig vo radium verbottä wordä
70,in lo seingelesst gsähchä jogendlechi im durcschnid vier aukoouwrbigä am taaag,in los angeles gsächä jugendlechi im durchschnitt vier aukohouwärbigä am tag
71,d lindä isch bis imei meter höchi mit chnouä dülä und wuchärigä überseit,d lindä isch bis i mehreri meter hööchi mit chnouä bülä und wucherigä ubersäit
72,dr abrschpiler beier isch blitschna fürä gschossä und het perchopfbau vo ändet,dr abwehrschpiler beier isch blitzschnäu fürägschossä und het per chopfbau vouändet
73,ä schtnischä herpscht bringt vi gwiter und chauti luft,ä schtürmische herbscht bringt viu gwitter und chauti luft
74,die dänischi regierig wo d mitti no vämber bir ireis vo schweedä nach dänemark widr gräs kontrouä iifüerä,die dänischi regierig wott mitti novämber bir iireis vo schwede nach dänemark wider gränzkontrouä iifüehrä
75,soopin china mi ter asiatische infrasctruckhtur in westmentbänk ägägenentwurcht zum iweäf entstande,so sig öppä in chinä mit dr asiatischä infraschtruktur investmentbank ä gägäentwurf zum iwf entschtandä
76,chandlet sechs drbi um mee usnumä achivä ungerricht,handlet sechs drbi um me aus numä nachhiufeungerricht
77,snouorrä het si hüepunkt und d arhtusig wändi ereichtitlerwiller nämbet zahla vos nou bortfahrä tendenzel ab,s snowboardä het si höhepunkt umd jahrtuusigwändi erreicht mittlerwilä nämä d zahlä vo snowboardfahrer tendenziell ab
78,und eschtoptme dr rranalda,und wi schtopptmä dr ronaldo
79,am suntig und am mäntig zitis sunnig,am sunntig und am mäntig zitwiis sunnig
80,si cheft bezeichnet är au s guetefründ,si chef bezeichnet är aus guetä fründ
81,umä shöt ändlech et dr suventionierig vo vossilä bröschtoffä ufhörä,und mä sött ändlech mit dr subventionierig vo fossilä brönnschtoffä ufhörä
82,es isch aberchumtz erwartä dass d nashädie rund füfezwänzg miliard usdoller zuesätzlech bechunt wo si für das projektkakuliert het,es isch aber chuum d erwartä dass d nasa die rund füfäzwänzg milliardä usdollar zuesätzlech bechunnt wosi für das projekt kalkuliert het
83,im betrieb mach dr dr puernäp uf betriebs eigenä wet,im betriib machter dr powernap ufm betriibseigene wc
84,no betreit hiet iistcki sächshundert bissiba huderd meter,no betreit hie d iisdicki sächshundert bis sibähundert meter
85,s bärner sozauamt isch am mäntig formitag fürne stellignam nid erreichbar gsi,s bärner soziauamt isch am mäntigvormittag fürnä schtellignahm nid erreichbar gsi
86,ckopola het ich no angeri unabhängigisctudios agluegt,coppola hetsech no angeri unabhängigi schtudios aagluegt
87,dänä heisi sich ä nöi exisctänzmüsse ufbouä,dänä hetsisech ä nöii exischtänz müesse ufbouä
88,si het sech füri voreiligi bemerki gschämt,si hetsech für iri voreiligi bemerkig gschämt
89,bring di häxseifach umm und baoierdermit hetsi gseit,bring die häx eifach um und pressier drmit hetsi gseit
90,zi jetzäch hed eder voh eaout,si hetsech nie drvo erhout
91,vilech gwienide närchschtä kampf het dr sgi d gseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und ja isch parä os trickgäut,und ja i schparä o s trinkgäud
93,du heschne gärn und as gscpürtä,du heschnä gärn und das gschpürter
94,do bants isch soliecht winä fäderä,du tanzisch so liecht winä fäderä
95,dr staudam sötti interflusbiegig eicher gelänk ent sto,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir händ vilmit votrau lichä dokrän das true,mir hän viel mit vertrauliche dokumänt z due
97,zeckke git sin sz wüsche übra,zecke gits inzwüsche überall
98,aber der fogel und au d kaiote und bäre sind d e mrzänte leckrbissefärm blibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für ganzosimerersüge sind diereladtifkine aguarieg gansicher probliatisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,ei antwort isch nid bekant worde,ei antwort isch nid bekannt worde
101,noch zwei olünpische metallie und zwei wältmeisterzitels et dr gündebenigs si laufban beänded,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,dr vorschäg isc vo de rumänische elite unter schützzt warde,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,vo d öortuus isch es wite ufär z gange,vo dört us isch es wiiter ufwärts gangä
104,i luzärn hämrund sischt i  morge vochnäbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nurd briestur zördere wird ni ändere,aber nur d priester z fördere wird nüd ändere
106,vodäne händ sächse achzüg komnünprozänt än grosse wusch nocherä partnerschaft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wo au immer de polanzgimitsimüschte wärg presänt isch chounsstukonto wse,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,dr usten theme wie nrchaltigkeit und eibspestimmig vo de lokalle afrkanische befvölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich be übezügtervor das uns de junge mensche ihri ahe au unterbreite wä,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,drotzdäm het sich bim pma zuewanderigt ihstellig gändet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,s erste molzcit r seso nün zesebene achtzig achte achtzig gön wiedr alli vüirs biidg gbresta cougele in schwit,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartisch bis a dosind,du wartisch bis mir do sind
113,si het em eifach dr zuegnallt,si het em eifach d tür zuegknallt
114,am zistig und mitwuch no zum eisunnig algemein shiel und gwitterhaft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunderdi höischrice sittzse uem fältast us chlieslich ufenandersi pareich lege aior,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,ä bispil dr cheffre verpozi us züri het iem opobu zweitusigundenze für dr jungi swaupkanditiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,velich sin wägedäm im schrebergarte im brodrholz bebasel fastär kanzunflake z xseh als chwizerfahne,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,noch jed em faul reft d mängi sovod us dr schizrichthet geit sizurmreargiehre,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,i sölle un der wassr mangel geitte ha drumd bäte siit zudr mueter gotes,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die erste ektriche etisse hänner keithermer staat gha,die erste elektrische glättiise händ no kei termostat kah
121,wor si si er neut ihole ramesie gstoles farzüg nefacht mit vollrwucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,äe kugele isch nrchnäbe im in de postebe vorbäl dach gschlagedie andri het en wit verfehlt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,i dienander greded hänne,mitänander gredet hänmr
124,wens abr  umt und schneit isch dr früehlig nüme wit,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewus de rächzsuch vo därä art tolerierich nid,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,är um armt t cifeschht,är umarmt si fest
127,ihr a nadrui stot sis hand wäg,ihre maa do verstoht sis handwärk
128,dasköich mir hed leiste wiellich imermmänt had duerschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,sie sch and s bet vur grossmuoterd ganga umd ed gseit grossmuoter was hesch dufr grusi ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,a lei mit dr eigna forschig und entwigligschaffan sarmamults das nit,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,dr sunna wind dr steätigi strum vu kladana teili wo zunna ins alentlot wird inseötigna fällzunem sunnasturm,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,di ernähredsech vorescht vo holgümper und klina eidecxsa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,binera variationfem gefidr fähltiahschwarts spränklig und räckig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,s gepider isch ae in stumpf schwarz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr suiskoms sind terwartigahüehr als bie da wandera abüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,z gspröch het e michelsahligfüehrt,ds gspröch het dr michael sahli gfüahrt
137,wie langidi schucgsuacht han het triegtenkt ud sini bübsa agleit,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschi sch lucht am glichnamiga fluskoschi isch beogend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,al zhräscht licht verstärker hend sicfisi betuöacher wewärt wo in falrichtig vu dä al usgleit werde,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,und färt iht sin iisland gnuag rund dopple so viel wia hünde katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,naissa fekt zuda benelugstata in theater odr kinozgregem platzawis er trengald,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma könt ane das d struktur vu noter dam gretet und din nierder gsateit bewartzig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,d schwingerhosa as starg schwiz,d schwingerhosa as starks stuck schwiz
144,si täg stön d d banzzer an dresch nullmoal dr prachtmeila vu uaschinkten parat,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,warum hend sie eigne dütschland im aug,warum hend sie eigentlich dütschland im aug
146,das ghöhr idz undra glaubediga klima politig,das ghöri zu nara glaubwürdiga klimapolitik
147,miar sind zuakonufogwent mit bestimma seit er si mon köstinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,dr marsiel dobler vu dr ftp ligaber üver raschend dütlich hen der am runnall drino büchel vudesvopezrugg,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,dr kadeta iiler het aber numa gmeinz miar mühnd so wenia sowieso schloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,scho afang säsong sig z zil für arzinal gsidr euster titel nochzweitusig undwöllf ider zgwönna,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au bi viar witera fell sabor untersuochiga no uusstehend,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wen d maschina vosichptig het dri jenzan hinzuagfüagt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am suntig und a mantig sunnig abschnitt dr neba o bewölgt,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d bilde sind prezie se o derni prukt votografia mit alteariguisita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d müha hegend sich aber uszsalt hü send sini schof sicher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,gnüber kassasturtz üssüred si sich uf grund vum l aufenda verfahra nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,diter ahfau stüürvorlag hend dr bundesrot nd s parlament über parteigrenza ussakö über züga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,diea offamasandala vur litschta seson wer inomol sorichtig ustrega,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr eltischti son lehon flürta thafdigmit ira und si er legt baldt sinem scharm,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no nia hani soini glusctti wia hüt ghah,no nia han i so wenig lust uf di wia hüt kah
161,ei u dr zeimohl hani gärtner gseh wo im rega gschaft hend wo biri mähma schina gspucktum corbst hend,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,ii hanmer zauto ahggluargkt,i han mer ds auto aagluagt
163,as isch si als het im as denkmol vom sockel gschopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,wen deperesiarscht ereich no vor sunna ufgang stros,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i hand di ar diadataeiamolortiart,i han diar dia dateia mol sortiart
166,sie spt wa dusbürsch,sie spürt was du spürsch
167,schuffe esch en absoutezahle e ch ronologisch vo öppe millione bes öppe millione jor,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,aber är hed äned wede sproche,aber är hed au ned wedersproche
169,s bekant isch de bii spil isch soialkhe d izistem wo nchine brobt wird,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,d schlächt edreisch dass enzimschnean schadteit ond e swossi mi akhtiwi täverdüt,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,i alli rechte esch dankerode vo wise ond walderum gä,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,die em isch sch drukur ändl ert sctarchtere vo fuegset in,di chemischi struktur ähnled starch dere vo fluoxetin
173,dondfart esch moondae einzige profietabberenne ien dütschland,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esch eine vode meppegröde vom jonge dütschwizer spelfellm,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,i de freinig de state wed stralleded zöel a wernachte oder neu joe trunke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,lianed onderdee eeommeiigseh,d liane hed onderdesse ehri dommheit igseh
177,en zöri heit rüehligsfäschtächsi lüte,en zöri heisst s früehligsfäst sächsilüüte
178,fuetere pflanzter sauber a sini hof esch zemmlech glross nach bolgar esch e mastäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de besi währ si tät ide schitz gohtz ned gued vel tiehr ud flanzerarte send gföret,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,so logmer auf de richtigi meizi ponkt ond meit oer denne wen bingli nefrüged,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,för es longe ränke lii si bispells wiis zwörsche no komme is ond nodkomeacht milisiwe,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,den net do stäpplanet w am wiitischde wägkesch vosonne,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es m alli teil ziel konnükti verfölld zi vom shaubtziel zerföülle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,wen genaut fahno sehr sch moist worte eschlotsech nömeest stellle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,sie speicheret vell wiisie bluehtghörpeli ond bluet bätli d siechanuscthötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nach siner e promotion heder baldafang sech em aueen sport zuez wände,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,es esch alerdeingsoneszüu eschüch,es esch allerdengs nor es zwöschehöch
188,e grosse tau vo metelon züdaropadorom sonnigs ond zochnigswätter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esch raan ond sie wet ine öppis biete,es esch ramadan ond sie wett ehne öppis biete
190,das bedüde glüiech zidig aunei zom wäg vo de schwiz om de ornnlre,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wis uft de früewaracki meistere gara watgjho o sogar en mörder gsiseg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,pfel vo sie kolliege sege da eiedz gstoe seiter tree,vell vo sine kollege seged a aids gstorbe seit de tree
193,die beide blak bokes end borge ond säeled em iralm ondersuef wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,damerekaner hed s nachem stortzom diktatwor sadem hussein ned gschaft för lue ond shtabedität zorge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sini m ofaagrestion en heiti isch elativ höch,s niveau vode aggression en haiti esch relativ höch
196,denal ostegspertde kart was bes zom ändie v om golendtampsiner amste noch apasiere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de maro dobler vode fdpelid aber öberraschen tütlech henderm rolandrii nobechol vo ds verp,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om djortuusigwändi heds nouborde sinde höhunk terächt metlerwihre näme zala aber sceder ab,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,du machsch es bat verehn perrad,du machsch es bad för ehn parat
200,dur wüerschwene eitlih,du rüehrsch wienes meitli
201,mängischischtchadz ome wenneruffacht mängsch schloft si mängsh potzzie ich mängish spel sis ogar jagde staubfhuseh oder rotzz met de tote flügen ufem fänster sems,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,för de e moligi ubsscheffb fer kuurer hand so sini kariere zängkoh,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,omer sell äntlech met de subwenioniefo vo sile bönstoff uf öre,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,är glaupt dass bede verwandig vom haug emmer alli rode bluetkörperli vertröckt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,blibt das so chönt digrobali erwermig ond drükomma füf grad ode me zuenwartt unep,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,nach lang em hiin ond här hen mer üs ent schede dech ängöntig vom verein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de elgrecho hets vellrerig jösi gelder ond borter es usgmalt,de el greco hed vell religiösi belder ond portraits usgmolt
208,em fomiliedrama werden stüri triber portretiet wo bescholdiged wert bestächigsgäragnaz ha,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,spräche betone dass e sch ned trom gienge scholdigiznenne sonder d ufklärig voraztribe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ech mache i grät alber omp vechauffe si,ech mache die grät sälber ond verchaufe sie
211,sie sch norte emm er wöesigstreichlet hed,sie schnurrt emmer wemmer si gstreichlet hed
212,ech es em hantuar,ech lueges em auto ah
213,s belwenech ihnegladzkiziert ha esch häsech rasi ehres,es länged wenn dus grob skizziersch
214,är hets  d immer gspört,är hets bes jetzt emmer gspört
215,ondr es heder cahem appus badet,onderdesse heder sech em applaus badet
216,eisbi spiel amason isch als klaudabüter dezue übere gane selber komputertschibzs enttwäfe unz produziere seit de buchmann,eis biispil amazon isch als cloudabüter dezue überegange selber computerchips zentwerfe und zproduziere seit de buchmann
