,pred_str,text
52,d sunna bligt üserhartä und zwarbis mitti nami,d sunnä blibt üs erhautä und zwar bis mitti nami
53,o dr hutkontckt mit denä öl isch gsundheitlech unbedänklech,o dr hutkontakt mit denä öl isch gsundheitlech unbedänklech
54,ert wärdä bsunders dachbaukä und beschtandteiler für bärghüttä produziert,dert wärdä bsunders dachbaukä und beschtandteilä für bärghüttä produziert
55,är isch einä vodä mittbegründeär vom jungä dütschwizer schpiufium,är sich einä vodä mitbegründer vom jungä dütschschwizer schpiufium
56,aus frou hetr sch d mülechkeit vorä habilitation müessä erkämpfä,aus frou hetsi sech d müglechkeit vorä habilitation müesse erkämpfä
57,d baarbiudig isch fürne reiä vo tieraartä sehr gründlech ungersuecht wordä,d paarbiudig isch fürne reihe vo tierartä sehr gründlech ungersuecht wordä
58,schnau ischer i di damalgi volkszehnä integriert wordä und isch zumen bekantä fingerpickin gitarrischt wordä,schnäu ischer idi damaligi folkszenä integriert wordä und isch zumene bekanntä fingerpickinggitarrischt wordä
59,lutem wirtschaftsetiker tomas beschorner wärdä ungernämä zuenämeds zu politischä aktörä,lutem wirtschaftsethiker thomas beschorner wärdä ungernähmä zuenähmend zu politischä akteurä
60,är isch gwäut wordä trotz dä dfizit wo ihm si agluschtet wordä,är isch gwäut wordä trotz dä defizit wo ihm si aaglaschtet wordä
61,d grossmueter uns rotchäppi wie schnappi mer baidi,d grossmueter und s rotchäppli die schnappimer beidi
62,dass idi besser ha gsehe,dassi di besser cha gseh
63,lahndwirtschaft flächä brägäs lancabiud vom schwizer mittuland,landwirtschaftsflächä prägä s landschaftsbiud vom schwizer mittuland
64,brengblätterigs chnabächrutt die orchidea isch ir schwiz gschützt,breitblättrigs chnabächrut  die orchideä isch ir schwiz gschützt
65,wo obshtböim schtö chöi regulmässig gartävögu widr gartärortschwanz oder dr schpächt beobachtet wärdä,wo obschtböim schtö chöi regumässig gartävögu wi dr gartärotschwanz oder dr schpächt beobachtet wärdä
66,ä kna gäuder schmätterling flatteret über dwisä,ä knaugäubä schmätterling flatteret überd wisä
67,die drisg kuadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuch blegä,die drissg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech pflegä
68,es sig im inträssä vor wüssäschaft we methodä vor komplmentarmedizin wüsseschafftlech erforscht würdä,es sig im inträssä vor wüssäschaft we methodä vor komplementärmedizin wüssäschaftlech erforscht würdä
69,ab nünzähdrüesächzg isch d verwändig vo radium verbutä wordä,ab nünzähdrüäsächzg isch d verwändig vo radium verbottä wordä
70,in lasangeles gsäichä jogendlechi im ducschnit vier aukohowärbigä am trag,in los angeles gsächä jugendlechi im durchschnitt vier aukohouwärbigä am tag
71,d lindä isch bis i mereri meeter höchig mit chnouä bülä und wucherigä überseit,d lindä isch bis i mehreri meter hööchi mit chnouä bülä und wucherigä ubersäit
72,dr awerschpieler baier isch blittz schneu fürä gschossä und het ber chopfbau vouändet,dr abwehrschpiler beier isch blitzschnäu fürägschossä und het per chopfbau vouändet
73,ä schtürmischä herbst bringt viu gwitter um chaudä luft,ä schtürmische herbscht bringt viu gwitter und chauti luft
74,die dänischi regierig wo d mitinofnper bir ireis vo schweedä nach dänemark wider gränzkontrouä iifüehrä,die dänischi regierig wott mitti novämber bir iireis vo schwede nach dänemark wider gränzkontrouä iifüehrä
75,so sig öpin china mit dr asiatischä infrastruktur in westmnbänk ä gägenentwurfzum iwff entschtandä,so sig öppä in chinä mit dr asiatischä infraschtruktur investmentbank ä gägäentwurf zum iwf entschtandä
76,handlet sech drbi um me us numä nachheivä ungerricht,handlet sechs drbi um me aus numä nachhiufeungerricht
77,snoubordä hetsi hüeh punkt und jahrtuusigwändi erreicht mittlerwillä nähmeddzahlä vo snoubordfahrer tendenziell ab,s snowboardä het si höhepunkt umd jahrtuusigwändi erreicht mittlerwilä nämä d zahlä vo snowboardfahrer tendenziell ab
78,und wi schobt nud r ronaldo,und wi schtopptmä dr ronaldo
79,m sunntig und am mäntig zit wiis sunnig,am sunntig und am mäntig zitwiis sunnig
80,si scheft bezeichnet dä as guetä fründ,si chef bezeichnet är aus guetä fründ
81,umä söt ändlich mit dersubvenionierig vo vossilä brönnschtofä ufhörä,und mä sött ändlech mit dr subventionierig vo fossilä brönnschtoffä ufhörä
82,es isch aber chumz erwartä dass d nasäd irund füfäzwänzg miliardä uszollr uesätzslech bechunt wo si vürd projekt kalkuliert het,es isch aber chuum d erwartä dass d nasa die rund füfäzwänzg milliardä usdollar zuesätzlech bechunnt wosi für das projekt kalkuliert het
83,im betrib machte dr pauernap ufem betribseigena etse,im betriib machter dr powernap ufm betriibseigene wc
84,nobedrit hie d isdicki sächshundert bis sibähundert meter,no betreit hie d iisdicki sächshundert bis sibähundert meter
85,sin ärnerssoziauamt isch am mäntig vormitag fürnä shtellignahm nid erreichbar gsi,s bärner soziauamt isch am mäntigvormittag fürnä schtellignahm nid erreichbar gsi
86,gopma hetsech nu angeri onabhängigi schtudios aaguegt,coppola hetsech no angeri unabhängigi schtudios aagluegt
87,dänä heisisech ä nöui exischtenz müs ufbouä,dänä hetsisech ä nöii exischtänz müesse ufbouä
88,sie hetsech füreri voreilig bemerki gschämt,si hetsech für iri voreiligi bemerkig gschämt
89,bringdi hägs eifach um und pressier dermit het si gseit,bring die häx eifach um und pressier drmit hetsi gseit
90,si hetsäch ni dervoh eout,si hetsech nie drvo erhout
91,vilg weni im nächsctä kampf het dr siida gseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und ja isch parä ostrtgäud,und ja i schparä o s trinkgäud
93,du heschnä gän und di gschpürter,du heschnä gärn und das gschpürter
94,du tansisch so liecht winä fäderä,du tanzisch so liecht winä fäderä
95,dr staudamm sötti in dr flussbiegig eiche änk entstoh,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir hän vill mis vertrauliche dokumänt zutue,mir hän viel mit vertrauliche dokumänt z due
97,seggegets inzwsche über al,zecke gits inzwüsche überall
98,aber dr fogel und au d kojote und bäre sind m rezänte lekobisse färn blibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für ganz grossi mererzüg sindie relativ kine akuarie ganz sicherer problematisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,eiantwort isch nid bekannt worde,ei antwort isch nid bekannt worde
101,noch zwei olümtische metalle und sweiwältmeistertitel het dr gündepfäig si laufbahn beändet,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,dr vorschlag isc vo de romänische ebite unterstützt worde,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,er drtus isch es witer ufwärs gange,vo dört us isch es wiiter ufwärts gangä
104,in luzärn hämer am zilig morge hochnäbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nur d briestuzförkhere wird nüd ändere,aber nur d priester z fördere wird nüd ändere
106,vo däne händ säckeachtzig kommunün prozänt en grosse wunschnechere partnerschafft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wo au immer de polanzki mit sim nöuse wärk presänt isch chunszukontorwerse,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,drum stöhnd teme wie nochhaltiggeit und säilbsctbestimmig vo de lokale afrikanische bevölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich be überzügt dr foz uns de junge mensche ihri ahlige au unterbreite wän,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,trotzdäm hets sich bim thema zuewandlig d istellig gänderet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,s erste mollsitersessor nünzähsbenachzig achteachzig gn wieder alli vier spied kkristallkogele in schwiz,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartisch h bis mir d sind,du wartisch bis mir do sind
113,si het em eifach türzregnoallt,si het em eifach d tür zuegknallt
114,am zistig und mittwuch nur zum teilsunnigalgemein schwie und gwitterhafft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunderti huschrecke sitze uf em feld fast usschliesslich uf enander si pare sich lege eio,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,ä bispieldr ceffri fer pottzin us züri het im oktober zweitusigunnünzäh für dr jungi svp kandidiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,villichtsin wäge däm im schrebegart im bruder hollz bebarsel fasct mhrkantonsflacke s gseh als schwiizer farne,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,noch jedem faul rüeft d mängi soft us dr schiizrichter het geit sit zum reagiere,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,si sölle unter wasser mangell glitterhaum bättesit zir mueter gottes,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die erste elektrischeglettisehämmer keitfhermer stat ka,die erste elektrische glättiise händ no kei termostat kah
121,wo si si ernöut iihohle ramme si ier gstohlels farzüg mehrfach mi vollur wucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä kurgele isch norchnäbä ihm in de pfoste vome vohrbaldach gschlage die andri hetsnd wiier fehlt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mit enander gridet hänmor,mitänander gredet hänmr
124,wens aber strmt und schneit isch d rdelig ndme wiid,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewusst de rächtsbruch vo däre art tolerieer ich nid,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,ä um am g shfest,är umarmt si fest
127,ihre mado ve storz sis handwärk,ihre maa do verstoht sis handwärk
128,dasich mir het leiste willich i momänt had berschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,sie isch an ds bet vur grossmuoater ganga und het gseit grossmuad was hesch du fer gross ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,alei mit dr eigena forschig und entwiggligschaffend farmamultis das nid,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,dr sunnawind r stetigi strom vu gladana teil übu dsunna ins ahlent loht wird ins söttigna fells sunnasturm,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,dia ernähren sich voregt wu hougümper und klina eidecxsa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,bineara wariationfefider fehlt ia schwarz sprengklig und fleckig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,s gkffider  algemind stumpf schwarz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr cuisskommt sind erwart a höhr als bi da andera aabüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,dz gspröch het der michell sahli gfüah,ds gspröch het dr michael sahli gfüahrt
137,wia langi di sctuckacht han het dr jager tenkt und sini bücs agleit,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschischcht am glichnomiga fluss koschi isch beidrugend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,als restlichtverstärker hend sich wissi betö bewäht wo in fallrichtig vu da al usgleit werden,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,und pferd gits in island gnuag rund doplet so vil wia hünd und katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,naissaffekt zuda benelugstarta in tealer uder kioz kregen platz awisertringeld,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma könt aneh dass d truktur vu noteram grettet und in ihrer gsamtheit bewahrt sig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,d schwingerhosa as starksstup is,d schwingerhosa as starks stuck schwiz
144,siit däg stöhnt d banzser an der nshnall mol dr prachtmailer vo woaschingtn parat,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,warum hend sie eigentlich dütschland im aug,warum hend sie eigentlich dütschland im aug
146,das ghöri zum abwürdia klimapolitik,das ghöri zu nara glaubwürdiga klimapolitik
147,miar sind zukfunft und wennd mitbestimma seit dr simonstinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,dr marsil dobler vu der fdp ligt aber überraschenddütlich hinter am ronaldrino buchel vu dr svopzrugk,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,dr adetta spüler het aber numma gmein miar münds lo wenia sowiso schloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,scho afang sason segts zil für arzenal gsi der meistertitel noch zweituusigundzwöllf vwieder z gwönna,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au i viar wiitera fell sind d laboor untersochig a no uussteend,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wenn d maschina vorsichtig het dr janzen hin zuagfüagt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am sunntig und a mentig sunnigi abschnitted eba au gfölgt,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d bilder sind prezisa wia moderni produktfotografia mit alta requisita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d müha hege sich aber uszalt hüt sind sini schoff sicher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,gegenüber d kassasturz üsseret sie sich uf grund vum laufenda verfahra nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,mit dr ahfu stüürforlaag hend dr bundesrot und s paliament über d partigrenza ussa könna überzüüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,dia offana sandala vur lita sason wirdi nomol so richtig uusträga,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr älteschti son leon flüahrtt häftig mit ihra und sie erlegt balde im scharr,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no nie hani so mini glust uf di lüt gha,no nia han i so wenig lust uf di wia hüt kah
161,ei udertzwei mohani gärtner gseh wo ihm rega gschafft hend wobi iri mhmaschina gspuckt und gorbst hend,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i han mer ds auto agluagt,i han mer ds auto aagluagt
163,es isch gsi als het dimas deink mol vum sockel gschopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,wenn du pressiarsch erreich da vor sunna ufgang dstrosss,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i han di er dia da taiamossrtiart,i han diar dia dateia mol sortiart
166,sie spt was du spürsch,sie spürt was du spürsch
167,stuf esch en absolute zahle geochrnronnloxisch vo öpe millione bis öppe millione johr,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,aber är hed a ned wedersproch,aber är hed au ned wedersproche
169,s bekanntischte bispil isch sozialkaditsystem wo in chim er brobt wird,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,s schlächt e eu sch dass entem schnell schade nemmt ond e so sini aktivität vellürt,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,die alli rectige esch dankerode fo se ond wälderongäh,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,di chemstruktor ändlet scharch derre vo fluegsetin,di chemischi struktur ähnled starch dere vo fluoxetin
173,drondrt esch mondanz einzige profiletaperenne in dtchland,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esch eine fode metpegräder vom jonge dütschwiizer spelfell,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,i de vereinige staate werd tradützöl a wienachte oder nojohr tronke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,wie hsned unteresse eri dommheit iigseh,d liane hed onderdesse ehri dommheit igseh
177,in zörli heissts früehligs fäsctzächsi lüte,en zöri heisst s früehligsfäst sächsilüüte
178,etter pflanzer saldeah sine hof esch zemlec gross nach bulgareschem marstäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de büediversität ide schwiiz gohts ned guet  vell zr ond flanzearte send bfördet,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,so logt mer au uf de rechtigi meizitponkt ond meint nordenne wenn d binti ned pflüged,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,föres longenke liit sie bispiellswiss zwösche nul komme eis ond nul kome achtmilli siwer,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de netun esch dä planet w am e wäg esch vode sonne,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es mönd alli teilzil konüuktiv erföllt sii oms hauptfiel zerfölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,wenn genaut fahne sehr schmolket worde esc goht sech nömme fest stelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,sie speicheret vill wissi bluetkörperli ond blueewärtgli wo sich an usschötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nach sinere promotion heder bald agfange sech em auto en sport zue z wärde,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,es esch allerdigs nor es zwösche hch,es esch allerdengs nor es zwöschehöch
188,i grosse ta vo mitelond südauropa dor om sonnegs ond trochnigs wätter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esch r aadan ond si wert inne öwis biete,es esch ramadan ond sie wett ehne öppis biete
190,das bedütet glichziitig au neidzom räg fode schwiz om d urnersee,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wiisst uf de früehbarocksc meisterd caravaggio wo sogar en mörder gsi seg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,felfo sine kollege seged a sgstorbe seit de fre,vell vo sine kollege seged a aids gstorbe seit de tree
193,die beidflackboke send borge ond selled em iran ondersuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,d amerikaner hend s nachem sorzom diktator sadem husshein ned gschaft för lh ondstabilität sorge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sni wo fode aggression e eiti esch elltiv höch,s niveau vode aggression en haiti esch relativ höch
196,de naostegsbertder kläart was bes zom ändi fvom donn tramm siner omszit noch abpatiere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marsell dobler ode fdplid aber öberraend düdlech henderem rohlandri no böchel fo d sfup,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om d johrtusigändi hets nou borde sine höhponkt reicht mettlelrwile nähmed zahle aber scho weder ap,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,du machsch es pal en parad,du machsch es bad för ehn parat
200,du rüarsch weners mökli,du rüehrsch wienes meitli
201,mängisch sch tchatz omewenner ufacht mängs schlofzii mängspozsi sech mängishspiellt sie sogar jagd staubpfusseli oder rotz met de tote flügen ufoem fännstersemms,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,förde emondubs cefpeter kurer chönd sosini kaere zänd goh,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,ommer sell ändlich met d subvenntionierig vom fossile brennstoff ure,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,är glaubt dass bi de verwandege halk emmer alli rote bluekarpeli ver drückt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,bliibt das so chönnd di globali ervärmig onm drü komma füf grad oder me zuenah warted uneb,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,nach lang em hiin ond här hemmer ösg seded sech änggöltig vom verein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de elgreko het vell rigiösi belder om fortres usgmallt,de el greco hed vell religiösi belder ond portraits usgmolt
208,en familiedrama werden stüri triber poetiert wo bescholdiget werd bestächigsgälder ahgnolltz häa,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,sprächer betoned dasses ned drom gieng scholdigiz nehme sonder d ufklärig voraztriebe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ech mache die glät sälber ond verauf e si,ech mache die grät sälber ond verchaufe sie
211,sie schnortd emmler eme sie streichlet hed,sie schnurrt emmer wemmer si gstreichlet hed
212,eh floge se autoah,ech lueges em auto ah
213,s belwoneche inrgrad skestiert ha esch hässlicher als e ires,es länged wenn dus grob skizziersch
214,är hets bis etz emmer gschmt,är hets bes jetzt emmer gspört
