,pred_str,text
17,er het den schergno ond de decki buech fom wolf ufgschnette,er het en scher gno ond de decki buch vom wolf ufgschnette
18,ede letscte täg send en australi esar storzfluete ond wisigi hagel chönner vom hemel gheit,ede letzte täg send in australie zwar storzfluete ond riesigi hagelchörner fom hemmel gheit
19,a wol de sommer fsbi sch erble grelle ond houm brontwet,obwohl de sommer verbi esch zerpe grelle ond heugömper om dwett
20,om biotigersität ede schwiz schot zneguet velli tier ond flanzearte send gföhrdet,om dbiodiversität ede schwiz stohts ned guet velli tier ond pflanzearte send gföhrdet
21,debs cwischt chalss sognanti sprach zu texentchin gsprochnigsiächtzit e text kommentiere,deep speech cha als sognannti sprachzutextengine gsprochnigs e ächtzit e text konvertiere
22,wen genaud flage zom erste mol gheisse worde esch lohtsech nöme loh feschtstelle,wenn genau dflagge zom erschte mol gheisse worde esch loht sech nöme loh feschtstelle
23,au emene ufdrengleche zignoss seit der ändlech emodmeini,au emene ufdrengleche zitgnoss seit er ändlech emol dmeinig
24,dotrf abe heder sech zom könnig loh usrüefe,dodrufabe heter sech zom könig lo usrüefe
25,ennernhaub vo chorze zit schwelledi betroffene stelle a wärde heis rote ond möche blotere,innerhalb fo chorzer zit schwälle die betroffene stelle ah wätrde heiss rot ond möche blottere
26,mer händ jetz e chräftige nordweststömmig wo d schwrigi es bes es mettelmeer umine brengt,mer händ jetzt e chräftigi nordweschtströmig wo dstörige jetzt bes e mettelmeerruum inebrenge
27,de tura ond au d voralp regione bliebe sonnig,de jura ond au dvoralperegione bliebe sonnig
28,jehrlech versuechen öberhondet dristuusig geist de baroksäll fode scheftzbibliotek,jährlechbsueche öber hondertdrigtuusig gäscht de barocksaal fode stiftsbibliothek
29,u igure aber au kalsa stane tatare oder ki ghise,uigure aber au kasachstane tatare ond kirgise
30,ich befene gschlage ond der ankassiert worde globt ond belont,ich be fo ehne gschlage ond dranglasiert worde globt ond belohnt
31,de technokhark esch es paradis füor starca bonternähme ond jongi töftler wo ehre entwecklig ond dorchbroch verhälcfe wänd,de technopark esch es paradis för startuponternähme ond jongi töftler wo erere entwecklig zom dorchbroch verhälfe wänd
32,es segi för si abere grossie schance velivo ine amtskollege zträffe wenn au echorzer zit,es seigi för sie aber e grossi chance velli fo erne amtskollege zträffe  wenn au e chorzer zit
33,sondern losräte vo jugendleche wo jetzt grossi parteie es schwetzer brenge,sondern losträtte fo jugendleche wo jetzt grossi parteie es schwetze brenge
34,sserlff begleitet de nationaltihh nöcht dor d wm ond säigt eplusivbelder vode schwiz erliechtatlet ond echtatlete,srf begleitet snationalteam hutnöch dor dwm ond zeigt exklusiv belder fode schwizer liechtatlethinne und liechtathlete
35,ond es warted ned roft dech,ond es wartet niemert of dech
36,ich he mini härztätig keit ned istellle wenndu brüehlsch als wärdüi s härz broche,ich chan mini härztätigkeit ned ihstelle wenn du brüellsch als wär dis härz broche
37,er est mer emmer alles wäg,er esst mer emmer alles weg
38,es send bärne chraftwäch sälbergs wode abschaffig beschlosse händ,es send dbärner chraftwärch sälber gsi wo dabschaffig beschlosse händ
39,osserdem het er sie ahgschou ond hedt de prozäss osachlech gfüehrt,osserdem häter sie ahgschroue ond het de prozäss onsachlech gfüehrt
40,edem familiedrama werden stüritriber potreisiert wo bescholdig wierd bestächigsgälder ahgnoh zhah,idem familiedrama werd en stüritrieber portraitiert wo bescholdigt werd bestechigsgälder ahgno zha
41,die meistes sen ond dialö send i provisiert worde,die meiste szene ond dialög send improvisiert worde
42,i be dah stöck ka nach minere lune ame provisiere,ich be das stöck grad nach minere lune am improvisiere
43,er het nie  glehrt rete het nie glache ond e absoluti sexsuelli ond finanzelliglich göldigkeit zeigt,er het nie glert rede het nie glachet ond het absoluti sexuelli ond finanzielle glichgöltigkeit zeigt
44,er esch neömer elopfe will sis schöt lito het,er esch nöme velo gfahre well sis födli weh do het
45,same he sech dnase grebe,sam het sech dnase grebe
46,genaue so hani gclogtin de erschti gse han,genau eso hani gluegt woni de ersti gseh han
47,er het d hande usgscteckt ond em schine fode lampehanni gsih dass zwoi fo sine chnöchel ufgschöft send gsi ond blüetet händ,er het dhand usgstreckt ond em schien fode lampe hani gseh dass zwei fo sine chnöchel ufgschörft send gsi ond blüetet händ
48,usglend hani s ned gstolle,usglehnt hanis ned gstohle
49,wenn e be störnt ond schneit esch de fröhlig nöme wit,wens aber störmt ond schneit esch de früehlig nöme wit
50,si dant het jede mode förzact,sie tanzt met jedem wo deför zahlt
51,me wärde warschenlech aldi un eholfe sie,mer wärde wahrschindlech alli onbeholfe si
52,d sunna blibt üserhaurtä und zwar bis mitti nami,d sunnä blibt üs erhautä und zwar bis mitti nami
53,o dr hutkontakt mit denä öl isch gsundheitlich un bedänklich,o dr hutkontakt mit denä öl isch gsundheitlech unbedänklech
54,dert wärdä bsunders dachbaukä und beschtandteile für bärghöttä produziert,dert wärdä bsunders dachbaukä und beschtandteilä für bärghüttä produziert
55,är isch einä vodä mitbegründr vom jungä dütschwizer schpiucium,är sich einä vodä mitbegründer vom jungä dütschschwizer schpiufium
56,aus frou hets sich d mögichkeit vorä habilitation müssä erkämpfä,aus frou hetsi sech d müglechkeit vorä habilitation müesse erkämpfä
57,d baarbiudig isch fürne reiä vo tier artä sehr gründlech unger suecht wordä,d paarbiudig isch fürne reihe vo tierartä sehr gründlech ungersuecht wordä
58,schnäu ischer i di dammäligi volkzehnä integriert wordä und isch zume bekantä fingerpickingi tarischt wordä,schnäu ischer idi damaligi folkszenä integriert wordä und isch zumene bekanntä fingerpickinggitarrischt wordä
59,lut im wirtschaftsesiker thomas beschorner wärdä ungernähmä zuenähmeds zu politischä aktüörä,lutem wirtschaftsethiker thomas beschorner wärdä ungernähmä zuenähmend zu politischä akteurä
60,ä isch gwäut wordä trotz dä defizit wo ihm si agloschtet wordä,är isch gwäut wordä trotz dä defizit wo ihm si aaglaschtet wordä
61,d grossmueter unds rotchäppli  ie schnapi mer baidi,d grossmueter und s rotchäppli die schnappimer beidi
62,das i di besser cha gsehe,dassi di besser cha gseh
63,landwirtschaftflächä prägäs landtzbiud vom schwizer mittu land,landwirtschaftsflächä prägä s landschaftsbiud vom schwizer mittuland
64,breng blätterigs chnabächrutt die orchedeäisch id schwiz gschützt,breitblättrigs chnabächrut  die orchideä isch ir schwiz gschützt
65,wo oschtpböim schtö chaöi regulmässig gartävöke wi dr gartärotschwanz oder dr schpächt beobachtet wärdä,wo obschtböim schtö chöi regumässig gartävögu wi dr gartärotschwanz oder dr schpächt beobachtet wärdä
66,e knaugäufe schmätterling flatteret überdwisä,ä knaugäubä schmätterling flatteret überd wisä
67,die drisg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlerbuech bfegä,die drissg quadratmeter grossi landwirtschaft chöimer nid nach naturschutzlehrbuech pflegä
68,es sig im inträssä vor wüssäschafft we methodä vor komplementarmedizin wüssäschaftlech erforscht würdä,es sig im inträssä vor wüssäschaft we methodä vor komplementärmedizin wüssäschaftlech erforscht würdä
69,ab nünzähdrüesächzg isch d verwändig vo radium verbotä wordä,ab nünzähdrüäsächzg isch d verwändig vo radium verbottä wordä
70,in lasaengless gsäichä jogendlechi im duschnit vier aukohowärbigä am tag,in los angeles gsächä jugendlechi im durchschnitt vier aukohouwärbigä am tag
71,d lindä isch bis i mehreri meter höchig mit chnouä bülä und wucherigä überseit,d lindä isch bis i mehreri meter hööchi mit chnouä bülä und wucherigä ubersäit
72,dr averschpiler baier isch blitz schnau füre gschossä und het ber chopfbau vouändet,dr abwehrschpiler beier isch blitzschnäu fürägschossä und het per chopfbau vouändet
73,ä schtürmischä herbsht bringt viu gwitter dur chaudi luft,ä schtürmische herbscht bringt viu gwitter und chauti luft
74,die dän ischi regierig wo d mtino vänmber bir irais vo schweädä nach dänemark wider gränzkontrouä iifüehrä,die dänischi regierig wott mitti novämber bir iireis vo schwede nach dänemark wider gränzkontrouä iifüehrä
75,so sig öpin china mit dr asiatischi infrasctruktur inwestmentbänk ä gägenentwurf zum iwf entschtandä,so sig öppä in chinä mit dr asiatischä infraschtruktur investmentbank ä gägäentwurf zum iwf entschtandä
76,handlet sech drbi um mehh us nu mä nachifä unger richt,handlet sechs drbi um me aus numä nachhiufeungerricht
77,s nouboordä het si hüä punkt und jartuusig wändi erreicht mittlerwilä nähme zahla vo s noubortfahrer tendenziel abb,s snowboardä het si höhepunkt umd jahrtuusigwändi erreicht mittlerwilä nämä d zahlä vo snowboardfahrer tendenziell ab
78,und wi schobt mur ronaldo,und wi schtopptmä dr ronaldo
79,am sunntig und am mäntig zit wiis sunnig,am sunntig und am mäntig zitwiis sunnig
80,si scheff bezeichnete aus guetä fründ,si chef bezeichnet är aus guetä fründ
81,umä söd ändlich mit dr subventionierig vo fossilä bröntschtoce uf hörä,und mä sött ändlech mit dr subventionierig vo fossilä brönnschtoffä ufhörä
82,es isch aber chuumz erwartä dass d nashä  i rund füfväzwänsg milliardä ustoller zuesätzlich bechunt wo si für ds projekt kalkuliert het,es isch aber chuum d erwartä dass d nasa die rund füfäzwänzg milliardä usdollar zuesätzlech bechunnt wosi für das projekt kalkuliert het
83,im betrib machter dr pauernap ufem betribseigena etse,im betriib machter dr powernap ufm betriibseigene wc
84,no bedit hied iisdicki sächshundert bis sibähundert meter,no betreit hie d iisdicki sächshundert bis sibähundert meter
85,s wärners soziauamt isch am mäntig vormittag fürnä schtellignahm nid erreichbar gsi,s bärner soziauamt isch am mäntigvormittag fürnä schtellignahm nid erreichbar gsi
86,gopa het sech nu angeri unabhängigi schtudios aaguegt,coppola hetsech no angeri unabhängigi schtudios aagluegt
87,däne heissisech ä neui exishtinz müss ufboue,dänä hetsisech ä nöii exischtänz müesse ufbouä
88,si het sech für iri voreilig bemerkig gschämt,si hetsech für iri voreiligi bemerkig gschämt
89,bring i hägseifach um und pressier dermit hetsi gseit,bring die häx eifach um und pressier drmit hetsi gseit
90,si het sech ni dervo erhout,si hetsech nie drvo erhout
91,vig weni im nächsctä kampf het dr sii da gseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und ja isch spaarä ostrgäut,und ja i schparä o s trinkgäud
93,du heschnä gän und ü gshpürtter,du heschnä gärn und das gschpürter
94,du tanz isch so liecht winä fäderä,du tanzisch so liecht winä fäderä
95,dr staudan sötti in dr flussbiegig eiches g änk entstoh,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir hän viel mis vertrauliche dokumänt zitue,mir hän viel mit vertrauliche dokumänt z due
97,säggeget in zsche über al,zecke gits inzwüsche überall
98,aber dr vogel und au d cojote und bäge sind im rezänte leckorbisse färn blibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für ganz grossi mehrerszügu sind die relativ kline akuarie ganz sicherer problematisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,eiantwort isch nid bekant worde,ei antwort isch nid bekannt worde
101,noch zwei ollümkische metale und zweiwältmeistertitel het dr gündepfäigs si laufsban beändet,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,der vorclag isc vo de romänische ebite unterstützt worde,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,be datus isch es witer ufwärts gange,vo dört us isch es wiiter ufwärts gangä
104,in luzärn häme am zitig morge hochäbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nur d briestuzvölkere wird nüd ändere,aber nur d priester z fördere wird nüd ändere
106,vo däne händ säcge achtzig kommunün prozänt än grosse wunsctnochere partnerschafft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wo au immer de polanzgiit mit sim nöuste wärk pressänt isch chuns zu consorversel,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,drum stöhnd theme wie nochaltigkeit und sälbstbestimmig vo de lokale afrikanische bevölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich be überzügt derfoazs uns de junge mensche ihri ahliege au unterbreite wän,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,trotzdäm het sich bim thema zuewandrig d istellig gänderet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,s erste mollsitersessor nüntzähsebennachtzig achtachzig gn wieder alli vierspidgkkristallkuoglele in schwiiz,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartisch bis mir de sind,du wartisch bis mir do sind
113,si het em eifach türzregnallt,si het em eifach d tür zuegknallt
114,am zistig und mittwuch nur zum teilssunnig allgemein schwie und gwitterhafft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunderti heischrece sitze uf em feld fast usschliesslich uf enander si parle sich lege eier,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,ä bispieldr jeffri far poz us züri het im oktober zweitusigundnünzäh für d jungi svp kandidiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,vellicten wäge däm im schrebe grate im bruder holzbi basel fascht mehrkantonsflacke z gseh als schwizer fane,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,noch jedem faul rueft d mängi sofot us dr schizsrichter het geit sit zum reagiere,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,si sölle unte wassel mangel letterha um bätte sit zir mueter gottess,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die erste elektrische glettise hämer kei termer staht gha,die erste elektrische glättiise händ no kei termostat kah
121,wo si si er neuit iihohle ramme sie gtohles faarzüg merhfach mit vollur wucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä kurgele isch nurchnäbe ihmm in de pfoste vome vohrbadach gschlage die andri het sind wiiter fehlt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mit enander gridet hämer,mitänander gredet hänmr
124,wens aber stsumpt und schnit isch d fuselyig nsme wit,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewusst de rächtsbruch vo däre art toleriicch nit,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,ä um ar sifest,är umarmt si fest
127,ire adru v erstohzt sis handwärk,ihre maa do verstoht sis handwärk
128,das wa ich mierhet leiste will ich im mommänt had verschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,sie isch an d bet fur grossmuater ganga und het gseit grossmuar was heschdufer grossi ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,alei mit dr eigena forschig und enntwicggligschaffend fharmamultis das nid,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,dr sunnawind de stetigi stroom vu gladena teili wo dsunna ins alentloht wird inds söttigna fellsu sunnasturm,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,dia ernährend sich dore vo heuigümper und glina eidexsa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,binera variation fnbefider fählt di schwarz spränglig und fläckig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,s gefider is algemain stumpf schwarz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bidr cuisskomms ind er wart a höhr als bi dä andera abüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,z gspröch het der mi cheill sahli gfüaecht,ds gspröch het dr michael sahli gfüahrt
137,wia langi dischucksacht han het dr jäger denkt und sini bücse agleit,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschi schucht am glichnamiga fluss koschi isch bei drugend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,als restlichtverstärker hend sich wiissi bettöh bewäht wo in fallrichtig vu da aal uusgleit werden,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,und pferd gits in iisland gnuag rund dopplet so vil wia hünd und katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,nisaf fekt zu da bennelug stata in theater u der kisgregn plaz a wisertringgeld,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma könt aneh dass d struktur vu noterdamm grettet und in ihrer gsamtheit bewahrt sig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,d schwingerhosa as starkstuck wis,d schwingerhosa as starks stuck schwiz
144,siit täg stöhnt banser an der naschnellmol dr prachtmaeiler vu wuoaschinkten paradt,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,waru hend sie eigentlich dütschland im aug,warum hend sie eigentlich dütschland im aug
146,das ghöri zun erhaoub würdia klima politik,das ghöri zu nara glaubwürdiga klimapolitik
147,miar sind zuchunft und wen d mitbestimma seit dr simonostinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,dr marscielldobler vu dr fdp ligt aber überraschend dütlich hinter am ronaldrinu büchel vu dr svp zrucg,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,dr kadetta spiler het aber numa gmeint miar münnds lowenia sowieso schloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,scho afangs sason sig s zil für arzeonal gsi dr meistertitel noch zweitusigundzwölf wieder zgwönna,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au di viar wiitera fell sind dlabor untersoachig a na uusstehhend,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wen d maschina vorsichtig hedt dr jenszen hin zuagfüagt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am sunntig und am mentig sunnigi abschnittet deäba auh gwölgt,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d bilder sind prezisa wie moderni produktfotografia mit alta rekuisita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d müaha heg sich aber uuszahlthüüt sind sini schocsicher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,gägenüber kassasturz üsseret sie sich uf grund vum laufenda verfahra nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,mit der ahavu stürvorlag hend dr bundesrot und s parllment über d partieigrenza ussah köna überzüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,die offana sandala vur lia seson widi no mol so richtig uusträga,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,der eltischti sohn leon flüarteut häeftig mit ira und si erlegt bald im scharm,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no nie hani so meni glusct uf di lüt gha,no nia han i so wenig lust uf di wia hüt kah
161,ei oder zwei mohl hani gärtner gseh wo ihm rega gschafft hend wobii iri mähmaschina gspuckt und gorbst hend,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i han mer zauto agluagt,i han mer ds auto aagluagt
163,es isch gsi als het ihma es dinkmol vum sockel gschopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,wenn du pressiarsch ereicht d vor sunna ufgang dstross,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i han diar dia da teia mossertiart,i han diar dia dateia mol sortiart
166,sie spt was duspüersch,sie spürt was du spürsch
167,stuf esch in absolute zale geochronologisch vo öpiione bis öppe millioneor,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,abe är hed a ned wedersproche,aber är hed au ned wedersproche
169,s bekantischte biispil isch s sozialkreditsistem wo in chier brobt wird,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,s schlächt ve eh esch dass ensimm schnell schade nehmt ond eso sini aktivität verlüert,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,i alli richtige esch tankerode vo ise ond wälderumgäh,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,di chemi estruktr ändlert scharch tere vo fluegsetin,di chemischi struktur ähnled starch dere vo fluoxetin
173,drundart esch murdans einzige provietapperenne in dtschland,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esch eine vode metpegrader vom jonge dtschwiizer spelfel,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,ide vereinige state werd traditionellavienachte oder ne johr tronke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,lie hsn ned unterdesse eri dummheit igseh,d liane hed onderdesse ehri dommheit igseh
177,in zöi heissts früehligs fräsctsächsi lüte,en zöri heisst s früehligsfäst sächsilüüte
178,ueterpflanzer salberah sini houf esch zemlec gross nach bulgareschem mastäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de biediversität ide schwiz gohts ned guet vell zer und pflanzerarte send gfördet,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,so loegt mer au uf de rechtigi meiziitponkt ond meint nor drenne wenn dbintl med pflüged,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,för es longänke lit si bispielswiis zwösche nulkomme eis ond nolkomme achtmilisiver,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de näbturn esch däplanet wo am csthe wäg esch vode sonne,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es mönd alli teilziil konjuuktiv erföllt sii oms haupttiel zerfölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,wenn genaud fhahne sehr sch mol kend worde esct otsech nömme festzstelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,si speichered vell wissi bluetkörperli ond bluetärtli wo sich han usschötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nach sinere promotion hed er bald ahgfange sech em au z en sport zue z wärde,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,es esch allerdengs nur es zwösche höch,es esch allerdengs nor es zwöschehöch
188,e grosse ta fo mettelond südauropa dor om sonnigs ond trochnigs wätter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es escher ladan ond si wet inne öpwis biete,es esch ramadan ond sie wett ehne öppis biete
190,das bedütet glichzitig au nei zom wäg vo de schwiiz om  urnnersee,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wis uf d früehbarockschi meister karavagio wo sogar en mörder gsi seg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,fhel vo sine kolege seged a esgstorbe seit de rr,vell vo sine kollege seged a aids gstorbe seit de tree
193,die beide fläckbloke send borge ond selled em iral ondersuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,d amuerikaner hend s nachem storzom diktator sadam husheind ned gschafft för uh ond stabilität sorge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sne wo fode agression e eiti esch eltiv höch,s niveau vode aggression en haiti esch relativ höch
196,de nah ostegberter klärd was bes zom ändie vom done trapsiner amszit nochapastiere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marcell dobler ode fdp lit aber öberraschend dütleche henderem rolandrii no böchel vo d svp,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om d johr tusigändi hedts noborde sine höepfonkt reicht mettelrwie nähmed zahle aber scho weder ab,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,du machsch es par in parad,du machsch es bad för ehn parat
200,du üehrsch enes möli,du rüehrsch wienes meitli
201,mängisch esh chaz omme wenr uffacht mängch schloftsi mängispotz si sech mängisch spilt si sogar jag des staupfuseli oder rotz met de tote flügen ufem fänstersems,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,örde emolidie ubs chefpterkurer chönnd sosini kanere zänggoh,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,ome sheld ändlech met de suventionierig vom hossile brönnstoff höre,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,er glaubt dass bi de verandig  haulg emmer alli rote bluekörpeli verdrökt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,blibt das so chönnd di globali erwärmik ond drükomma füf grad oder me zuenä warntet uneb,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,nach lang em hiin ond här hemmer ösgsreded dech ängdgöltig vom verein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de elgreko hets vell erlegiösi belder ond porteres usgmohlt,de el greco hed vell religiösi belder ond portraits usgmolt
208,enm familiedrama werden stüüritrieber paretiert wo bescholdige werd bestächigsgälder ahgnahlz ha,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,sprächer betoned dasses ned drom gieng scholdigi z nehme sonder d ufklärig vorahztribe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ech mache die kät sälber ond vercauffe si,ech mache die grät sälber ond verchaufe sie
211,si schnortt emmer wenme sie streichlet hed,sie schnurrt emmer wemmer si gstreichlet hed
212,ech floge siauto ah,ech lueges em auto ah
213,sbeldvernech inegrad skisziert ha esch hässlicher alse eres,es länged wenn dus grob skizziersch
