,pred_str,text
90,si hetsech nie drvo erhout,si hetsech nie drvo erhout
91,eg weni im nächscte kampf heter sida gseit,vilech gwinni im nächschtä kampf het dr scida gseit
92,und ja isch parä ostratgäud,und ja i schparä o s trinkgäud
93,du heschnä gän und di gschpürter,du heschnä gärn und das gschpürter
94,du tanzisch so liecht wie nä fäderä,du tanzisch so liecht winä fäderä
95,der staudann sötti in dr flussbiegig eiche gänk entstoh,dr staudamm sötti in dr flussbiegig aicher gelenk enstoh
96,mir hän vill mes vertrauliche dokumänt zetue,mir hän viel mit vertrauliche dokumänt z due
97,dsecge gits in zwische überal,zecke gits inzwüsche überall
98,aber dr vogel und au d kojote und bäre sind imrezänte lekerbisse färn blibe,aber dr vogel und au d kojotä und bäre sind em rezänte leckerbissä färn bliibe
99,für ganz grossi mehereszüg sind die relativ kliine akquarie ganz sicherer problematisch,für ganz grossi meeressüüger sind die relativ kliine aquarie ganz sicher problematisch
100,eiantwort isch nid wekant worde,ei antwort isch nid bekannt worde
101,noch zwei olimpische metallie und zwei wältmeistertitel het dr gündepfäig sini laufban beändet,noch zwei olympische medallie und zwei wältmeistertitel het dr gündepfennig sini laufbahn beändet
102,dr vorchlag isc vo de romänische erite unterstützt worde,dr vorschlag isch vo dr rumänsiche elite unterstützt worde
103,ber datus isch es wiiter ufwärds gange,vo dört us isch es wiiter ufwärts gangä
104,in luzärn hämer am sitig morge hochäbel,in luzärn hänmr am zistig morge hochnäbel
105,aber nur d briesterzvöcere wird nüd ändre,aber nur d priester z fördere wird nüd ändere
106,vodäne händ sächsedachzig kommunünprozänt en grosse wunschnechere partnerschafft,vo däne händ ganzi sächseachzigkommanün prozänt än grosse wunsch noch äre partnerschaft
107,wo au immer de polanzki mit sin neuste wärg präsänt isch chuns zdu konsorverse,wo au immer de polanski mit sim neuste wärk presänt isch chunnts zu kontroversä
108,drum stönnd theme wie nochhalbigkeit und sälbstbestimig vo de lokale afrikanische bevölkerig im zentrum,drum stön theme wie nochhaltigkeit und säbstbestimmig vo dr lokale afrikanische bevölkerig im zentrum
109,ich be überzügdefoz uns de junge mänsche ihri ahliege au unterbreite wän,ich bi überzügt devo dass uns die junge mensche ihri ahliege au unterbreite wän
110,trotzdäm het sich bim themra zuewandrig d istellig gänderet,trotzdäm het sich bim thema zuewanderig d ihstellig gänderet
111,s erste moll zii ter cessor nünzähsebennachzig achteachzig gin wieder alli vierspiid kristallkogele in schwiz,s erste mol siit dr saison nünzähsiebeneachzigachteachzig gön wieder alli vier speedkristallkugele in d schwiiz
112,du wartisch bismir do sind,du wartisch bis mir do sind
113,si het em eifach dtürtere knollt,si het em eifach d tür zuegknallt
114,am zistig und mittwuch nur zum teil sunnig algemein schwieri und gwitterhaft,am zistig und mittwuch nur zum teil sunnig allgemein schwüel und gwitterhaft
115,hunderti höuschrecke sitze uf em feld fast usschliesslich ufenander si pare sich lege eier,hunderti heuschrecke sitze uf em fäld fast ussschliesslich ufenander si paare sich lege eier
116,ä bispil dr jeffri ferr potzit us zyri het im oktober zweitusigundnünzäh für d jungi svp kandidiert,ä biispiel dr jeffrey ferpozzi us züri het im oktober zweituusigundnünzäh für die jungi svp kandidiert
117,verliicht sen wäge däm im schrebegrat im brude hollz bibasel fasct meerkantonsflagge z gseh als schwiizerfarne,villicht sin wäge däm im schrebergarte im bruederholz bi basel fast mehr kantonsflagge z gseh als schwiizerfahne
118,noch jedem faul rüeft d mängi sofro us dr schizrichter het gei siit zum reagiere,noch jedem foul rüeft d mängi sofort us dr schiidsrichter het kei ziit zum regaiere
119,si sölle un dem wassermangl glitte ha aunmd bätte sit zi dr mueter gottes,si sölle unter wassermangel glitte ha drum bätte si zu dr mueter gottes
120,die erste elektrische glettise händ r keierme stat ghah,die erste elektrische glättiise händ no kei termostat kah
121,wo si si ir neut iihohle ramme si ier gtohls farzüg mehrfach mih voller wucht,wo si se erneut ihhole ramme si ihr gstohles fahrzüg mehrfach mit voller wucht
122,ä kurgele isch nurchnäbe ihm in de pfoste vome vorbäidach gschlage die andri hetin wiiter fehlt,ä kugele isch noch näbe ihm in de pfoste vo me vorbau dach gschlage die anderi het en wiit verfehlt
123,mit enander gredet hämer,mitänander gredet hänmr
124,wens aber stürt und schneit isfp  früelig nüre wit,wenns aber stürm und schneit isch dr früehlig nümme wiit
125,ä bewusst de rächtsbruch vo däre art tolerierich nit,ä bewusste rächtsbruch vo däre art tolerier ich nid
126,ä um ar  sihfest,är umarmt si fest
127,ihre ad verstoht sis handwärk,ihre maa do verstoht sis handwärk
128,das a ich mir het leiste will ich i momänt harteberschaffe,das ka ich mir hüt leiste will ich im momänt hart due schaffe
129,sie isch an ds bet vur grossmuater gange und het gseit grossmuader was hesch du für grossi ora,sie isch an ds bett vur grossmuater ganga und het gseit grossmuater was hesch du für grossi ohra
130,alei mit dr eigena forschig und entwicklig schaffend fharmamulpis das nit,allei mit dr eigna forschig und entiwcklig schaffen d pharmamultis das nit
131,dr sunnawind die stetigi strom vu gladana teili wo dsunna ins ahlentloht wird in söttigna fellsoe sunnasturm,dr sunnawind  dr stetigi strom vu gladena teili wo d sunna ins all entloht  wird in söttigna fäll zu nem sonnasturm
132,dia ernährend sich vore vo hougümper und klina eidexa,dia ernährend sich vorerst vu heugümper und klina eidechsa
133,binera wariationvoefider fählt dia schwarz sprenglig und fleckig,binara variation vum gefieder fehlt dia schwarz sprenklig und fleckig
134,sgefieder ssn algemein stunpf schwarz gsi,ds gefieder isch allgemein stumpf schwarz gsii
135,bi dr suiskoms sind erwarta höhr als bi da andera abüter,bi dr swisscom sind d erwartiga höher als bi da andera abüter
136,sz gspröch het er mich ellsahli gfüahrt,ds gspröch het dr michael sahli gfüahrt
137,wia lang i d ischockoacht hann het der jäger denkt und sini büke agleit,wia lang i di scho gsuacht hanhet dr jäger denkt und sini büchsa agleit
138,d koschischocht am gliichnariga fluss koschi isch beidrugend,d koshischlucht am gliichnamiga fluss koshi isch beidruckend
139,als restlicht verstärker hend sich wisi betöoh beweährt wo in fallrichtig vu da al uusgleit werde,als restlichtverstärker hend sich wissi betttüacher bewährt wo in fallrichtig vu da aal uusgleit werden
140,und pfert gits in iisland gnuag rund doplet so vil wia hünd und katza zemma,und pferd gits in island gnuag rund dopplet so viel wia hünd und katza zemma
141,neis saffeckt zuda bennelugstata in theater uder kiios kreden platz a wiser trinkeld,nicea fact zu da beneluxstaata in theater oder kinos kriagen platzaawiiser trinkgeld
142,ma könnts aaneh dass d troktur vu noder am grettet und in ihrer gsamtheit bewahrt sig,ma könnt aneh dass d struktur vu notredame grettet und in ihrer gsamtheit bewahrt sig
143,d schwingerhosa as starkstuck wits,d schwingerhosa as starks stuck schwiz
144,sittäg stöhd d banser an der nschnellmol dr prachtmeiler vo woaschinktan parad,sit täg stön d panzer an dr national mall dr prachtmeila vu washington parat
145,warum hend sie eigentlich dütschland im aug,warum hend sie eigentlich dütschland im aug
146,das ghöhri zuner glaoub wirdiga klimapolitik,das ghöri zu nara glaubwürdiga klimapolitik
147,miar sind zuohcunft und wennd mitbestimma seit dr simonkstinger,miar sind d zuakunft und wennd mitbestimma seit dr simon köstinger
148,dr marzel dobler vu dr fdp ligt aber überraschend dütlich hinter am ronaldrino bruchel vu dr svop zruck,dr marcel dobler vu dr fdp liggt aber überraschend dütlich hinter am ronald rino büchel vu dr svp zruck
149,d kadettaspüler het aber numa gmeint miar müehnd slowenia sowiso schloh,dr kadettaspieler het aber numa gmeint miar müand slowenia sowieso schloh
150,scho afangs saison ligt s ziel für arzianal gsi der meistertitel noch zweitusigundzwölf wieder z gwönna,scho afang saison sig ds ziel für arsenal gsi dr meistertitel noch zweituusigzwölf wieder z gwünna
151,au i viar witera fell sind dlabor untersuchiga no uussteen,au bi viar wiitera fäll sind d laboruntersuachiga no uustehend
152,wen d maschina vorsichtig het dr jennsen hin zuagfüagt,wend dmaschina vorsichtig het dr janson hinzuagfüagt
153,am sunntig und am mentig sunnigi abschnitt de eba au gwölkt,am sunntig und am mentig sunnigi abschnitt drneba au bewölkt
154,d bilders sind präzise wie moderni produktfotografia mit alta requisita,d bilder sind präzise wia moderni produktfotografia mit alta requisita
155,d müa hege sich aber uuszalt hüüt sind sini schof gsicher,d müaha hegend sich aber uszahlt hüüt sind sini schof sicher
156,geganüber dkassasturzs üsseret sie sich uf grund vum laufenda verfahra nit,geganüber kassasturzüsseret sie sich ufgrund vum laufenda verfahra nit
157,mit dr ahvu stüürvorlag hend dr bundesrot und s parlament über d parteigrenza ussa köünae überzüga,mit dr ahvstüürvorlag hend dr bundesrot und ds parlament über d parteigrenza ussa könna überzüüga
158,die offana sandala vur litchna saison wirdi nomol szo richtig uustreäga,dia offena sandala vur letschta saison werd i nomol so richtig uusträga
159,dr ältischti son leon flahrtet heäftig mit ihra und si erligt balda im schar,dr ältisti sohn leon flirtet heftig mit ihra und sie erliggt bald sinem charme
160,no niea hani so mini glust uf di lüt gha,no nia han i so wenig lust uf di wia hüt kah
161,ei uder zwei mohl hani gertner gseh wo ihm rega gschafft hend wobi ihri mähmaschina gspuckt und gorbst hend,ei oder zwei mol han i gärtner gseh wo im rega gschafft hend wobii ihri mähmaschina gspuckt und gorpst hend
162,i hanmer dz auto aagluagt,i han mer ds auto aagluagt
163,es isch gsi als het dimeis denkmol vum socgel gstopft,es isch gsi als hetti ma es denkmol vum sockel gschupft
164,wenn du pressiarsch er reicht da vor sunna ufgang dstrosss,wenn du pressiarsch erreichsch no vor sunnauufgang d stross
165,i han die her dia da teiamols sotiart,i han diar dia dateia mol sortiart
166,sie spült was du spürsch,sie spürt was du spürsch
167,stufe esch en absolute zahle geochronologisch vo öpp millione bes öppe millioneor,d stufe esch en absolute zahle geochronologisch vo öppe millione bes öppe millione johr
168,aber är hed aned wedersproche,aber är hed au ned wedersproche
169,s bekannt isch de bispiel isch s sozialkraeditsystem wo in chimar brobt wird,s bekanntiste bispel eschs sozialkreditsystem wo en china erprobt werd
170,s schlächt weah esch dass entrimm schnell schade nemmt ond es so sini aktivität verlüert,s schlächte dra esch dass s enzym schnell schade nemmt ond eso sini aktivität verlührt
171,die alli rechtige esch dankerode vo ise ond wälderumgäh,i alli rechtige esch dankerode vo wise ond wälder omgäh
172,die chemme estruktor ändlert scharch dere vo fluegsettin,di chemischi struktur ähnled starch dere vo fluoxetin
173,drondgart esch mentanns einzelge provietapperenne en dtchland,d rondfahrt esch momentan s einzige profietapperenne en dütschland
174,är esch eine vode metbegrender vom jonge tütschwiizer spelvel,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm
175,i de vereinigi staate werd traditioell a wienachte oder neu johr tronke,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke
176,wie haned onserdesse eri dommheit igseh,d liane hed onderdesse ehri dommheit igseh
177,in zörig heisst früehligs fäsctsächsi lüte,en zöri heisst s früehligsfäst sächsilüüte
178,ueter pflanzer sälberra sine hof esch zeme gross nach bolgaresche marstäb,fuetter pflanzt er sälber ah sine hof esch zemmlech gross nach bulgarische massstäb
179,de biodiversität ide schwiiz gohts ned guet vell beer ondpflanzearte send gfördet,de biodiversität ide schwiiz gohds ned guet vell tier ond pflanzearte send gföhrdet
180,so loegt mer au uf de rechtigi meizitponkt ond meint nor drene wenn bintel ned pflüged,so luegt mer aso uf de rechtigi mäihziitponkt ond mäiht nor denne wenn d biinli ned flüged
181,för es longedänke liit si bispelswiis zwösche nolkome eis ond nolkome acht milisiver,för es longeröntge liit sie biispelswiis zwösche noll komma eis ond noll komma acht millisievert
182,de nabtun esh däplanet o am cei wäg esch vode sonne,de neptun esch dä planet wo am wiitiste wäg esch vode sonne
183,es mönd alli teilziil konjunativ erföllt sii om s hauptspiell zerfölle,eso mönd alli teilziel konjunktiv erföllt sie om s hauptziel z erfölle
184,wenn genaud fahne sehrscht mol ked worde esch loht sech nöme festzstelle,wenn genau d fahne serst mol ghisst worde esch loht sech nömme feststelle
185,sie speichered vell wissi bluegkörperli ond bluebätli wo sie chan usschötte,sie speicheret vell wissi bluetkörperli ond bluetplättli wo si chan usschötte
186,nach sinere promotion heder bald agfange sech em auto en sport zuezwände,nach sinere promotion heder bald agfange sech em autorennsport zuezwände
187,es esch allerdengs nor es zwösche höch,es esch allerdengs nor es zwöschehöch
188,i grosse tei vo meittel ond südeuropa dor em sonnigs ond trochnigs wätter,e grosse teil vo mettel ond südeuropa dorom sonnigs ond trochnigs wätter
189,es esch er ladan ond sie wert ihne öpwis biete,es esch ramadan ond sie wett ehne öppis biete
190,das bedüted glichzitig au nei zom wäg fode schwiz om de ornersee,das bedüüted glichziitig au nei zom wäg vode schwiiz om de urnersee
191,är wiis uf de früebarocksce meister karavagio wo sogar en förter gsi seg,er wiist uf de früehbarocki meister caravaggio wo sogar en mörder gsi seg
192,ufvel vo sine kolege seg ed a aisgstorbe seit de raeei,vell vo sine kollege seged a aids gstorbe seit de tree
193,di beide fläckboxe send borge ond selled em iran ondersuecht wärde,di beide blackboxe send borge ond selled em iran ondersuecht wärde
194,d amerikaner hends nachemstaorzzom diktator sadam husshein ned gschaft för lal ond stabilität sorge,d amerikaner hends nachem storz vom diktator saddam hussein ned gschafft för rueh ond stabilität zsorge
195,sini woh vode agression em aeiti esch relativ höch,s niveau vode aggression en haiti esch relativ höch
196,de nah ostensperter klärt was bes zom ändi vom donel tramp siner amsziit noch abpassiere,de nahostexpert erklärt was bes zom ändi vom donald trum sinere amtsziit no cha passiere
197,de marsell dobler vode fdp lid aber öberraschtend dütleche enderem rolandrii no böchel vod svup,de marcel dobler vode fdp liit aber öberraschend dütlech hender em roland rino büchel vode svp
198,om johr tusigrändi hed s nouborde sine höeponkt breichtmettelrwire nämed zahle aber scho weder ab,um d johrtuusigwändi het s snowboarde sine höheponkt erreicht mettlerwiile nämed d zahle aber scho weder ab
199,du machsch es paa  e  en parad,du machsch es bad för ehn parat
200,du rührsch enes möcli,du rüehrsch wienes meitli
201,mängisch esch tchatz ome weneruffacht ängsch schloftsi mängisch potz si sech mängisch pellt si sogarr jag ds staubfuseli ode rotze met de tote flügen ufem fänster semms,mängisch esch d chatz ome wenner ufwacht mängisch schloft sie mängisch potzt sie sech mängisch spelt sie sogar jagt es staubfuseli oder rotzt met de tote flüge ofem fänstersimms
202,förde er mollgi ubs scef pter kurer chönnd sosini klanniere zäng goh,för de ehmolig ubschef peter kurer chönnti so sini karriere z änd goh
203,odme sel ändlech met de subventionierig vo hossile brönnstoff olöre,ond mer sell ändlech met de subventionierig vo fossile brönnstoff ufhöre
204,är glaubt dass be de verwandig vo haulg emmer alli rote bluetkörpeli ver dröckt wärded,är glaubt dass bede verwandlig vom hulk emmer alli rote bluetkörperli verdröckt wärded
205,bliibt das so chönd di globali erfärmig ond drü komma füf grad oder meh zuenäh wartet uneb,blibt das so chönnt di globali erwärmig om drü komma füf grad oder meh zuenäh warnt d unep
206,nach lang em hin ond här hemmer üsigtrede dech ängdgöldig vom veein abzwise,nach langem hin ond här hemmer üs entschede dech äntgöltig vom verein abzwiise
207,de elgreco hed vell eligiösi belder ond portres usgmolt,de el greco hed vell religiösi belder ond portraits usgmolt
208,em familiedrama werden stüüri trieber paretiert wo bescholdiged werd bestächigsgälder aknaz häd,im familiedrama werd en stüüritriiber porträtiert wo bescholdiget werd bestächigsgälder agnoh zha
209,sprächer betoned dasses ned drom gieng scholdig izs nähme sonder d ufklärig voraztribe,sprächer betoned dases ned drom gieng scholdigi z nenne sonder d ufklärig voraaztriibe
210,ech mache die karät sälber ond vercthauffö si,ech mache die grät sälber ond verchaufe sie
211,si schnorrt emmer henme sie streichlet hed,sie schnurrt emmer wemmer si gstreichlet hed
